GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
4921;"2026/1";"Germany";144;"MEYLE";"0141351410";251
4921;"2026/1";"Switzerland";68;"ZF";"1087298364";31
4921;"2026/1";"Switzerland";101;"FEBI BILSTEIN";"171785";7
4921;"2026/1";"Austria";68;"ZF";"1103298113";19
4921;"2026/1";"Austria";101;"FEBI BILSTEIN";"171785";77
4921;"2026/1";"Austria";144;"MEYLE";"1001350114";108
4921;"2026/1";"West Europe";101;"FEBI BILSTEIN";"188324";3
4921;"2026/1";"Germany";144;"MEYLE";"1001350116";3128
4921;"2026/1";"Other";101;"FEBI BILSTEIN";"171762";50
4921;"2026/1";"B";144;"MEYLE";"1001350114SK";6
4921;"2026/1";"Germany";101;"FEBI BILSTEIN";"171748";524
4921;"2026/1";"Germany";101;"FEBI BILSTEIN";"171772";491
4921;"2026/1";"Germany";101;"FEBI BILSTEIN";"171783";268
4921;"2026/1";"Germany";144;"MEYLE";"0141351402";471
4921;"2026/1";"Germany";144;"MEYLE";"1001350116SK";463
4921;"2026/1";"Nordic";68;"ZF";"5961308375";4
4921;"2026/1";"Austria";162;"VAICO";"V302257BEK";8
4921;"2026/1";"EEU";68;"ZF";"1103298007";20
4921;"2026/1";"EEU";101;"FEBI BILSTEIN";"188362";9
4921;"2026/1";"EEU";4342;"TCMATIC";"1051060005";6
4921;"2026/1";"Germany";144;"MEYLE";"1001350014";97
4921;"2026/1";"Germany";6558;"AIC";"74792SET";15
4921;"2026/1";"Germany";162;"VAICO";"V304755";22
4921;"2026/1";"Slovenia";68;"ZF";"1090298126";4
4921;"2026/1";"Slovenia";68;"ZF";"5961303474";11
4921;"2026/1";"Slovenia";101;"FEBI BILSTEIN";"176877";24
4921;"2026/1";"SEE";68;"ZF";"1091298066";10
4921;"2026/1";"SEE";101;"FEBI BILSTEIN";"171750";7
4921;"2026/1";"SEE";144;"MEYLE";"0141350211";7
4921;"2026/1";"Slovenia";68;"ZF";"1111298031";16
4921;"2026/1";"SEE";68;"ZF";"1071298038";1
4921;"2026/1";"Croatia";68;"ZF";"1087298365";239
4921;"2026/1";"Germany";162;"VAICO";"V302254SP";76
4921;"2026/1";"N";68;"ZF";"1091298066";2
4921;"2026/1";"N";101;"FEBI BILSTEIN";"188364";8
4921;"2026/1";"Germany";101;"FEBI BILSTEIN";"176860";2
4921;"2026/1";"EEU";68;"ZF";"1087298364";22
4921;"2026/1";"B";144;"MEYLE";"1001350220";4
4921;"2026/1";"B";101;"FEBI BILSTEIN";"171762";10
4921;"2026/1";"B";144;"MEYLE";"0141350203";4
4921;"2026/1";"Germany";68;"ZF";"5961308601";425
4921;"2026/1";"SEE";68;"ZF";"5961308372";38
4921;"2026/1";"Croatia";68;"ZF";"1068298083";13
4921;"2026/1";"Croatia";144;"MEYLE";"1001350102";35
4921;"2026/1";"West Europe";101;"FEBI BILSTEIN";"176892";1
4921;"2026/1";"Germany";68;"ZF";"5961308278";90
4921;"2026/1";"Germany";162;"VAICO";"V104991XXL";282
4921;"2026/1";"Austria";101;"FEBI BILSTEIN";"188362";55
4921;"2026/1";"SEE";101;"FEBI BILSTEIN";"171748";53
4921;"2026/1";"Germany";81;"HENGST FILTER";"KIT822";1
4921;"2026/1";"EEU";68;"ZF";"1087298365";17
4921;"2026/1";"Austria";68;"ZF";"5961308077";2
4921;"2026/1";"Germany";162;"VAICO";"V105582";1016
4921;"2026/1";"Spain";151;"SWAG";"33108306";2
4921;"2026/1";"Switzerland";144;"MEYLE";"1001350130SK";5
4921;"2026/1";"Germany";162;"VAICO";"V380222SP";1
4921;"2026/1";"EEU";144;"MEYLE";"1001350102";88
4921;"2026/1";"West Europe";68;"ZF";"1087298364";117
4921;"2026/1";"Austria";68;"ZF";"5961308447";13
4921;"2026/1";"Nordic";68;"ZF";"1087298365";17
4921;"2026/1";"Other";68;"ZF";"1071298033";31
4921;"2026/1";"West Europe";101;"FEBI BILSTEIN";"176877";8
4921;"2026/1";"Germany";144;"MEYLE";"1001350100XK";8
4921;"2026/1";"Portugal";144;"MEYLE";"0141350211";3
4921;"2026/1";"Croatia";144;"MEYLE";"0141351404";10
4921;"2026/1";"West Europe";4342;"TCMATIC";"1051010002";1
4921;"2026/1";"Germany";162;"VAICO";"V401605";258
4921;"2026/1";"SEE";144;"MEYLE";"0141351402";6
4921;"2026/1";"West Europe";101;"FEBI BILSTEIN";"171767";16
4921;"2026/1";"Germany";68;"ZF";"1087298360";51
4921;"2026/1";"Germany";68;"ZF";"1087298361";124
4921;"2026/1";"EEU";68;"ZF";"1068298062";94
4921;"2026/1";"EEU";68;"ZF";"1068298083";32
4921;"2026/1";"EEU";68;"ZF";"1087298369";41
4921;"2026/1";"EEU";101;"FEBI BILSTEIN";"171752";13
4921;"2026/1";"EEU";144;"MEYLE";"1001350113SK";1
4921;"2026/1";"EEU";144;"MEYLE";"1001350117";6
4921;"2026/1";"EEU";144;"MEYLE";"1001350130XK";2
4921;"2026/1";"EEU";144;"MEYLE";"3001351007";13
4921;"2026/1";"EEU";403;"MAXGEAR";"261738";10
4921;"2026/1";"EEU";4342;"TCMATIC";"1051070005";5
4921;"2026/1";"Germany";144;"MEYLE";"0141350203";155
4921;"2026/1";"Nordic";68;"ZF";"1103298007";1
4921;"2026/1";"Nordic";144;"MEYLE";"0141351402";4
4921;"2026/1";"Nordic";144;"MEYLE";"3001351007";6
4921;"2026/1";"Germany";144;"MEYLE";"1001350003SK";11
4921;"2026/1";"Germany";144;"MEYLE";"1001350106SK";14
4921;"2026/1";"Germany";144;"MEYLE";"3001350314";28
4921;"2026/1";"Germany";144;"MEYLE";"3001351005XK";9
4921;"2026/1";"Austria";144;"MEYLE";"1001350200";63
4921;"2026/1";"Austria";144;"MEYLE";"3001351005";15
4921;"2026/1";"Germany";144;"MEYLE";"3001350310SK";11
4921;"2026/1";"Croatia";68;"ZF";"1087298368";8
4921;"2026/1";"Croatia";68;"ZF";"5961308412";10
4921;"2026/1";"Germany";144;"MEYLE";"1001350001";44
4921;"2026/1";"Austria";4342;"TCMATIC";"1051010019";3
4921;"2026/1";"Nordic";144;"MEYLE";"1001350109";1
4921;"2026/1";"EEU";68;"ZF";"1071298039";6
4921;"2026/1";"West Europe";101;"FEBI BILSTEIN";"171752";10
4921;"2026/1";"Germany";162;"VAICO";"V105541";35
4921;"2026/1";"Germany";162;"VAICO";"V202742BEK";24
4921;"2026/1";"Germany";144;"MEYLE";"70161350001";16
4921;"2026/1";"B";162;"VAICO";"V401605XXL";1
4921;"2026/1";"B";68;"ZF";"1090298127";1
4921;"2026/1";"Other";144;"MEYLE";"3001351005";1
4921;"2026/1";"Slovenia";144;"MEYLE";"1001350103";8
4921;"2026/1";"Croatia";68;"ZF";"1071298038";18
4921;"2026/1";"EEU";68;"ZF";"1071298033";2
4921;"2026/1";"West Europe";101;"FEBI BILSTEIN";"171769";4
4921;"2026/1";"SEE";4342;"TCMATIC";"1051010071";1
4921;"2026/1";"Other";101;"FEBI BILSTEIN";"176897";9
4921;"2026/1";"Austria";144;"MEYLE";"1001350013";2
4921;"2026/1";"Germany";68;"ZF";"5961308447";110
4921;"2026/1";"EEU";144;"MEYLE";"1001350014";6
4921;"2026/1";"Nordic";144;"MEYLE";"0141350305";3
4921;"2026/1";"Austria";68;"ZF";"1102298018";4
4921;"2026/1";"Other";144;"MEYLE";"1001350115";8
4921;"2026/1";"Romania";101;"FEBI BILSTEIN";"171748";12
4921;"2026/1";"B";101;"FEBI BILSTEIN";"171785";8
4921;"2026/1";"B";144;"MEYLE";"1001350130SK";1
4921;"2026/1";"Nordic";68;"ZF";"1068298083";7
4921;"2026/1";"Nordic";68;"ZF";"5961308601";3
4921;"2026/1";"West Europe";101;"FEBI BILSTEIN";"171754";10
4921;"2026/1";"West Europe";101;"FEBI BILSTEIN";"171783";16
4921;"2026/1";"West Europe";144;"MEYLE";"1001350116XK";2
4921;"2026/1";"West Europe";144;"MEYLE";"3001350306";2
4921;"2026/1";"Germany";144;"MEYLE";"1001350103SK";33
4921;"2026/1";"Other";101;"FEBI BILSTEIN";"176814";1
4921;"2026/1";"Nordic";144;"MEYLE";"1001350116";6
4921;"2026/1";"Germany";162;"VAICO";"V108007";45
4921;"2026/1";"Austria";162;"VAICO";"V204670";13
4921;"2026/1";"EEU";144;"MEYLE";"1001350013SK";2
4921;"2026/1";"EEU";144;"MEYLE";"3001350402";1
4921;"2026/1";"Slovenia";144;"MEYLE";"1001350001";1
4921;"2026/1";"Germany";68;"ZF";"1103298113";37
4921;"2026/1";"West Europe";68;"ZF";"1071298038";11
4921;"2026/1";"West Europe";144;"MEYLE";"0141350211";1
4921;"2026/1";"West Europe";144;"MEYLE";"0141350214";3
4921;"2026/1";"Other";144;"MEYLE";"3001351007";4
4921;"2026/1";"Germany";81;"HENGST FILTER";"KIT840";6
4921;"2026/1";"N";68;"ZF";"1068298061";1
4921;"2026/1";"West Europe";101;"FEBI BILSTEIN";"171767";2
4921;"2026/1";"B";4342;"TCMATIC";"1051010011";1
4921;"2026/1";"Other";68;"ZF";"5961308077";2
4921;"2026/1";"Other";162;"VAICO";"V252191";2
4921;"2026/1";"Other";4342;"TCMATIC";"1051010019";4
4921;"2026/1";"Nordic";68;"ZF";"1087298360";1
4921;"2026/1";"Nordic";68;"ZF";"1087298368";2
4921;"2026/1";"Nordic";101;"FEBI BILSTEIN";"176877";4
4921;"2026/1";"Nordic";4342;"TCMATIC";"1051081012";2
4921;"2026/1";"Nordic";144;"MEYLE";"3001351007";4
4921;"2026/1";"Nordic";68;"ZF";"1087298364";5
4921;"2026/1";"Nordic";101;"FEBI BILSTEIN";"171752";1
4921;"2026/1";"Austria";162;"VAICO";"V105390SP";42
4921;"2026/1";"Nordic";101;"FEBI BILSTEIN";"171762";3
4921;"2026/1";"EEU";101;"FEBI BILSTEIN";"171769";1
4921;"2026/1";"Nordic";144;"MEYLE";"3001351007";1
4921;"2026/1";"Germany";144;"MEYLE";"1001350107";34
4921;"2026/1";"Other";144;"MEYLE";"0141351402";1
4921;"2026/1";"Other";144;"MEYLE";"1001350115XK";4
4921;"2026/1";"Serbia";101;"FEBI BILSTEIN";"171785";3
4921;"2026/1";"SEE";144;"MEYLE";"1001350108";1
4921;"2026/1";"Other";4342;"TCMATIC";"1051060005";3
4921;"2026/1";"Austria";144;"MEYLE";"0141351404";33
4921;"2026/1";"Germany";4342;"TCMATIC";"1051060022";2
4921;"2026/1";"B";101;"FEBI BILSTEIN";"188364";6
4921;"2026/1";"B";144;"MEYLE";"0141351410";1
4921;"2026/1";"Slovenia";68;"ZF";"1087298361";4
4921;"2026/1";"Nordic";101;"FEBI BILSTEIN";"171748";3
4921;"2026/1";"Nordic";101;"FEBI BILSTEIN";"188328";1
4921;"2026/1";"West Europe";68;"ZF";"5961308284";1
4921;"2026/1";"EEU";144;"MEYLE";"1001350114XK";2
4921;"2026/1";"Switzerland";144;"MEYLE";"0141351410";15
4921;"2026/1";"West Europe";68;"ZF";"1068298083";7
4921;"2026/1";"SEE";144;"MEYLE";"3001351007";1
4921;"2026/1";"Germany";144;"MEYLE";"1001350016XK";8
4921;"2026/1";"Other";101;"FEBI BILSTEIN";"171772";10
4921;"2026/1";"EEU";4342;"TCMATIC";"1051010011";2
