GENARTNR;GENARTDESCR;NORMSEARCHWORD;QTY_POS;RATIO (%);VALEO;SACHS;HERTH+BUSS JAKOPARTS;JAPANPARTS;AISIN;BorgWarner;BLUE PRINT;EXEDY;RYMEC;Schaeffler LuK
479;Kupplungssatz;003190000;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;003200200;4;0,0022;1;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;003200400;2;0,0011;1;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;003215200;3;0,0016;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;0032502115;1;0,0005;0;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;0032509715;5;0,0027;0;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;003347;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;003348;3;0,0016;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;003388;3;0,0016;1;1;0;0;1;0;1;1;0;1
479;Kupplungssatz;003414;3;0,0016;1;1;0;1;0;0;0;0;0;0
479;Kupplungssatz;003430;1;0,0005;1;1;0;1;1;0;1;0;0;0
479;Kupplungssatz;003433;10;0,0055;1;1;0;0;1;0;1;0;0;1
479;Kupplungssatz;003433VAL;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;003495;13;0,0071;1;1;0;1;1;0;0;1;0;1
479;Kupplungssatz;003495VALEO;2;0,0011;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;004180300;1;0,0005;1;0;0;0;1;0;1;0;1;0
