GENARTNR;GENARTDESCR;NORMSEARCHWORD;QTY_POS;RATIO (%);VALEO;SACHS;HERTH+BUSS JAKOPARTS;JAPANPARTS;AISIN;BorgWarner;BLUE PRINT;EXEDY;RYMEC;Schaeffler LuK
479;Kupplungssatz;2290601105;9;0,0049;1;1;0;1;1;0;1;0;1;1
479;Kupplungssatz;2290601106;42;0,023;1;1;0;0;1;0;1;0;1;1
479;Kupplungssatz;2290601108;149;0,0815;1;1;0;0;1;0;1;1;1;1
479;Kupplungssatz;2290601108FS;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;2290601109;1;0,0005;1;1;0;0;1;0;1;0;1;1
479;Kupplungssatz;2290601111;1;0,0005;0;1;0;0;1;0;0;0;0;0
479;Kupplungssatz;2290601112;2;0,0011;0;1;0;0;1;0;1;0;1;1
479;Kupplungssatz;2290601113;1;0,0005;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;2290601115;2;0,0011;1;1;0;1;1;0;0;0;0;1
479;Kupplungssatz;2290601116;25;0,0137;0;1;0;0;1;0;0;0;0;0
479;Kupplungssatz;2290601117;68;0,0372;1;1;0;0;1;0;1;1;1;1
479;Kupplungssatz;2290601121;2;0,0011;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;2290601122;6;0,0033;1;1;0;0;1;0;1;0;1;1
479;Kupplungssatz;2290601123;60;0,0328;0;1;0;0;1;0;0;1;0;1
479;Kupplungssatz;2290601126;80;0,0437;1;1;0;0;1;0;1;1;1;1
479;Kupplungssatz;2290601127;9;0,0049;1;1;0;1;1;0;1;1;1;1
479;Kupplungssatz;2290601128;30;0,0164;1;1;0;0;1;0;0;0;1;1
479;Kupplungssatz;2290601129;5;0,0027;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;2290601130;9;0,0049;1;1;0;0;1;0;1;1;1;0
479;Kupplungssatz;2290601131;5;0,0027;0;1;0;0;1;0;1;0;1;1
479;Kupplungssatz;2290601135;2;0,0011;0;1;0;0;0;0;1;0;0;1
479;Kupplungssatz;2290601136;1;0,0005;0;1;0;0;1;0;0;0;0;1
479;Kupplungssatz;2290601137;4;0,0022;1;1;0;0;1;0;1;1;1;1
479;Kupplungssatz;2290601138;1;0,0005;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;2290601140;1;0,0005;0;1;0;0;1;0;1;0;0;1
479;Kupplungssatz;2290601141;122;0,0667;0;1;0;1;0;0;0;0;1;1
479;Kupplungssatz;2290601142;2;0,0011;0;1;0;1;0;0;0;1;0;1
479;Kupplungssatz;2290601143;115;0,0629;1;1;0;1;1;0;0;1;1;1
479;Kupplungssatz;2290601144;3;0,0016;1;1;0;1;0;0;0;0;1;1
479;Kupplungssatz;2290601145;65;0,0355;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;2290601146;7;0,0038;0;1;0;0;0;0;0;1;0;1
479;Kupplungssatz;2290601147;58;0,0317;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;2290601148;5;0,0027;0;1;0;0;1;0;0;0;1;1
479;Kupplungssatz;2290601149;3;0,0016;0;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;2290601150;24;0,0131;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;2290601151;2;0,0011;0;1;0;0;1;0;1;0;0;1
479;Kupplungssatz;2290601152;9;0,0049;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;2290601154;1;0,0005;0;1;0;1;0;0;0;0;1;0
479;Kupplungssatz;2290601156;13;0,0071;0;1;0;0;1;0;0;0;1;0
479;Kupplungssatz;2290601157;1;0,0005;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;2290601158;6;0,0033;0;1;0;0;1;0;0;0;0;1
479;Kupplungssatz;2290601159;18;0,0098;0;1;0;1;0;0;0;0;0;0
479;Kupplungssatz;2290601160;1;0,0005;0;1;0;0;1;0;0;0;1;1
479;Kupplungssatz;2290601161;1;0,0005;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;2290601162;55;0,0301;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;2290601163;70;0,0383;0;1;0;0;1;0;0;0;1;1
479;Kupplungssatz;2290601164;11;0,006;0;1;0;0;1;0;0;0;1;1
479;Kupplungssatz;2290601165;9;0,0049;0;1;0;0;1;0;0;1;0;0
479;Kupplungssatz;2290601166;7;0,0038;0;1;0;0;0;0;0;1;0;0
479;Kupplungssatz;2290601167;5;0,0027;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;2290601168;4;0,0022;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;2290601169;5;0,0027;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;2290601172;8;0,0044;0;1;0;0;1;0;0;0;0;1
479;Kupplungssatz;2290601174;3;0,0016;0;1;0;0;0;0;0;0;0;1
