GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);AISIN;Schaeffler LuK;BLUE PRINT;EXEDY;VALEO;JAPANPARTS;BorgWarner;HERTH+BUSS JAKOPARTS;RYMEC;SACHS
Absolut;;;160106;;137753;157173;136235;152160;152837;96632;0;115819;143561;153822
Prozent;;;;;86;98;85;95;95;60;0;72;90;96
Kupplungssatz;479;31116;54;0,0337;8;7;3;3;6;1;0;3;3;1
Kupplungssatz;479;370;45;0,0281;7;4;2;3;6;3;0;3;5;4
Kupplungssatz;479;2465;14;0,0087;1;1;0;1;4;1;0;0;1;1
Kupplungssatz;479;4510;16;0,01;1;1;2;1;3;1;0;1;1;1
Kupplungssatz;479;11757;27;0,0169;3;3;1;3;4;1;0;2;3;2
Kupplungssatz;479;15514;6;0,0037;3;1;1;1;2;1;0;1;1;1
Kupplungssatz;479;28131;17;0,0106;2;1;1;1;2;1;0;1;1;2
Kupplungssatz;479;31959;5;0,0031;2;3;1;3;3;0;0;0;0;4
Kupplungssatz;479;29566;110;0,0687;5;7;4;5;7;0;0;3;2;3
Kupplungssatz;479;12961;20;0,0125;6;10;5;7;6;3;0;1;11;6
Kupplungssatz;479;19945;3;0,0019;0;0;0;0;2;1;0;0;0;3
Kupplungssatz;479;19975;27;0,0169;6;8;6;6;5;2;0;1;4;11
Kupplungssatz;479;121722;2;0,0012;2;4;0;2;1;0;0;2;0;0
Kupplungssatz;479;18785;11;0,0069;7;4;0;3;6;3;0;3;5;4
Kupplungssatz;479;14181;6;0,0037;4;5;4;4;5;1;0;0;6;3
Kupplungssatz;479;58609;38;0,0237;4;6;5;6;8;3;0;4;6;6
Kupplungssatz;479;130184;9;0,0056;2;3;0;2;7;1;0;2;0;3
Kupplungssatz;479;136077;3;0,0019;3;2;2;1;9;0;0;0;0;3
Kupplungssatz;479;56556;4;0,0025;2;6;2;1;2;0;0;1;1;2
Kupplungssatz;479;34747;4;0,0025;5;6;3;5;7;3;0;5;5;1
Kupplungssatz;479;113668;8;0,005;2;1;1;1;4;1;0;1;1;1
Kupplungssatz;479;18360;8;0,005;10;12;9;11;12;1;0;6;14;12
Kupplungssatz;479;10032;3;0,0019;0;1;0;3;0;3;0;0;2;3
Kupplungssatz;479;13176;3;0,0019;0;0;0;1;1;0;0;0;0;2
Kupplungssatz;479;19573;6;0,0037;5;5;3;3;5;0;0;1;7;5
Kupplungssatz;479;138493;2;0,0012;0;2;0;1;0;0;0;0;0;3
Kupplungssatz;479;129093;5;0,0031;0;1;0;1;2;0;0;0;1;1
Kupplungssatz;479;118540;25;0,0156;2;3;0;2;8;0;0;0;0;3
Kupplungssatz;479;19280;3;0,0019;3;6;5;4;9;0;0;2;4;7
Kupplungssatz;479;19938;60;0,0375;2;4;2;1;2;2;0;1;1;1
Kupplungssatz;479;32088;78;0,0487;3;6;4;3;4;0;0;1;7;5
Kupplungssatz;479;12149;1;0,0006;2;4;4;2;11;3;0;2;3;6
Kupplungssatz;479;5678;4;0,0025;1;1;1;0;1;0;0;0;1;1
Kupplungssatz;479;15459;12;0,0075;6;3;7;1;3;1;0;1;5;3
Kupplungssatz;479;13951;23;0,0144;3;6;4;3;4;0;0;1;7;5
Kupplungssatz;479;114341;6;0,0037;8;6;5;6;9;0;0;4;6;6
Kupplungssatz;479;18669;5;0,0031;6;6;6;5;9;1;0;3;7;8
Kupplungssatz;479;14160;10;0,0062;1;2;2;1;6;1;0;1;2;1
Kupplungssatz;479;5645;2;0,0012;1;2;2;1;4;1;0;0;2;2
Kupplungssatz;479;17327;2;0,0012;2;2;2;2;2;1;0;2;2;2
Kupplungssatz;479;58532;24;0,015;8;6;4;6;7;0;0;4;9;6
Kupplungssatz;479;15938;6;0,0037;1;4;2;1;2;1;0;1;1;2
Kupplungssatz;479;33059;90;0,0562;4;4;4;4;6;1;0;3;4;4
Kupplungssatz;479;15834;1;0,0006;2;6;0;0;3;0;0;0;2;2
Kupplungssatz;479;17218;16;0,01;4;3;4;2;1;5;0;2;3;2
Kupplungssatz;479;19147;17;0,0106;7;8;4;4;9;2;0;0;8;8
Kupplungssatz;479;1971;15;0,0094;1;1;1;2;2;0;0;0;1;1
Kupplungssatz;479;59728;18;0,0112;1;1;1;1;4;1;0;1;1;2
Kupplungssatz;479;32039;4;0,0025;2;3;2;2;2;0;0;0;2;4
Kupplungssatz;479;19179;1;0,0006;4;9;6;4;8;1;0;2;5;9
Kupplungssatz;479;31340;271;0,1693;4;10;6;7;15;2;0;3;8;12
Kupplungssatz;479;32045;1;0,0006;2;2;0;2;0;2;0;0;2;2
Kupplungssatz;479;15644;15;0,0094;3;3;2;3;3;0;0;0;5;2
Kupplungssatz;479;19676;4;0,0025;1;1;1;1;4;1;0;1;1;1
Kupplungssatz;479;16206;10;0,0062;0;0;0;1;3;2;0;0;4;2
Kupplungssatz;479;18159;4;0,0025;0;2;2;0;3;0;0;0;2;2
Kupplungssatz;479;30980;2;0,0012;0;2;1;2;4;0;0;0;0;3
Kupplungssatz;479;17839;5;0,0031;0;3;1;2;3;3;0;1;1;4
Kupplungssatz;479;1775;18;0,0112;1;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;26628;5;0,0031;3;2;2;2;3;1;0;1;2;3
Kupplungssatz;479;17946;17;0,0106;4;5;3;3;4;0;0;2;6;4
Kupplungssatz;479;127521;16;0,01;0;2;1;0;0;1;0;0;2;2
Kupplungssatz;479;56145;91;0,0568;2;3;1;2;4;0;0;1;1;2
Kupplungssatz;479;17783;79;0,0493;6;6;8;6;6;3;0;2;7;7
Kupplungssatz;479;32825;232;0,1449;1;2;1;1;2;1;0;1;1;2
Kupplungssatz;479;16300;225;0,1405;1;3;2;1;2;1;0;1;1;2
Kupplungssatz;479;1940;65;0,0406;2;3;1;1;3;2;0;1;1;2
Kupplungssatz;479;58622;35;0,0219;4;2;2;3;5;1;0;2;3;4
Kupplungssatz;479;9643;37;0,0231;3;3;4;3;8;1;0;0;3;3
Kupplungssatz;479;18728;89;0,0556;4;4;7;3;10;2;0;2;6;5
Kupplungssatz;479;28283;7;0,0044;5;7;7;7;12;2;0;3;14;7
Kupplungssatz;479;7909;46;0,0287;3;8;8;5;15;3;0;2;7;7
Kupplungssatz;479;33356;4;0,0025;3;5;0;1;4;2;0;1;3;4
Kupplungssatz;479;118647;75;0,0468;4;11;5;7;6;0;0;2;5;3
Kupplungssatz;479;434;17;0,0106;0;2;1;1;1;0;0;0;1;1
Kupplungssatz;479;24523;42;0,0262;1;2;1;1;3;1;0;1;2;2
Kupplungssatz;479;19444;125;0,0781;2;4;3;3;10;0;0;1;7;6
Kupplungssatz;479;114212;17;0,0106;3;3;2;1;6;2;0;1;1;4
Kupplungssatz;479;115506;8;0,005;2;3;2;3;4;0;0;2;3;4
Kupplungssatz;479;17792;27;0,0169;2;2;1;1;4;2;0;0;2;3
Kupplungssatz;479;14005;7;0,0044;4;2;0;0;4;0;0;0;3;1
Kupplungssatz;479;21346;1;0,0006;1;1;0;1;1;0;0;0;0;0
Kupplungssatz;479;121229;1;0,0006;2;0;0;2;2;0;0;1;2;2
Kupplungssatz;479;7606;63;0,0393;3;3;3;2;4;0;0;1;3;3
Kupplungssatz;479;32031;11;0,0069;3;5;5;3;7;1;0;2;6;4
Kupplungssatz;479;1046;37;0,0231;4;4;1;4;5;3;0;3;3;4
Kupplungssatz;479;8716;7;0,0044;2;3;0;1;1;2;0;0;0;0
Kupplungssatz;479;23376;14;0,0087;7;6;2;4;7;3;0;3;5;4
Kupplungssatz;479;19249;2;0,0012;4;2;1;2;2;5;0;1;2;3
Kupplungssatz;479;55125;13;0,0081;2;2;1;1;2;0;0;1;2;2
Kupplungssatz;479;12069;20;0,0125;3;3;2;3;3;0;0;0;0;3
Kupplungssatz;479;110763;7;0,0044;1;2;1;2;5;1;0;1;0;2
Kupplungssatz;479;16184;14;0,0087;6;5;7;3;6;0;0;0;5;4
Kupplungssatz;479;19592;6;0,0037;0;2;3;2;2;0;0;0;0;2
Kupplungssatz;479;6300;3;0,0019;2;4;2;3;1;2;0;2;2;3
Kupplungssatz;479;7937;11;0,0069;1;3;6;1;2;0;0;0;3;3
Kupplungssatz;479;12064;9;0,0056;1;3;1;1;2;0;0;0;1;1
Kupplungssatz;479;106413;6;0,0037;0;1;0;1;2;0;0;0;1;2
Kupplungssatz;479;137588;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;27565;13;0,0081;0;0;1;0;0;0;0;0;0;0
Kupplungssatz;479;107892;178;0,1112;3;3;2;3;6;0;0;2;5;4
Kupplungssatz;479;29948;22;0,0137;4;4;3;2;4;1;0;2;2;5
Kupplungssatz;479;23500;8;0,005;3;2;2;2;3;1;0;2;2;4
Kupplungssatz;479;120218;6;0,0037;2;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;118016;1;0,0006;0;2;0;2;5;0;0;0;6;4
Kupplungssatz;479;33329;6;0,0037;3;7;6;4;8;2;0;2;4;4
Kupplungssatz;479;114196;2;0,0012;3;4;1;4;2;2;0;3;2;2
Kupplungssatz;479;34925;15;0,0094;2;1;2;1;2;0;0;0;2;2
Kupplungssatz;479;56222;5;0,0031;0;0;0;1;1;0;0;0;0;0
Kupplungssatz;479;118700;43;0,0269;6;2;2;4;9;2;0;2;3;4
Kupplungssatz;479;59730;11;0,0069;4;6;5;3;8;1;0;0;8;8
Kupplungssatz;479;4262;3;0,0019;2;0;2;1;2;4;0;1;1;0
Kupplungssatz;479;33340;15;0,0094;1;3;1;2;3;0;0;1;4;4
Kupplungssatz;479;33565;5;0,0031;4;5;5;12;3;4;0;3;5;2
Kupplungssatz;479;1505;2;0,0012;0;1;0;1;0;0;0;0;1;1
Kupplungssatz;479;18248;64;0,04;4;4;5;3;15;2;0;2;6;7
Kupplungssatz;479;110021;1;0,0006;0;1;0;1;0;0;0;0;0;2
Kupplungssatz;479;137711;3;0,0019;0;3;0;0;5;0;0;0;0;3
Kupplungssatz;479;19437;3;0,0019;0;5;1;2;3;0;0;0;5;3
Kupplungssatz;479;16509;3;0,0019;1;1;1;1;2;1;0;1;1;1
Kupplungssatz;479;123350;3;0,0019;0;2;0;1;5;0;0;0;0;2
Kupplungssatz;479;107514;2;0,0012;2;5;4;4;3;0;0;1;2;8
Kupplungssatz;479;128190;5;0,0031;4;9;2;6;6;0;0;1;4;4
Kupplungssatz;479;17658;8;0,005;1;1;1;3;1;2;0;0;1;1
Kupplungssatz;479;115117;2;0,0012;0;1;1;1;2;0;0;0;0;1
Kupplungssatz;479;27512;3;0,0019;3;2;2;2;3;1;0;2;2;4
Kupplungssatz;479;19617;6;0,0037;8;10;8;10;11;2;0;4;11;6
Kupplungssatz;479;6377;4;0,0025;2;2;1;2;3;1;0;0;1;3
Kupplungssatz;479;17876;12;0,0075;3;3;3;2;1;2;0;1;5;3
Kupplungssatz;479;34955;73;0,0456;1;1;1;1;4;1;0;2;1;1
Kupplungssatz;479;26616;6;0,0037;3;2;2;2;4;1;0;0;3;3
Kupplungssatz;479;17009;11;0,0069;2;3;2;1;8;1;0;2;5;3
Kupplungssatz;479;17157;15;0,0094;3;4;3;2;2;0;0;0;3;3
Kupplungssatz;479;19157;2;0,0012;1;1;0;1;3;2;0;1;0;0
Kupplungssatz;479;109831;7;0,0044;0;1;2;0;2;1;0;0;1;0
Kupplungssatz;479;133682;47;0,0294;3;3;1;2;5;1;0;2;2;3
Kupplungssatz;479;9171;5;0,0031;9;8;7;6;10;2;0;1;8;8
Kupplungssatz;479;11829;10;0,0062;2;6;3;3;5;0;0;2;2;4
Kupplungssatz;479;14840;17;0,0106;6;6;3;6;10;0;0;0;7;6
Kupplungssatz;479;17731;19;0,0119;2;2;2;2;2;1;0;2;2;3
Kupplungssatz;479;19943;27;0,0169;4;3;1;3;3;3;0;0;2;4
Kupplungssatz;479;1645;29;0,0181;1;2;1;1;3;0;0;0;1;1
Kupplungssatz;479;114868;1;0,0006;0;5;0;3;1;0;0;0;2;1
Kupplungssatz;479;28561;3;0,0019;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;18401;3;0,0019;1;1;1;2;0;1;0;2;1;0
Kupplungssatz;479;113343;2;0,0012;3;3;2;3;5;0;0;2;5;4
Kupplungssatz;479;418;1;0,0006;1;3;0;3;4;1;0;1;0;6
Kupplungssatz;479;11116;8;0,005;1;1;1;1;2;0;0;0;1;1
Kupplungssatz;479;13672;1;0,0006;1;1;1;1;2;3;0;1;1;0
Kupplungssatz;479;1618;2;0,0012;1;1;1;0;0;0;0;0;1;1
Kupplungssatz;479;126695;4;0,0025;0;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;1438;6;0,0037;0;1;1;0;0;0;0;0;1;1
Kupplungssatz;479;30880;11;0,0069;2;5;3;2;4;1;0;2;2;1
Kupplungssatz;479;9027;2;0,0012;3;1;3;1;4;2;0;2;2;2
Kupplungssatz;479;10055;30;0,0187;3;5;5;3;6;0;0;0;4;3
Kupplungssatz;479;100799;37;0,0231;4;5;5;4;10;0;0;1;3;3
Kupplungssatz;479;14820;9;0,0056;1;3;2;0;6;0;0;0;2;3
Kupplungssatz;479;18037;1;0,0006;2;1;1;1;0;1;0;1;1;1
Kupplungssatz;479;1060;2;0,0012;0;1;0;1;2;0;0;1;0;1
Kupplungssatz;479;14445;41;0,0256;4;7;7;3;4;0;0;0;6;5
Kupplungssatz;479;31144;4;0,0025;2;0;1;0;0;1;0;1;0;0
Kupplungssatz;479;16441;8;0,005;3;4;1;1;7;2;0;0;2;4
Kupplungssatz;479;138536;7;0,0044;3;2;3;1;1;0;0;0;0;2
Kupplungssatz;479;9902;2;0,0012;5;6;3;2;3;1;0;0;3;2
Kupplungssatz;479;109297;2;0,0012;0;3;0;2;0;0;0;0;0;0
Kupplungssatz;479;58667;4;0,0025;4;5;4;3;6;1;0;0;8;5
Kupplungssatz;479;115186;2;0,0012;1;3;1;2;4;0;0;1;1;1
Kupplungssatz;479;14821;1;0,0006;5;6;3;7;10;0;0;0;8;6
Kupplungssatz;479;19964;119;0,0743;5;6;5;5;13;2;0;5;7;6
Kupplungssatz;479;19590;28;0,0175;2;2;2;2;2;0;0;0;2;2
Kupplungssatz;479;22473;159;0,0993;1;1;0;0;1;1;0;1;1;1
Kupplungssatz;479;19459;25;0,0156;4;7;7;4;7;1;0;2;3;9
Kupplungssatz;479;118727;7;0,0044;1;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;14844;10;0,0062;6;6;4;6;10;0;0;0;7;6
Kupplungssatz;479;142232;1;0,0006;0;2;0;2;1;0;0;1;0;2
Kupplungssatz;479;17417;8;0,005;3;5;3;6;9;0;0;0;5;2
Kupplungssatz;479;25491;2;0,0012;1;2;2;1;4;0;0;0;3;3
Kupplungssatz;479;100831;1;0,0006;0;3;0;2;0;0;0;0;0;0
Kupplungssatz;479;24520;39;0,0244;5;5;6;2;11;4;0;3;5;7
Kupplungssatz;479;18643;2;0,0012;2;3;1;0;3;0;0;0;0;3
Kupplungssatz;479;11293;19;0,0119;1;3;2;2;4;1;0;2;1;3
Kupplungssatz;479;127056;4;0,0025;2;4;5;3;8;0;0;2;2;3
Kupplungssatz;479;31196;1;0,0006;4;3;3;2;3;2;0;2;2;3
Kupplungssatz;479;16494;2;0,0012;1;1;3;1;0;1;0;1;1;1
Kupplungssatz;479;29962;12;0,0075;7;6;1;4;7;3;0;3;5;5
Kupplungssatz;479;131656;8;0,005;0;2;1;2;2;0;0;1;2;1
Kupplungssatz;479;8178;1;0,0006;1;2;0;0;1;0;0;2;0;3
Kupplungssatz;479;17443;4;0,0025;3;2;2;2;3;1;0;2;2;2
Kupplungssatz;479;10289;2;0,0012;2;2;2;2;3;0;0;0;2;2
Kupplungssatz;479;113262;3;0,0019;0;2;0;2;4;0;0;0;2;1
Kupplungssatz;479;5273;1;0,0006;1;5;8;5;6;2;0;1;4;6
Kupplungssatz;479;22769;1;0,0006;0;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;18225;12;0,0075;3;2;5;2;4;0;0;0;3;3
Kupplungssatz;479;9716;1;0,0006;3;8;2;3;5;4;0;2;2;3
Kupplungssatz;479;111688;2;0,0012;1;1;1;1;1;0;0;0;0;3
Kupplungssatz;479;15488;1;0,0006;0;3;0;3;2;0;0;0;2;2
Kupplungssatz;479;132946;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;34152;2;0,0012;0;1;2;0;3;1;0;0;0;2
Kupplungssatz;479;439;2;0,0012;1;2;1;0;1;0;0;0;1;2
Kupplungssatz;479;8972;27;0,0169;2;1;1;0;5;0;0;0;1;2
Kupplungssatz;479;7469;5;0,0031;2;1;1;1;2;0;0;0;1;1
Kupplungssatz;479;18776;2;0,0012;1;2;2;1;7;1;0;1;2;2
Kupplungssatz;479;28981;1;0,0006;2;0;1;1;2;0;0;1;1;2
Kupplungssatz;479;16863;1;0,0006;0;1;1;1;1;0;0;1;0;1
Kupplungssatz;479;59264;9;0,0056;1;1;0;1;2;0;0;0;0;3
Kupplungssatz;479;19398;3;0,0019;4;5;2;3;3;2;0;1;4;4
Kupplungssatz;479;14560;1;0,0006;6;3;5;2;4;1;0;0;5;3
Kupplungssatz;479;18102;1;0,0006;3;5;3;3;7;0;0;0;5;2
Kupplungssatz;479;10955;13;0,0081;0;2;0;0;3;0;0;0;2;1
Kupplungssatz;479;19508;1;0,0006;2;1;1;3;0;2;0;0;0;1
Kupplungssatz;479;56783;7;0,0044;1;3;1;2;4;1;0;2;1;3
Kupplungssatz;479;19332;3;0,0019;5;6;6;5;9;1;0;3;7;6
Kupplungssatz;479;23075;7;0,0044;3;2;3;2;2;1;0;2;2;4
Kupplungssatz;479;145824;36;0,0225;0;0;7;0;0;0;0;0;0;4
Kupplungssatz;479;18088;3;0,0019;0;2;1;2;4;0;0;0;2;2
Kupplungssatz;479;53336;36;0,0225;4;5;0;3;1;0;0;1;2;0
Kupplungssatz;479;25470;7;0,0044;1;2;2;1;4;0;0;0;3;3
Kupplungssatz;479;18016;21;0,0131;5;5;5;3;5;1;0;0;6;3
Kupplungssatz;479;119514;1;0,0006;1;0;0;0;3;1;0;1;0;0
Kupplungssatz;479;9810;15;0,0094;2;4;2;1;2;1;0;1;1;1
Kupplungssatz;479;132515;8;0,005;0;0;0;0;1;1;0;0;0;0
Kupplungssatz;479;58770;4;0,0025;1;1;1;1;4;1;0;1;1;2
Kupplungssatz;479;134265;4;0,0025;0;0;0;0;2;0;0;0;0;1
Kupplungssatz;479;9905;2;0,0012;1;1;1;1;2;2;0;1;1;1
Kupplungssatz;479;14774;2;0,0012;1;1;1;2;2;0;0;0;1;1
Kupplungssatz;479;100778;2;0,0012;1;1;0;1;3;1;0;1;1;3
Kupplungssatz;479;14105;1;0,0006;4;2;4;2;3;5;0;3;3;2
Kupplungssatz;479;126610;4;0,0025;0;2;0;0;3;0;0;0;0;1
Kupplungssatz;479;16835;1;0,0006;2;3;2;1;3;1;0;1;2;2
Kupplungssatz;479;120595;5;0,0031;0;3;2;2;3;0;0;0;2;1
Kupplungssatz;479;8431;1;0,0006;1;1;1;0;2;0;0;0;1;1
Kupplungssatz;479;33786;2;0,0012;3;7;5;5;9;2;0;2;10;5
Kupplungssatz;479;18786;1;0,0006;4;3;2;2;5;2;0;3;4;0
Kupplungssatz;479;33680;1;0,0006;3;5;7;3;6;2;0;2;4;3
Kupplungssatz;479;18463;3;0,0019;5;5;5;3;5;1;0;0;6;3
Kupplungssatz;479;33859;5;0,0031;1;1;0;1;1;1;0;1;1;1
Kupplungssatz;479;5244;3;0,0019;2;2;1;2;3;1;0;0;1;3
Kupplungssatz;479;55;1;0,0006;1;4;1;3;4;0;0;0;2;2
Kupplungssatz;479;25476;5;0,0031;1;2;2;1;4;0;0;0;3;3
Kupplungssatz;479;24944;4;0,0025;1;1;0;1;6;2;0;0;3;2
Kupplungssatz;479;19408;18;0,0112;1;8;2;3;7;0;0;1;4;7
Kupplungssatz;479;14830;3;0,0019;5;6;4;7;9;0;0;0;8;6
Kupplungssatz;479;9817;22;0,0137;3;4;1;2;2;1;0;1;2;3
Kupplungssatz;479;31743;8;0,005;2;4;2;2;5;1;0;0;3;5
Kupplungssatz;479;113666;8;0,005;1;1;1;1;5;1;0;1;1;1
Kupplungssatz;479;153727;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;107871;22;0,0137;3;2;0;3;4;0;0;2;2;3
Kupplungssatz;479;33715;13;0,0081;4;3;2;2;3;2;0;1;3;2
Kupplungssatz;479;153289;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;32172;2;0,0012;3;2;2;2;2;0;0;1;3;2
Kupplungssatz;479;145290;1;0,0006;0;2;0;2;7;0;0;0;0;3
Kupplungssatz;479;5973;7;0,0044;0;2;0;1;2;0;0;0;2;2
Kupplungssatz;479;33785;5;0,0031;3;7;5;5;9;2;0;2;10;5
Kupplungssatz;479;28181;1;0,0006;0;1;0;1;1;1;0;0;0;1
Kupplungssatz;479;55095;35;0,0219;4;4;4;4;13;0;0;3;5;6
Kupplungssatz;479;100805;2;0,0012;0;1;0;2;3;1;0;0;1;2
Kupplungssatz;479;11762;6;0,0037;6;3;5;3;4;1;0;0;5;3
Kupplungssatz;479;24540;21;0,0131;2;3;0;2;3;2;0;1;2;3
Kupplungssatz;479;20754;1;0,0006;3;3;3;6;2;3;0;1;3;2
Kupplungssatz;479;17836;1;0,0006;2;3;5;2;4;1;0;1;1;3
Kupplungssatz;479;3002;1;0,0006;0;0;0;0;1;0;0;0;0;2
Kupplungssatz;479;19980;12;0,0075;1;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;25483;1;0,0006;0;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;34291;8;0,005;2;4;0;1;3;0;0;0;3;3
Kupplungssatz;479;13927;4;0,0025;1;1;1;2;0;1;0;0;1;2
Kupplungssatz;479;24470;4;0,0025;4;3;1;3;1;3;0;0;2;4
Kupplungssatz;479;139699;1;0,0006;1;1;0;2;4;0;0;0;0;3
Kupplungssatz;479;19265;2;0,0012;3;6;2;2;3;0;0;1;3;3
Kupplungssatz;479;17920;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;19305;1;0,0006;0;1;1;0;1;1;0;0;0;2
Kupplungssatz;479;18219;2;0,0012;2;2;2;2;2;3;0;3;2;3
Kupplungssatz;479;101118;4;0,0025;4;3;6;3;4;1;0;2;3;3
Kupplungssatz;479;2928;1;0,0006;0;0;0;0;0;0;0;0;1;1
Kupplungssatz;479;106635;24;0,015;4;5;6;4;11;0;0;3;5;6
Kupplungssatz;479;11484;2;0,0012;0;1;1;1;2;0;0;0;1;2
Kupplungssatz;479;22557;2;0,0012;1;2;1;1;2;1;0;1;1;2
Kupplungssatz;479;126554;43;0,0269;2;4;1;2;2;0;0;1;2;1
Kupplungssatz;479;55950;1;0,0006;0;6;2;0;0;0;0;0;0;4
Kupplungssatz;479;18906;1;0,0006;0;2;1;1;2;1;0;1;1;2
Kupplungssatz;479;521;14;0,0087;3;8;5;5;6;0;0;0;5;3
Kupplungssatz;479;110029;3;0,0019;2;2;2;1;3;0;0;2;3;1
Kupplungssatz;479;30837;3;0,0019;2;2;2;3;2;0;0;0;2;2
Kupplungssatz;479;32895;1;0,0006;4;3;4;3;4;0;0;1;3;7
Kupplungssatz;479;8948;1;0,0006;2;2;0;1;2;0;0;0;2;1
Kupplungssatz;479;19286;1;0,0006;9;11;6;7;6;1;0;1;12;6
Kupplungssatz;479;9630;1;0,0006;2;3;2;2;4;0;0;2;2;4
Kupplungssatz;479;100826;1;0,0006;1;3;2;4;3;0;0;0;0;3
Kupplungssatz;479;2597;2;0,0012;0;0;1;1;3;1;0;0;1;0
Kupplungssatz;479;118533;176;0,1099;2;3;0;2;8;0;0;0;0;3
Kupplungssatz;479;57352;66;0,0412;3;6;4;6;6;2;0;4;6;7
Kupplungssatz;479;18396;6;0,0037;0;1;3;1;1;0;0;0;2;2
Kupplungssatz;479;9934;21;0,0131;1;2;1;1;2;1;0;1;1;1
Kupplungssatz;479;8899;3;0,0019;0;2;2;2;1;0;0;0;1;2
Kupplungssatz;479;22492;10;0,0062;0;2;0;2;2;0;0;2;2;0
Kupplungssatz;479;10082;12;0,0075;0;3;4;3;3;1;0;2;3;5
Kupplungssatz;479;116204;48;0,03;0;5;0;3;2;0;0;0;2;3
Kupplungssatz;479;126001;22;0,0137;1;3;1;1;4;0;0;1;1;2
Kupplungssatz;479;15912;3;0,0019;1;2;2;1;7;1;0;1;2;3
Kupplungssatz;479;14733;23;0,0144;1;4;4;4;5;0;0;0;3;3
Kupplungssatz;479;22512;19;0,0119;2;4;3;3;10;0;0;1;5;6
Kupplungssatz;479;6371;13;0,0081;5;7;5;5;5;1;0;0;8;5
Kupplungssatz;479;8913;4;0,0025;2;1;1;1;6;1;0;1;1;3
Kupplungssatz;479;31532;23;0,0144;2;2;2;2;2;0;0;0;2;4
Kupplungssatz;479;25248;2;0,0012;0;2;0;0;0;0;0;0;0;0
Kupplungssatz;479;19253;9;0,0056;2;4;5;1;4;1;0;1;1;3
Kupplungssatz;479;5603;11;0,0069;3;7;8;4;13;3;0;1;5;6
Kupplungssatz;479;31372;2;0,0012;2;1;1;1;3;0;0;1;1;1
Kupplungssatz;479;31319;67;0,0418;3;9;4;6;10;1;0;1;7;10
Kupplungssatz;479;17906;70;0,0437;4;7;7;3;12;0;0;0;10;6
Kupplungssatz;479;31189;1;0,0006;4;3;2;4;2;1;0;3;2;3
Kupplungssatz;479;107762;20;0,0125;0;3;2;2;4;0;0;0;2;3
Kupplungssatz;479;137058;5;0,0031;0;4;0;2;3;0;0;1;1;2
Kupplungssatz;479;8165;3;0,0019;3;2;0;2;3;0;0;2;2;3
Kupplungssatz;479;34958;133;0,0831;1;4;1;2;6;1;0;2;1;3
Kupplungssatz;479;17392;28;0,0175;1;2;1;1;5;1;0;1;2;2
Kupplungssatz;479;5117;3;0,0019;1;2;0;0;1;0;0;0;0;1
Kupplungssatz;479;19898;47;0,0294;2;2;2;2;2;1;0;2;2;2
Kupplungssatz;479;28136;10;0,0062;2;7;2;3;10;6;0;2;2;4
Kupplungssatz;479;19840;4;0,0025;4;3;3;3;2;4;0;2;0;2
Kupplungssatz;479;17291;2;0,0012;0;1;1;1;3;0;0;0;2;2
Kupplungssatz;479;15899;17;0,0106;2;5;4;3;3;2;0;1;4;3
Kupplungssatz;479;7258;1;0,0006;3;8;0;5;7;0;0;0;7;6
Kupplungssatz;479;24491;24;0,015;2;2;2;2;3;2;0;2;2;2
Kupplungssatz;479;57359;7;0,0044;4;3;4;3;5;0;0;1;3;7
Kupplungssatz;479;57430;24;0,015;0;3;0;2;4;0;0;0;1;2
Kupplungssatz;479;18467;16;0,01;1;4;2;2;5;1;0;2;2;4
Kupplungssatz;479;31174;2;0,0012;5;4;3;3;7;4;0;3;7;4
Kupplungssatz;479;24519;40;0,025;1;2;1;1;5;1;0;2;1;4
Kupplungssatz;479;10321;70;0,0437;1;1;1;2;2;1;0;1;1;1
Kupplungssatz;479;101091;50;0,0312;2;3;2;3;3;0;0;2;3;1
Kupplungssatz;479;20037;22;0,0137;3;2;2;2;3;1;0;0;3;3
Kupplungssatz;479;22528;9;0,0056;1;3;3;3;3;2;0;1;5;3
Kupplungssatz;479;55600;3;0,0019;0;3;2;1;4;0;0;1;0;4
Kupplungssatz;479;12141;11;0,0069;2;4;1;2;1;0;0;0;2;1
Kupplungssatz;479;32820;34;0,0212;1;1;0;0;1;0;0;1;1;1
Kupplungssatz;479;9815;10;0,0062;1;5;1;2;6;1;0;2;1;2
Kupplungssatz;479;19663;9;0,0056;0;3;1;3;3;0;0;0;0;2
