GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);AISIN;Schaeffler LuK;BLUE PRINT;EXEDY;VALEO;JAPANPARTS;BorgWarner;HERTH+BUSS JAKOPARTS;RYMEC;SACHS
Kupplungssatz;479;5389;104;0,065;5;4;3;2;6;3;0;3;3;6
Kupplungssatz;479;17278;164;0,1024;1;4;1;1;2;1;0;1;1;2
Kupplungssatz;479;11453;3;0,0019;0;2;0;0;2;1;0;0;0;1
Kupplungssatz;479;19636;2;0,0012;0;0;0;0;3;0;0;0;0;0
Kupplungssatz;479;11089;9;0,0056;1;1;0;1;2;0;0;0;1;0
Kupplungssatz;479;19518;18;0,0112;1;2;2;1;7;1;0;1;2;5
Kupplungssatz;479;17359;16;0,01;3;3;3;3;4;0;0;0;3;3
Kupplungssatz;479;19495;29;0,0181;0;3;2;3;3;3;0;0;2;4
Kupplungssatz;479;8602;1;0,0006;0;1;1;0;0;0;0;0;0;1
Kupplungssatz;479;16379;26;0,0162;2;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;17204;129;0,0806;4;4;6;2;8;0;0;2;2;9
Kupplungssatz;479;18541;32;0,02;3;1;2;1;1;3;0;3;1;1
Kupplungssatz;479;19229;7;0,0044;1;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;18897;199;0,1243;1;3;1;1;3;1;0;1;1;2
Kupplungssatz;479;16548;19;0,0119;1;1;1;1;3;1;0;1;1;0
Kupplungssatz;479;12494;14;0,0087;3;2;3;2;1;3;0;2;1;1
Kupplungssatz;479;16654;11;0,0069;1;1;2;0;2;0;0;0;1;1
Kupplungssatz;479;14169;15;0,0094;1;1;1;1;2;2;0;1;1;1
Kupplungssatz;479;18418;11;0,0069;2;3;2;2;3;0;0;0;3;3
Kupplungssatz;479;34306;1;0,0006;0;1;0;0;3;0;0;0;3;0
Kupplungssatz;479;10015;36;0,0225;1;1;2;1;0;1;0;1;1;0
Kupplungssatz;479;113191;18;0,0112;4;4;1;4;4;2;0;3;0;2
Kupplungssatz;479;19567;6;0,0037;1;1;2;1;0;0;0;0;1;2
Kupplungssatz;479;138074;24;0,015;3;3;2;3;3;0;0;2;0;4
Kupplungssatz;479;2393;2;0,0012;1;2;0;1;0;0;0;0;2;0
Kupplungssatz;479;14630;2;0,0012;0;1;1;1;2;0;0;0;2;2
Kupplungssatz;479;144424;16;0,01;2;2;0;2;4;0;0;1;0;2
Kupplungssatz;479;18787;4;0,0025;4;3;3;2;5;2;0;3;6;5
Kupplungssatz;479;58763;9;0,0056;0;3;1;2;2;0;0;1;1;3
Kupplungssatz;479;58536;17;0,0106;3;3;2;3;4;0;0;2;1;3
Kupplungssatz;479;15477;5;0,0031;2;2;2;0;8;0;0;0;3;2
Kupplungssatz;479;19261;4;0,0025;0;2;2;0;2;0;0;0;2;2
Kupplungssatz;479;30361;6;0,0037;0;1;2;1;2;0;0;0;1;1
Kupplungssatz;479;23505;5;0,0031;3;2;2;2;3;1;0;2;2;4
Kupplungssatz;479;145877;7;0,0044;0;3;2;0;1;0;0;0;0;5
Kupplungssatz;479;33584;15;0,0094;2;4;2;2;3;2;0;2;2;2
Kupplungssatz;479;10025;1;0,0006;0;1;0;2;1;0;0;0;1;1
Kupplungssatz;479;8852;1;0,0006;0;1;0;0;0;0;0;0;1;1
Kupplungssatz;479;100507;137;0,0856;4;4;2;3;5;3;0;3;5;5
Kupplungssatz;479;122486;5;0,0031;3;3;2;3;4;0;0;2;3;4
Kupplungssatz;479;15051;3;0,0019;2;3;1;2;5;1;0;0;1;2
Kupplungssatz;479;107753;8;0,005;0;3;2;2;4;0;0;0;2;3
Kupplungssatz;479;18668;35;0,0219;4;6;5;3;14;2;0;1;6;8
Kupplungssatz;479;126000;22;0,0137;1;3;1;1;4;0;0;1;1;2
Kupplungssatz;479;24431;3;0,0019;3;2;3;2;2;1;0;2;2;3
Kupplungssatz;479;58168;39;0,0244;1;1;1;1;4;0;0;0;1;2
Kupplungssatz;479;65013;2;0,0012;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;34860;1;0,0006;1;1;2;0;0;0;0;1;1;1
Kupplungssatz;479;13159;10;0,0062;1;3;2;1;4;0;0;0;1;1
Kupplungssatz;479;1901;3;0,0019;0;1;2;1;1;0;0;0;2;2
Kupplungssatz;479;12246;2;0,0012;1;2;1;1;6;1;0;1;2;1
Kupplungssatz;479;16029;1;0,0006;2;1;2;1;1;2;0;1;2;2
Kupplungssatz;479;16229;7;0,0044;3;3;2;0;3;0;0;0;3;1
Kupplungssatz;479;115190;5;0,0031;0;2;3;1;4;0;0;0;2;2
Kupplungssatz;479;120661;8;0,005;2;3;2;3;4;0;0;2;3;4
Kupplungssatz;479;23379;6;0,0037;0;2;1;1;1;0;0;0;1;1
Kupplungssatz;479;4314;4;0,0025;1;1;0;1;1;1;0;2;0;2
Kupplungssatz;479;144112;4;0,0025;0;3;1;3;3;1;0;0;0;2
Kupplungssatz;479;1384;1;0,0006;0;1;0;1;0;0;0;0;1;1
Kupplungssatz;479;16340;15;0,0094;1;3;1;1;2;1;0;1;1;2
Kupplungssatz;479;27586;10;0,0062;1;1;1;1;3;1;0;0;0;1
Kupplungssatz;479;6362;1;0,0006;0;1;1;1;0;0;0;0;0;0
Kupplungssatz;479;12360;2;0,0012;1;0;0;0;1;0;0;1;1;1
Kupplungssatz;479;17893;12;0,0075;0;1;0;0;1;0;0;0;0;1
Kupplungssatz;479;32116;18;0,0112;1;2;2;2;2;0;0;0;2;3
Kupplungssatz;479;120670;1;0,0006;2;4;2;2;3;0;0;0;0;1
Kupplungssatz;479;142236;1;0,0006;0;2;0;1;1;0;0;0;0;2
Kupplungssatz;479;9358;1;0,0006;0;0;1;1;0;0;0;0;0;0
Kupplungssatz;479;58238;1;0,0006;0;1;0;1;2;0;0;0;1;1
Kupplungssatz;479;16745;1;0,0006;3;3;4;2;3;1;0;0;4;3
Kupplungssatz;479;122182;1;0,0006;3;0;0;0;5;1;0;0;0;1
Kupplungssatz;479;18091;1;0,0006;3;5;3;3;4;0;0;1;7;3
Kupplungssatz;479;14829;1;0,0006;5;6;3;7;10;0;0;0;8;6
Kupplungssatz;479;109390;1;0,0006;2;2;1;2;5;0;0;0;2;1
Kupplungssatz;479;30569;1;0,0006;1;1;1;1;3;0;0;1;1;1
Kupplungssatz;479;251;1;0,0006;1;4;1;3;4;0;0;0;2;2
Kupplungssatz;479;19493;5;0,0031;1;2;1;0;2;1;0;0;3;1
Kupplungssatz;479;14782;25;0,0156;0;1;1;1;0;1;0;1;0;0
Kupplungssatz;479;58578;12;0,0075;1;2;1;1;4;1;0;1;2;1
Kupplungssatz;479;16922;6;0,0037;1;1;1;1;1;2;0;1;1;1
Kupplungssatz;479;22673;1;0,0006;0;2;1;1;2;0;0;0;2;1
Kupplungssatz;479;4445;1;0,0006;1;1;1;2;2;1;0;1;1;2
Kupplungssatz;479;6066;1;0,0006;2;2;2;2;3;0;0;0;2;2
Kupplungssatz;479;138488;1;0,0006;0;0;0;1;0;0;0;1;3;3
Kupplungssatz;479;10267;5;0,0031;1;2;2;2;3;2;0;1;2;2
Kupplungssatz;479;34506;5;0,0031;2;3;0;1;2;0;0;0;1;2
Kupplungssatz;479;132282;1;0,0006;0;0;1;0;0;0;0;0;0;0
Kupplungssatz;479;129201;4;0,0025;2;2;0;2;1;0;0;1;0;2
Kupplungssatz;479;58969;2;0,0012;2;4;2;3;2;0;0;1;2;1
Kupplungssatz;479;127690;5;0,0031;0;2;0;1;2;0;0;0;2;2
Kupplungssatz;479;11424;1;0,0006;0;1;1;1;3;1;0;0;1;2
Kupplungssatz;479;14599;2;0,0012;2;2;0;2;1;0;0;0;1;1
Kupplungssatz;479;107045;2;0,0012;0;0;0;0;2;0;0;0;2;0
Kupplungssatz;479;14099;1;0,0006;0;1;1;0;1;0;0;0;1;0
Kupplungssatz;479;2542;1;0,0006;0;0;0;0;1;1;0;0;1;0
Kupplungssatz;479;18917;8;0,005;0;0;0;1;2;0;0;0;0;1
Kupplungssatz;479;484;2;0,0012;0;1;1;0;0;0;0;0;0;1
Kupplungssatz;479;100340;9;0,0056;0;1;0;1;1;1;0;0;0;2
Kupplungssatz;479;18491;2;0,0012;1;1;1;1;5;1;0;0;1;3
Kupplungssatz;479;101150;118;0,0737;1;3;0;2;1;1;0;0;1;3
Kupplungssatz;479;3384;4;0,0025;0;2;0;2;0;1;0;2;1;2
Kupplungssatz;479;3083;27;0,0169;1;2;1;0;2;1;0;1;2;2
Kupplungssatz;479;18520;33;0,0206;1;2;2;2;2;1;0;1;1;1
Kupplungssatz;479;31592;21;0,0131;1;4;1;2;3;0;0;2;1;3
Kupplungssatz;479;16064;7;0,0044;8;5;7;5;4;1;0;1;5;5
Kupplungssatz;479;23396;97;0,0606;1;1;1;1;2;2;0;1;1;1
Kupplungssatz;479;19565;2;0,0012;1;2;0;1;3;0;0;0;2;2
Kupplungssatz;479;108252;42;0,0262;2;5;2;6;4;0;0;2;4;8
Kupplungssatz;479;14485;3;0,0019;2;2;3;2;4;2;0;0;2;3
Kupplungssatz;479;22489;4;0,0025;1;2;2;2;3;1;0;1;3;1
Kupplungssatz;479;7235;11;0,0069;5;2;4;4;2;2;0;3;4;1
Kupplungssatz;479;17232;1;0,0006;0;2;1;1;2;0;0;0;1;1
Kupplungssatz;479;19178;4;0,0025;2;1;1;1;6;1;0;2;1;1
Kupplungssatz;479;16970;5;0,0031;3;3;5;3;5;1;0;0;4;4
Kupplungssatz;479;17884;2;0,0012;0;3;0;0;3;0;0;0;0;0
Kupplungssatz;479;57779;1;0,0006;2;6;2;1;4;0;0;1;1;2
Kupplungssatz;479;142767;2;0,0012;0;1;0;0;2;0;0;0;0;2
Kupplungssatz;479;107975;11;0,0069;0;1;1;2;5;0;0;0;0;2
Kupplungssatz;479;402;1;0,0006;0;2;2;0;0;0;0;0;0;2
Kupplungssatz;479;153051;7;0,0044;1;0;1;2;0;0;0;1;1;0
Kupplungssatz;479;16057;10;0,0062;0;2;2;0;8;1;0;0;2;2
Kupplungssatz;479;12145;3;0,0019;2;2;2;2;1;0;0;0;0;3
Kupplungssatz;479;17738;3;0,0019;0;2;1;1;2;1;0;1;1;2
Kupplungssatz;479;18970;4;0,0025;2;2;2;2;2;1;0;1;2;2
Kupplungssatz;479;28174;8;0,005;4;10;2;4;7;0;0;3;3;6
Kupplungssatz;479;33875;32;0,02;1;3;1;1;1;1;0;0;1;1
Kupplungssatz;479;7825;2;0,0012;0;0;1;1;1;2;0;0;1;1
Kupplungssatz;479;7920;1;0,0006;1;1;1;1;1;0;0;0;1;2
Kupplungssatz;479;119699;3;0,0019;1;1;1;1;1;0;0;1;1;0
Kupplungssatz;479;17486;8;0,005;2;2;1;2;2;2;0;1;2;2
Kupplungssatz;479;106265;17;0,0106;3;3;2;3;3;0;0;2;3;4
Kupplungssatz;479;20025;11;0,0069;1;2;2;1;5;1;0;1;2;2
Kupplungssatz;479;16573;55;0,0344;1;1;0;1;2;1;0;1;1;1
Kupplungssatz;479;34801;7;0,0044;1;3;1;1;3;1;0;1;1;1
Kupplungssatz;479;25458;6;0,0037;1;1;2;1;0;1;0;1;1;1
Kupplungssatz;479;137641;2;0,0012;2;2;0;1;0;0;0;0;0;1
Kupplungssatz;479;12493;1;0,0006;1;1;1;0;3;0;0;0;1;3
Kupplungssatz;479;28769;6;0,0037;2;2;2;2;3;2;0;2;2;2
Kupplungssatz;479;133517;1;0,0006;1;2;1;0;0;0;0;0;0;1
Kupplungssatz;479;535;1;0,0006;0;1;2;1;1;1;0;0;2;2
Kupplungssatz;479;13008;4;0,0025;1;3;0;1;5;1;0;1;2;1
Kupplungssatz;479;109391;1;0,0006;1;2;1;1;2;0;0;0;2;0
Kupplungssatz;479;19238;3;0,0019;2;5;3;3;3;2;0;1;4;3
Kupplungssatz;479;57460;15;0,0094;0;2;0;1;5;0;0;0;2;3
Kupplungssatz;479;19240;57;0,0356;1;2;2;2;1;1;0;1;1;1
Kupplungssatz;479;452;9;0,0056;1;2;1;0;1;0;0;0;1;2
Kupplungssatz;479;2556;2;0,0012;1;2;1;1;2;1;0;0;1;0
Kupplungssatz;479;4426;5;0,0031;2;1;1;2;1;2;0;0;0;1
Kupplungssatz;479;9296;1;0,0006;0;2;2;2;2;0;0;0;2;6
Kupplungssatz;479;1849;6;0,0037;2;2;1;2;3;1;0;0;0;3
Kupplungssatz;479;6722;16;0,01;2;2;2;2;5;2;0;2;0;2
Kupplungssatz;479;32396;4;0,0025;1;2;1;1;5;1;0;1;1;1
Kupplungssatz;479;128944;1;0,0006;1;1;0;1;3;0;0;1;1;0
Kupplungssatz;479;31016;5;0,0031;0;2;1;1;2;0;0;0;2;1
Kupplungssatz;479;22550;2;0,0012;2;4;0;1;1;0;0;0;0;2
Kupplungssatz;479;7899;5;0,0031;0;2;2;2;2;0;0;0;1;2
Kupplungssatz;479;13657;1;0,0006;0;2;0;0;0;0;0;0;2;0
Kupplungssatz;479;131864;1;0,0006;0;5;0;3;2;1;0;0;0;0
Kupplungssatz;479;57389;1;0,0006;1;2;0;1;0;1;0;0;1;1
Kupplungssatz;479;58374;2;0,0012;0;1;0;1;0;0;0;0;0;2
Kupplungssatz;479;2977;2;0,0012;0;0;0;0;1;0;0;0;0;1
Kupplungssatz;479;1860;1;0,0006;0;1;1;0;1;0;0;0;1;1
Kupplungssatz;479;22946;63;0,0393;1;1;1;1;2;1;0;1;1;2
Kupplungssatz;479;19591;13;0,0081;2;2;2;2;2;0;0;0;2;2
Kupplungssatz;479;108306;1;0,0006;0;1;0;2;0;0;0;0;1;1
Kupplungssatz;479;6886;12;0,0075;1;3;2;2;4;0;0;1;4;4
Kupplungssatz;479;145878;1;0,0006;0;3;3;3;1;0;0;0;0;3
Kupplungssatz;479;34282;1;0,0006;0;1;1;0;4;0;0;0;1;4
Kupplungssatz;479;23229;1;0,0006;2;3;0;2;2;1;0;0;2;1
Kupplungssatz;479;5231;1;0,0006;1;1;1;1;3;0;0;0;1;1
Kupplungssatz;479;59700;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;118543;1;0,0006;0;1;0;1;0;0;0;0;0;1
Kupplungssatz;479;18688;9;0,0056;2;2;1;2;2;0;0;0;2;2
Kupplungssatz;479;17161;11;0,0069;2;2;1;1;3;2;0;0;2;3
Kupplungssatz;479;146715;1;0,0006;0;0;0;1;0;0;0;0;0;0
Kupplungssatz;479;55513;5;0,0031;1;4;3;2;2;0;0;1;0;4
Kupplungssatz;479;24534;5;0,0031;1;1;1;0;5;2;0;1;1;1
Kupplungssatz;479;19125;29;0,0181;0;2;0;2;4;0;0;0;0;3
Kupplungssatz;479;15626;6;0,0037;1;1;1;1;1;1;0;0;1;1
Kupplungssatz;479;33351;2;0,0012;0;2;3;0;2;0;0;0;2;2
Kupplungssatz;479;3489;1;0,0006;2;2;3;1;6;2;0;2;3;3
Kupplungssatz;479;117091;28;0,0175;0;6;0;4;0;0;0;0;0;2
Kupplungssatz;479;109421;12;0,0075;3;4;2;3;5;0;0;2;3;3
Kupplungssatz;479;15506;9;0,0056;0;2;3;1;4;0;0;0;2;2
Kupplungssatz;479;8397;1;0,0006;0;1;1;1;2;0;0;0;1;1
Kupplungssatz;479;25490;7;0,0044;1;3;2;2;4;0;0;0;3;2
Kupplungssatz;479;29953;20;0,0125;1;2;2;0;3;0;0;0;2;1
Kupplungssatz;479;134295;9;0,0056;0;4;0;2;3;0;0;1;1;2
Kupplungssatz;479;32042;38;0,0237;1;2;1;1;5;1;0;1;1;1
Kupplungssatz;479;34954;4;0,0025;1;1;1;1;3;1;0;1;1;2
Kupplungssatz;479;18641;8;0,005;1;2;1;1;7;1;0;1;2;2
Kupplungssatz;479;126598;1;0,0006;1;1;0;1;2;1;0;0;1;2
Kupplungssatz;479;133192;4;0,0025;0;3;3;0;0;0;0;1;0;0
Kupplungssatz;479;15243;1;0,0006;0;2;2;2;3;0;0;0;1;1
Kupplungssatz;479;136153;8;0,005;2;2;1;0;3;0;0;2;1;3
Kupplungssatz;479;20795;1;0,0006;0;0;0;1;1;0;0;0;0;1
Kupplungssatz;479;9260;4;0,0025;1;2;1;1;2;1;0;1;1;2
Kupplungssatz;479;10229;1;0,0006;0;1;1;0;0;0;0;0;0;1
Kupplungssatz;479;133075;1;0,0006;1;1;1;0;0;0;0;0;0;0
Kupplungssatz;479;7795;8;0,005;1;1;0;1;2;0;0;0;1;1
Kupplungssatz;479;139764;3;0,0019;0;5;0;2;1;0;0;0;1;3
Kupplungssatz;479;15757;2;0,0012;3;3;5;2;4;0;0;2;2;7
Kupplungssatz;479;15123;2;0,0012;2;1;2;1;6;1;0;1;1;2
Kupplungssatz;479;117640;4;0,0025;1;3;0;0;1;0;0;0;0;1
Kupplungssatz;479;25462;1;0,0006;1;1;2;1;0;1;0;1;1;1
Kupplungssatz;479;8943;3;0,0019;0;4;1;1;2;0;0;0;1;1
Kupplungssatz;479;17424;4;0,0025;3;2;0;5;2;4;0;1;0;2
Kupplungssatz;479;28768;1;0,0006;1;1;1;1;2;1;0;1;1;1
Kupplungssatz;479;143048;1;0,0006;0;2;0;2;2;0;0;1;3;3
Kupplungssatz;479;144425;2;0,0012;3;2;0;2;4;0;0;1;0;2
Kupplungssatz;479;146122;2;0,0012;0;2;0;2;0;0;0;0;0;2
Kupplungssatz;479;296;3;0,0019;5;6;5;6;10;2;0;2;8;2
Kupplungssatz;479;7930;1;0,0006;0;0;2;0;0;0;0;0;0;0
Kupplungssatz;479;10088;1;0,0006;0;2;0;2;3;1;0;0;0;1
Kupplungssatz;479;132782;1;0,0006;0;1;0;1;2;0;0;0;0;0
Kupplungssatz;479;2886;1;0,0006;1;1;1;1;2;1;0;0;1;0
Kupplungssatz;479;23380;31;0,0194;0;2;1;1;3;1;0;0;1;1
Kupplungssatz;479;3635;12;0,0075;2;1;1;1;3;4;0;1;0;1
Kupplungssatz;479;5299;10;0,0062;2;1;2;1;4;1;0;0;2;3
Kupplungssatz;479;56230;15;0,0094;0;4;1;0;0;0;0;2;0;6
Kupplungssatz;479;3040;13;0,0081;3;1;1;1;2;1;0;0;2;3
Kupplungssatz;479;1461;16;0,01;1;2;2;1;0;1;0;1;1;1
Kupplungssatz;479;18680;5;0,0031;2;2;2;2;2;1;0;1;2;3
Kupplungssatz;479;33353;10;0,0062;2;2;1;2;5;3;0;1;2;4
Kupplungssatz;479;9200;5;0,0031;1;1;1;1;2;1;0;1;1;1
Kupplungssatz;479;113149;27;0,0169;0;3;2;2;2;0;0;1;1;3
Kupplungssatz;479;154680;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;15431;2;0,0012;1;1;0;1;3;0;0;0;1;1
Kupplungssatz;479;20119;4;0,0025;0;2;2;1;2;0;0;0;0;2
Kupplungssatz;479;100780;1;0,0006;2;2;1;2;5;3;0;1;2;0
Kupplungssatz;479;1872;31;0,0194;1;5;2;3;3;0;0;0;2;5
Kupplungssatz;479;9904;4;0,0025;0;1;0;1;2;0;0;0;1;3
Kupplungssatz;479;114840;5;0,0031;1;1;2;2;6;0;0;2;3;1
Kupplungssatz;479;58303;13;0,0081;1;2;2;2;2;0;0;0;3;2
Kupplungssatz;479;16602;1;0,0006;4;3;3;2;3;0;0;0;2;3
Kupplungssatz;479;20052;2;0,0012;3;2;2;2;3;1;0;0;3;3
Kupplungssatz;479;108402;1;0,0006;0;2;1;2;4;0;0;0;4;2
Kupplungssatz;479;23197;19;0,0119;4;5;2;3;2;0;0;1;2;1
Kupplungssatz;479;113672;2;0,0012;1;1;1;1;5;1;0;1;1;1
Kupplungssatz;479;19919;3;0,0019;0;2;0;1;2;0;0;0;2;1
Kupplungssatz;479;107657;1;0,0006;3;5;6;8;2;1;0;3;5;5
Kupplungssatz;479;7794;1;0,0006;0;0;0;1;1;0;0;0;0;1
Kupplungssatz;479;131369;3;0,0019;0;2;0;1;0;0;0;0;0;1
Kupplungssatz;479;112385;23;0,0144;0;3;2;0;2;0;0;2;2;2
Kupplungssatz;479;110072;73;0,0456;1;2;2;1;2;0;0;1;0;2
Kupplungssatz;479;23128;52;0,0325;1;2;1;1;2;1;0;1;1;2
Kupplungssatz;479;11111;4;0,0025;3;3;2;3;3;0;0;0;0;3
Kupplungssatz;479;16655;20;0,0125;1;1;1;1;1;1;0;0;1;1
Kupplungssatz;479;12171;25;0,0156;2;2;1;2;5;0;0;0;2;1
Kupplungssatz;479;30514;13;0,0081;1;1;1;4;0;1;0;1;1;1
Kupplungssatz;479;17561;10;0,0062;1;0;1;1;1;1;0;1;1;0
Kupplungssatz;479;130626;4;0,0025;2;4;2;2;2;1;0;2;0;2
Kupplungssatz;479;33386;17;0,0106;3;2;2;2;4;0;0;1;3;2
Kupplungssatz;479;115520;22;0,0137;2;3;2;3;4;0;0;2;3;4
Kupplungssatz;479;131283;7;0,0044;0;2;0;1;0;0;0;0;0;1
Kupplungssatz;479;59050;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;15422;20;0,0125;1;2;4;1;3;0;0;0;2;2
Kupplungssatz;479;12606;24;0,015;2;2;2;4;0;1;0;2;2;1
Kupplungssatz;479;494;2;0,0012;1;2;1;0;1;0;0;0;1;2
Kupplungssatz;479;430;20;0,0125;1;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;5917;1;0,0006;1;4;5;2;4;0;0;0;4;4
Kupplungssatz;479;28243;1;0,0006;0;1;0;0;1;0;0;0;0;1
Kupplungssatz;479;28125;24;0,015;1;1;0;1;0;1;0;1;0;0
Kupplungssatz;479;32115;10;0,0062;0;2;2;2;2;0;0;0;2;4
Kupplungssatz;479;23167;15;0,0094;1;1;1;1;3;1;0;1;1;1
Kupplungssatz;479;111792;3;0,0019;0;3;2;2;3;0;0;0;2;3
Kupplungssatz;479;762;29;0,0181;3;9;5;6;15;3;0;3;8;9
Kupplungssatz;479;10518;10;0,0062;0;1;0;0;1;0;0;0;0;2
Kupplungssatz;479;16981;1;0,0006;3;6;6;5;7;1;0;3;5;7
Kupplungssatz;479;17116;2;0,0012;0;2;0;1;3;1;0;1;1;1
Kupplungssatz;479;18888;26;0,0162;2;2;1;2;0;1;0;2;2;0
Kupplungssatz;479;120259;5;0,0031;0;0;1;0;1;1;0;0;0;2
Kupplungssatz;479;2748;1;0,0006;0;1;0;0;1;0;0;0;1;1
Kupplungssatz;479;28145;10;0,0062;0;3;0;2;5;0;0;0;0;2
Kupplungssatz;479;5768;15;0,0094;3;2;1;2;4;0;0;1;3;2
Kupplungssatz;479;17127;9;0,0056;1;1;1;1;0;1;0;1;1;0
Kupplungssatz;479;19748;4;0,0025;1;1;0;0;2;0;0;0;2;2
Kupplungssatz;479;58757;3;0,0019;0;1;0;1;1;0;0;0;1;2
Kupplungssatz;479;19108;4;0,0025;1;2;2;2;2;1;0;2;2;2
Kupplungssatz;479;34184;4;0,0025;0;2;1;0;0;0;0;0;1;2
Kupplungssatz;479;14684;3;0,0019;3;3;5;2;4;0;0;2;2;7
Kupplungssatz;479;31383;11;0,0069;2;1;0;1;0;0;0;0;2;2
Kupplungssatz;479;14679;5;0,0031;0;1;0;2;2;0;0;0;1;1
Kupplungssatz;479;33344;6;0,0037;0;3;1;2;4;0;0;0;2;5
Kupplungssatz;479;106290;7;0,0044;0;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;31317;46;0,0287;3;9;4;6;11;1;0;1;7;10
Kupplungssatz;479;17353;1;0,0006;0;1;1;0;1;0;0;0;0;1
Kupplungssatz;479;119016;1;0,0006;0;2;0;3;0;0;0;0;1;2
Kupplungssatz;479;132619;1;0,0006;0;2;2;0;1;0;0;2;0;0
Kupplungssatz;479;11896;47;0,0294;1;4;1;2;4;1;0;2;1;3
Kupplungssatz;479;136599;1;0,0006;0;1;0;0;3;0;0;0;0;2
Kupplungssatz;479;128503;1;0,0006;1;1;0;1;1;0;0;0;1;0
Kupplungssatz;479;116654;2;0,0012;2;2;0;1;2;0;0;1;2;1
Kupplungssatz;479;58507;1;0,0006;1;1;0;1;0;0;0;1;0;1
Kupplungssatz;479;145212;1;0,0006;0;2;0;2;2;0;0;0;0;1
Kupplungssatz;479;6369;1;0,0006;0;1;1;1;0;0;0;0;0;0
Kupplungssatz;479;117766;1;0,0006;0;0;2;0;0;0;0;0;0;0
Kupplungssatz;479;9538;2;0,0012;0;1;0;0;0;2;0;0;0;2
Kupplungssatz;479;8096;22;0,0137;0;4;1;3;3;0;0;0;2;3
Kupplungssatz;479;17449;55;0,0344;1;1;1;1;2;1;0;1;1;3
Kupplungssatz;479;35456;17;0,0106;1;2;2;2;4;2;0;2;2;2
Kupplungssatz;479;55952;1;0,0006;0;1;2;0;0;0;0;0;0;0
Kupplungssatz;479;142191;1;0,0006;0;0;0;0;1;0;0;0;0;1
Kupplungssatz;479;131256;4;0,0025;0;3;1;4;0;0;0;0;2;4
Kupplungssatz;479;18465;2;0,0012;0;1;1;0;0;0;0;0;0;1
Kupplungssatz;479;17304;1;0,0006;2;1;1;1;3;1;0;1;1;0
Kupplungssatz;479;100551;12;0,0075;0;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;142028;1;0,0006;1;0;0;0;0;0;0;1;0;0
Kupplungssatz;479;59224;1;0,0006;4;7;1;1;4;1;0;1;4;1
Kupplungssatz;479;17650;11;0,0069;4;4;3;4;4;0;0;0;4;4
Kupplungssatz;479;111848;1;0,0006;0;0;1;0;0;0;0;0;0;2
Kupplungssatz;479;14185;2;0,0012;1;1;1;2;2;0;0;0;1;1
Kupplungssatz;479;28148;2;0,0012;3;4;5;4;9;0;0;3;4;5
Kupplungssatz;479;10002;2;0,0012;0;5;1;1;2;0;0;0;2;2
Kupplungssatz;479;57126;4;0,0025;1;1;1;1;3;1;0;1;0;1
Kupplungssatz;479;118023;39;0,0244;2;5;1;5;5;0;0;2;5;5
Kupplungssatz;479;16965;8;0,005;0;1;0;1;4;0;0;0;0;1
Kupplungssatz;479;5696;2;0,0012;0;3;1;3;3;0;0;0;0;2
Kupplungssatz;479;34723;1;0,0006;2;0;2;2;0;0;0;1;2;0
Kupplungssatz;479;4629;2;0,0012;0;3;0;0;0;0;0;0;1;1
Kupplungssatz;479;57168;7;0,0044;5;9;4;4;5;2;0;5;7;6
Kupplungssatz;479;9915;4;0,0025;3;1;1;1;2;1;0;0;2;3
Kupplungssatz;479;33250;31;0,0194;1;1;1;1;3;1;0;1;0;1
Kupplungssatz;479;8985;8;0,005;0;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;4460;6;0,0037;1;1;1;1;3;1;0;1;1;1
Kupplungssatz;479;56108;11;0,0069;0;1;1;1;1;0;0;0;0;1
Kupplungssatz;479;10448;13;0,0081;3;8;6;5;5;0;0;2;7;7
Kupplungssatz;479;11494;1;0,0006;1;1;1;1;3;2;0;1;1;1
Kupplungssatz;479;101055;12;0,0075;2;4;2;4;3;1;0;2;2;4
Kupplungssatz;479;11329;23;0,0144;1;2;2;2;3;0;0;2;2;4
Kupplungssatz;479;30996;6;0,0037;3;2;0;2;2;0;0;0;0;3
Kupplungssatz;479;3707;9;0,0056;0;1;0;1;1;0;0;1;1;1
Kupplungssatz;479;19010;20;0,0125;1;2;2;1;5;1;0;1;2;2
Kupplungssatz;479;15148;13;0,0081;3;6;0;4;8;0;0;0;4;5
Kupplungssatz;479;19237;3;0,0019;2;5;4;3;3;2;0;1;4;3
Kupplungssatz;479;17782;6;0,0037;1;4;4;4;5;0;0;0;3;3
Kupplungssatz;479;59353;3;0,0019;7;6;0;4;7;3;0;3;5;5
Kupplungssatz;479;16552;25;0,0156;0;2;1;1;2;1;0;1;1;2
Kupplungssatz;479;2157;3;0,0019;1;2;1;2;5;1;0;0;2;3
