GENART;LDATE;DLNR;DLNRBEZ;NARTNR;QTY_POS
479;"2024";32;"SACHS";"3000824101";129
479;"2024";32;"SACHS";"3000951496";393
479;"2024";6;"LuK";"620344900";436
479;"2024";6;"LuK";"624318233";196
479;"2024";6;"LuK";"600029000";281
479;"2024";32;"SACHS";"3000954416";47
479;"2024";55;"HERTH+BUSS JAKOPARTS";"J2004081";17
479;"2024";32;"SACHS";"3000950106";90
479;"2024";6;"LuK";"600023600";42
479;"2024";6;"LuK";"618312300";416
479;"2024";6;"LuK";"619169860";70
479;"2024";6;"LuK";"600026200";389
479;"2024";6;"LuK";"624331234";359
479;"2024";32;"SACHS";"3000950102";276
479;"2024";350;"BLUE PRINT";"ADV183082";169
479;"2024";6;"LuK";"600017300";410
479;"2024";6;"LuK";"623330509";304
479;"2024";6;"LuK";"624083300";22
479;"2024";32;"SACHS";"3000951624";1854
479;"2024";32;"SACHS";"3000990520";231
479;"2024";350;"BLUE PRINT";"ADV183073";700
479;"2024";6;"LuK";"600028800";200
479;"2024";6;"LuK";"602001800";106
479;"2024";32;"SACHS";"3000954477";584
479;"2024";21;"VALEO";"786028";101
479;"2024";6;"LuK";"619305009";267
479;"2024";6;"LuK";"624376133";277
479;"2024";55;"HERTH+BUSS JAKOPARTS";"J2005200";134
479;"2024";6;"LuK";"618309221";284
479;"2024";21;"VALEO";"834524";66
479;"2024";21;"VALEO";"832204";539
479;"2024";32;"SACHS";"3000951662";47
479;"2024";127;"NK";"139928";31
479;"2024";21;"VALEO";"835008";41
479;"2024";6;"LuK";"600031800";694
479;"2024";21;"VALEO";"832529";76
479;"2024";55;"HERTH+BUSS JAKOPARTS";"J2001240";198
479;"2024";55;"HERTH+BUSS JAKOPARTS";"J2001251";95
479;"2024";32;"SACHS";"3000950794";162
479;"2024";6;"LuK";"625204660";89
479;"2024";21;"VALEO";"837011";129
479;"2024";6;"LuK";"622333509";217
479;"2024";6;"LuK";"623312533";57
479;"2024";32;"SACHS";"3000990580";459
479;"2024";32;"SACHS";"3000951081";226
479;"2024";32;"SACHS";"3000551001";65
479;"2024";32;"SACHS";"3000990587";420
479;"2024";6;"LuK";"624354733";194
479;"2024";127;"NK";"139973";5
479;"2024";32;"SACHS";"3000951661";384
479;"2024";32;"SACHS";"3000990356";237
479;"2024";6;"LuK";"624352200";253
479;"2024";21;"VALEO";"837427";230
479;"2024";32;"SACHS";"3000950044";270
479;"2024";6;"LuK";"600028900";164
479;"2024";6;"LuK";"624405533";158
479;"2024";6;"LuK";"621302734";68
479;"2024";32;"SACHS";"3000951675";40
479;"2024";32;"SACHS";"3000990292";73
479;"2024";32;"SACHS";"3000944001";310
479;"2024";6;"LuK";"622322921";130
479;"2024";127;"NK";"132625";3
479;"2024";6;"LuK";"622223500";573
479;"2024";32;"SACHS";"3000951008";637
479;"2024";6;"LuK";"625321233";247
479;"2024";6;"LuK";"619311600";278
479;"2024";32;"SACHS";"2290601188";44
479;"2024";32;"SACHS";"3000990499";48
479;"2024";6;"LuK";"623317600";48
479;"2024";32;"SACHS";"2290601008";298
479;"2024";21;"VALEO";"837480";332
479;"2024";481;"JAPKO";"92843";29
479;"2024";32;"SACHS";"3000990543";175
479;"2024";21;"VALEO";"837538";116
479;"2024";21;"VALEO";"837091";13
479;"2024";6;"LuK";"623308109";41
479;"2024";21;"VALEO";"801656";29
479;"2024";21;"VALEO";"837320";35
479;"2024";399;"EXEDY";"MZK2098";21
479;"2024";470;"MAPA";"002170400";4
479;"2024";4564;"MOTAQUIP";"VCU33";1
479;"2024";21;"VALEO";"832403";394
479;"2024";21;"VALEO";"821499";59
479;"2024";32;"SACHS";"3000990342";295
479;"2024";6;"LuK";"600005500";48
479;"2024";470;"MAPA";"025200108";1
479;"2024";21;"VALEO";"786032";117
479;"2024";399;"EXEDY";"MBK2107";51
479;"2024";21;"VALEO";"009279";1
479;"2024";21;"VALEO";"826380";116
479;"2024";190;"NATIONAL";"CK9472";1
479;"2024";470;"MAPA";"001210509";1
479;"2024";470;"MAPA";"007190700";2
479;"2024";399;"EXEDY";"HCK2063";12
479;"2024";21;"VALEO";"801256";49
479;"2024";21;"VALEO";"835253";307
479;"2024";32;"SACHS";"3000990190";22
479;"2024";350;"BLUE PRINT";"ADW193014";4
479;"2024";21;"VALEO";"832015";2
479;"2024";21;"VALEO";"837101";55
479;"2024";32;"SACHS";"3089600101";1
479;"2024";350;"BLUE PRINT";"ADA103012";17
479;"2024";21;"VALEO";"835028";98
479;"2024";32;"SACHS";"3000951247";71
479;"2024";350;"BLUE PRINT";"ADT330285";101
479;"2024";21;"VALEO";"826871";58
479;"2024";6;"LuK";"624302309";23
479;"2024";399;"EXEDY";"MZK2014";25
479;"2024";32;"SACHS";"3000951061";190
479;"2024";6;"LuK";"619071400";31
479;"2024";6;"LuK";"600020900";375
479;"2024";6;"LuK";"621082400";95
479;"2024";21;"VALEO";"786030";91
479;"2024";21;"VALEO";"826362";682
479;"2024";21;"VALEO";"832284";168
479;"2024";399;"EXEDY";"NSK2191";69
479;"2024";6;"LuK";"622310309";123
479;"2024";6;"LuK";"624318209";344
479;"2024";21;"VALEO";"801484";15
479;"2024";32;"SACHS";"3000726001";99
479;"2024";32;"SACHS";"3000990009";13
479;"2024";399;"EXEDY";"MBK2024";32
479;"2024";399;"EXEDY";"TYK2253";4
479;"2024";6;"LuK";"602001900";144
479;"2024";6;"LuK";"622315109";89
479;"2024";6;"LuK";"622322609";293
479;"2024";6;"LuK";"626303409";94
479;"2024";21;"VALEO";"801881";57
479;"2024";21;"VALEO";"821334";36
479;"2024";21;"VALEO";"832106";132
479;"2024";32;"SACHS";"3000561001";119
479;"2024";32;"SACHS";"3000951022";169
479;"2024";399;"EXEDY";"DHK2049";47
479;"2024";399;"EXEDY";"ISK2100";110
479;"2024";399;"EXEDY";"NSK2279";54
479;"2024";399;"EXEDY";"TYK2119";41
479;"2024";21;"VALEO";"826813";4
479;"2024";399;"EXEDY";"MZK2087";70
479;"2024";21;"VALEO";"826382";2
479;"2024";21;"VALEO";"835000";58
479;"2024";32;"SACHS";"3000950060";156
479;"2024";32;"SACHS";"3000951989";100
479;"2024";6;"LuK";"622313533";194
479;"2024";32;"SACHS";"3090600014";91
479;"2024";6;"LuK";"622066700";34
479;"2024";21;"VALEO";"821422";120
479;"2024";21;"VALEO";"834135";25
479;"2024";6;"LuK";"602000800";140
479;"2024";6;"LuK";"623307200";25
479;"2024";6;"LuK";"624232060";104
479;"2024";21;"VALEO";"834335";63
479;"2024";399;"EXEDY";"NSK2144";24
479;"2024";21;"VALEO";"832161";8
479;"2024";166;"AISIN";"KEFI04A";21
479;"2024";6;"LuK";"620307509";140
479;"2024";6;"LuK";"624029960";23
479;"2024";21;"VALEO";"821178";44
479;"2024";6;"LuK";"600019300";50
479;"2024";21;"VALEO";"834161";98
479;"2024";257;"ASHIKA";"9208817";4
479;"2024";6;"LuK";"621308200";151
479;"2024";21;"VALEO";"834410";23
479;"2024";201;"KAVO PARTS";"CP2148";11
479;"2024";4694;"NEXUS";"F1M008NX";1
479;"2024";6;"LuK";"620223009";24
479;"2024";32;"SACHS";"3000970091";11
479;"2024";32;"SACHS";"3000990467";31
479;"2024";32;"SACHS";"3000286001";267
479;"2024";21;"VALEO";"837001";129
479;"2024";350;"BLUE PRINT";"ADV183068";35
479;"2024";350;"BLUE PRINT";"ADF123048";36
479;"2024";32;"SACHS";"2290601104";355
479;"2024";32;"SACHS";"3000950669";63
479;"2024";350;"BLUE PRINT";"ADV1830129";116
479;"2024";21;"VALEO";"837436";56
479;"2024";475;"BORG & BECK";"HK2266";8
479;"2024";475;"BORG & BECK";"HK6855";11
479;"2024";475;"BORG & BECK";"HK7839";4
479;"2024";475;"BORG & BECK";"HK7923";3
479;"2024";6;"LuK";"624373409";71
479;"2024";475;"BORG & BECK";"HK2841";6
479;"2024";475;"BORG & BECK";"HK7617";43
479;"2024";475;"BORG & BECK";"HK7625";24
479;"2024";21;"VALEO";"832222";16
479;"2024";350;"BLUE PRINT";"ADW193028";32
479;"2024";21;"VALEO";"821177";126
479;"2024";421;"COMLINE";"ECK309";3
479;"2024";350;"BLUE PRINT";"ADL143013";9
479;"2024";21;"VALEO";"826564";22
479;"2024";21;"VALEO";"828565";52
479;"2024";21;"VALEO";"837005";92
479;"2024";350;"BLUE PRINT";"ADG03098";6
479;"2024";421;"COMLINE";"ECK413";1
479;"2024";350;"BLUE PRINT";"ADN130141";73
479;"2024";350;"BLUE PRINT";"ADT33099";3
479;"2024";6;"LuK";"624324319";158
479;"2024";32;"SACHS";"3000970092";162
479;"2024";21;"VALEO";"821313";69
479;"2024";55;"HERTH+BUSS JAKOPARTS";"J2002059";147
479;"2024";32;"SACHS";"3000950028";314
479;"2024";21;"VALEO";"828128";15
479;"2024";6;"LuK";"622351633";58
479;"2024";6;"LuK";"600033500";770
479;"2024";6;"LuK";"623301560";29
479;"2024";6;"LuK";"624315800";107
479;"2024";6;"LuK";"624393109";66
479;"2024";21;"VALEO";"834521";23
479;"2024";166;"AISIN";"KH078";4
479;"2024";6;"LuK";"622305309";8
479;"2024";6;"LuK";"624352800";94
479;"2024";32;"SACHS";"3000951877";29
479;"2024";166;"AISIN";"CKY135R";1
479;"2024";475;"BORG & BECK";"HK7478";5
479;"2024";6;"LuK";"618303300";196
479;"2024";32;"SACHS";"3000990043";2
479;"2024";475;"BORG & BECK";"HK2090";11
479;"2024";475;"BORG & BECK";"HK6811";12
479;"2024";21;"VALEO";"832100";4
479;"2024";32;"SACHS";"3000950105";124
479;"2024";32;"SACHS";"3000951479";97
479;"2024";399;"EXEDY";"TYK2308";28
479;"2024";6;"LuK";"621133209";72
479;"2024";166;"AISIN";"KERE02B";14
479;"2024";166;"AISIN";"KS057RA";5
479;"2024";399;"EXEDY";"TYK2219";11
479;"2024";475;"BORG & BECK";"HK2091";5
479;"2024";6;"LuK";"620311709";62
479;"2024";6;"LuK";"621213533";21
479;"2024";6;"LuK";"622307233";38
479;"2024";6;"LuK";"622313933";219
479;"2024";6;"LuK";"622318033";202
479;"2024";6;"LuK";"626304409";176
479;"2024";55;"HERTH+BUSS JAKOPARTS";"J2004113";27
479;"2024";475;"BORG & BECK";"HK6208";12
479;"2024";475;"BORG & BECK";"HK6800";4
479;"2024";475;"BORG & BECK";"HKT1392";1
479;"2024";6;"LuK";"625314009";19
479;"2024";399;"EXEDY";"SZK2005";2
479;"2024";6;"LuK";"620312600";182
479;"2024";32;"SACHS";"3000954222";57
479;"2024";166;"AISIN";"KN206";30
479;"2024";32;"SACHS";"3000951205";32
479;"2024";32;"SACHS";"3000990156";5
479;"2024";475;"BORG & BECK";"HK2646";7
479;"2024";21;"VALEO";"837547";43
479;"2024";21;"VALEO";"845254";80
479;"2024";6;"LuK";"625307433";110
479;"2024";6;"LuK";"600025100";89
479;"2024";4675;"STARLINE";"SL3DS1131";16
479;"2024";21;"VALEO";"801095";23
479;"2024";32;"SACHS";"3000990003";285
479;"2024";55;"HERTH+BUSS JAKOPARTS";"J2000545";226
479;"2024";6;"LuK";"643345800";1
479;"2024";6;"LuK";"622333535";25
479;"2024";32;"SACHS";"3000950692";275
479;"2024";32;"SACHS";"3000990601";130
479;"2024";350;"BLUE PRINT";"ADN130160";38
479;"2024";6;"LuK";"620316600";20
479;"2024";21;"VALEO";"827489";10
479;"2024";32;"SACHS";"3400700394";48
479;"2024";350;"BLUE PRINT";"ADF123047";52
479;"2024";350;"BLUE PRINT";"ADV1830119";682
479;"2024";21;"VALEO";"826542";37
479;"2024";32;"SACHS";"2290601154";34
479;"2024";32;"SACHS";"3000990582";58
479;"2024";32;"SACHS";"3000990498";82
479;"2024";350;"BLUE PRINT";"ADD63038";78
479;"2024";32;"SACHS";"3000990519";416
479;"2024";32;"SACHS";"3000951426";31
479;"2024";6;"LuK";"624404809";57
479;"2024";350;"BLUE PRINT";"ADW1930100";191
479;"2024";21;"VALEO";"826986";18
479;"2024";6;"LuK";"624390000";20
479;"2024";32;"SACHS";"3000990516";223
479;"2024";32;"SACHS";"3000990525";275
479;"2024";32;"SACHS";"2290601109";17
479;"2024";350;"BLUE PRINT";"ADP153070";28
479;"2024";4828;"RYMEC";"JT1606029";63
479;"2024";6;"LuK";"621133109";239
479;"2024";32;"SACHS";"3000990234";107
479;"2024";350;"BLUE PRINT";"ADV1830127";25
479;"2024";6;"LuK";"624373133";49
479;"2024";4828;"RYMEC";"SF1011";20
479;"2024";4828;"RYMEC";"JT1016";152
479;"2024";6;"LuK";"624328109";66
479;"2024";32;"SACHS";"3000954060";34
479;"2024";350;"BLUE PRINT";"ADL143011";162
479;"2024";4828;"RYMEC";"JT1274";14
479;"2024";166;"AISIN";"KY127";157
479;"2024";350;"BLUE PRINT";"ADBP300075";113
479;"2024";350;"BLUE PRINT";"ADF123035";22
479;"2024";4828;"RYMEC";"JT1251";261
479;"2024";4828;"RYMEC";"JT1653046";26
479;"2024";4828;"RYMEC";"SF1072";18
479;"2024";6;"LuK";"622313235";121
479;"2024";21;"VALEO";"845059";13
479;"2024";4828;"RYMEC";"JT1539054";77
479;"2024";156;"JAPANPARTS";"KF468";26
479;"2024";350;"BLUE PRINT";"ADG030148";66
479;"2024";350;"BLUE PRINT";"ADBP300034";13
479;"2024";201;"KAVO PARTS";"CP8064";5
479;"2024";4828;"RYMEC";"JT8051";99
479;"2024";4828;"RYMEC";"DF3002";11
479;"2024";6;"LuK";"628332000";48
479;"2024";6;"LuK";"625306800";95
479;"2024";21;"VALEO";"832098";12
479;"2024";4828;"RYMEC";"JT1424";43
479;"2024";350;"BLUE PRINT";"ADF1230114";70
479;"2024";4828;"RYMEC";"JT1602024";15
479;"2024";4828;"RYMEC";"JT6628026";111
479;"2024";6;"LuK";"619308700";205
479;"2024";350;"BLUE PRINT";"ADBP300120";5
479;"2024";4828;"RYMEC";"JT1860";95
479;"2024";6;"LuK";"626165560";12
479;"2024";156;"JAPANPARTS";"KF619";51
479;"2024";4828;"RYMEC";"JT1639";54
479;"2024";4828;"RYMEC";"JT1673";103
479;"2024";4828;"RYMEC";"JT1759";22
479;"2024";4828;"RYMEC";"JT1840";35
479;"2024";21;"VALEO";"828368";3
479;"2024";32;"SACHS";"3000162001";349
479;"2024";32;"SACHS";"3000951670";290
479;"2024";156;"JAPANPARTS";"KF1057";25
479;"2024";156;"JAPANPARTS";"KF325";17
479;"2024";350;"BLUE PRINT";"ADG030147";121
479;"2024";4828;"RYMEC";"JT1629";30
479;"2024";32;"SACHS";"3000950058";167
479;"2024";4828;"RYMEC";"JT1686055";43
479;"2024";4828;"RYMEC";"JT1773";16
479;"2024";21;"VALEO";"835104";12
479;"2024";156;"JAPANPARTS";"KF623";100
479;"2024";4828;"RYMEC";"JT1620";93
479;"2024";4828;"RYMEC";"JT1732029";56
479;"2024";4828;"RYMEC";"JT1881";40
479;"2024";32;"SACHS";"3000990614";41
479;"2024";350;"BLUE PRINT";"ADN130238";32
479;"2024";4828;"RYMEC";"JT19101062";7
479;"2024";4828;"RYMEC";"JT7424026";54
479;"2024";156;"JAPANPARTS";"KF566";11
479;"2024";350;"BLUE PRINT";"ADN130233";11
479;"2024";32;"SACHS";"3000831001";2
479;"2024";350;"BLUE PRINT";"ADT330112";11
479;"2024";6;"LuK";"600034400";69
479;"2024";350;"BLUE PRINT";"ADM53055";12
479;"2024";4828;"RYMEC";"JT1625";27
479;"2024";6;"LuK";"621310833";74
479;"2024";350;"BLUE PRINT";"ADF123621";19
479;"2024";350;"BLUE PRINT";"ADF123059";90
479;"2024";350;"BLUE PRINT";"ADN130236";138
479;"2024";350;"BLUE PRINT";"ADW1930124";28
479;"2024";4828;"RYMEC";"JT1713029";35
479;"2024";350;"BLUE PRINT";"ADK83052C";119
479;"2024";6;"LuK";"623177560";104
479;"2024";21;"VALEO";"832443";62
479;"2024";21;"VALEO";"845168";30
479;"2024";4828;"RYMEC";"JT6826";49
479;"2024";166;"AISIN";"KT037A";37
479;"2024";21;"VALEO";"832104";107
479;"2024";32;"SACHS";"3000951853";138
479;"2024";4828;"RYMEC";"JT7535";17
479;"2024";156;"JAPANPARTS";"KF720";37
479;"2024";4828;"RYMEC";"SF1063014";17
479;"2024";156;"JAPANPARTS";"KF296";15
479;"2024";6;"LuK";"622315700";10
479;"2024";6;"LuK";"624400209";78
479;"2024";6;"LuK";"624394909";85
479;"2024";21;"VALEO";"834216";5
479;"2024";350;"BLUE PRINT";"ADN130229";48
479;"2024";4828;"RYMEC";"JT1099";51
479;"2024";4828;"RYMEC";"JT1582";12
479;"2024";4828;"RYMEC";"JT1956";17
479;"2024";6;"LuK";"621302909";172
479;"2024";6;"LuK";"624375309";230
479;"2024";32;"SACHS";"3000950647";37
479;"2024";32;"SACHS";"3000951608";241
479;"2024";32;"SACHS";"3000990560";37
479;"2024";156;"JAPANPARTS";"KVVW02";41
479;"2024";4828;"RYMEC";"JT1133002";7
479;"2024";4828;"RYMEC";"JT18441058";15
479;"2024";4828;"RYMEC";"JT7890";37
479;"2024";4828;"RYMEC";"JT1649";9
479;"2024";21;"VALEO";"801514";48
479;"2024";21;"VALEO";"832188";23
479;"2024";4828;"RYMEC";"JT16941055";16
479;"2024";4828;"RYMEC";"JT1864042";11
479;"2024";6;"LuK";"600003600";17
479;"2024";6;"LuK";"600026100";266
479;"2024";21;"VALEO";"827014";85
479;"2024";32;"SACHS";"3000821001";26
479;"2024";350;"BLUE PRINT";"ADN130113";6
479;"2024";350;"BLUE PRINT";"ADV183030";33
479;"2024";4828;"RYMEC";"JT1465";4
479;"2024";4828;"RYMEC";"JT1540056";18
479;"2024";4828;"RYMEC";"JT1883";26
479;"2024";4828;"RYMEC";"JT9773";11
479;"2024";21;"VALEO";"826831";98
479;"2024";350;"BLUE PRINT";"ADV183067";43
479;"2024";6;"LuK";"624340333";26
479;"2024";350;"BLUE PRINT";"ADBP300168";19
479;"2024";4828;"RYMEC";"DF3014";14
479;"2024";4828;"RYMEC";"JT1598043";16
479;"2024";32;"SACHS";"3000990413";85
479;"2024";21;"VALEO";"834215";17
479;"2024";4828;"RYMEC";"JT1751";18
479;"2024";4828;"RYMEC";"JT6162";28
479;"2024";4828;"RYMEC";"JT7866";25
479;"2024";21;"VALEO";"834183";19
479;"2024";4828;"RYMEC";"JT1569";33
479;"2024";4828;"RYMEC";"JT1585";37
479;"2024";4828;"RYMEC";"JT9488";57
479;"2024";21;"VALEO";"826536";10
479;"2024";350;"BLUE PRINT";"ADG030184";10
479;"2024";21;"VALEO";"821384";37
479;"2024";4828;"RYMEC";"JT1022";21
479;"2024";4828;"RYMEC";"JT1830";3
479;"2024";32;"SACHS";"3000951948";19
479;"2024";4828;"RYMEC";"JT9539";8
479;"2024";4828;"RYMEC";"SF1058056";8
479;"2024";21;"VALEO";"826786";72
479;"2024";32;"SACHS";"2290601131";22
479;"2024";350;"BLUE PRINT";"ADN13030";21
479;"2024";21;"VALEO";"837090";32
479;"2024";6;"LuK";"623332533";21
479;"2024";32;"SACHS";"3000845001";38
479;"2024";32;"SACHS";"3000990421";13
479;"2024";166;"AISIN";"CKT670R";83
479;"2024";6;"LuK";"623350600";57
479;"2024";32;"SACHS";"3000954042";51
479;"2024";6;"LuK";"624379409";92
479;"2024";32;"SACHS";"3000950931";26
479;"2024";350;"BLUE PRINT";"ADF123023";2
479;"2024";32;"SACHS";"3000951483";5
479;"2024";6;"LuK";"622227209";29
479;"2024";1210;"_del_CARBOX";"CK462M";32
479;"2024";1210;"_del_CARBOX";"CK486M";20
479;"2024";1210;"_del_CARBOX";"CK605M";24
479;"2024";1210;"_del_CARBOX";"CK613M";14
479;"2024";1210;"_del_CARBOX";"CK807M";40
479;"2024";1210;"_del_CARBOX";"CK832M";37
479;"2024";6;"LuK";"624323319";18
479;"2024";1210;"_del_CARBOX";"CK423M";16
479;"2024";1210;"_del_CARBOX";"CK451M";27
479;"2024";6;"LuK";"620197200";10
479;"2024";6;"LuK";"622348609";71
479;"2024";1210;"_del_CARBOX";"CK151M";25
479;"2024";6;"LuK";"624376109";66
479;"2024";1210;"_del_CARBOX";"CK457M";19
479;"2024";1210;"_del_CARBOX";"CK603M";21
479;"2024";6;"LuK";"601002600";26
479;"2024";6;"LuK";"628339300";61
479;"2024";32;"SACHS";"3000565076";1
479;"2024";32;"SACHS";"3000951410";14
479;"2024";32;"SACHS";"3000951418";52
479;"2024";1210;"_del_CARBOX";"CK401M";25
479;"2024";1210;"_del_CARBOX";"CK406M";22
479;"2024";1210;"_del_CARBOX";"CK410M";4
479;"2024";1210;"_del_CARBOX";"CK450M";16
479;"2024";1210;"_del_CARBOX";"CK470M";12
479;"2024";1210;"_del_CARBOX";"CK602M";11
479;"2024";1210;"_del_CARBOX";"CK812M";7
479;"2024";6;"LuK";"622166700";94
479;"2024";201;"KAVO PARTS";"CP6039";1
479;"2024";6;"LuK";"618303200";7
479;"2024";32;"SACHS";"3000950655";87
479;"2024";32;"SACHS";"3000951250";9
479;"2024";4561;"WESTLAKE";"WCP011";72
479;"2024";4561;"WESTLAKE";"WRN008";28
479;"2024";4561;"WESTLAKE";"WVW056";4
479;"2024";21;"VALEO";"827178";3
479;"2024";32;"SACHS";"3000951476";39
479;"2024";32;"SACHS";"3000951584";19
479;"2024";32;"SACHS";"3000951623";10
479;"2024";32;"SACHS";"3000951683";21
479;"2024";32;"SACHS";"3000970068";61
479;"2024";32;"SACHS";"3000990316";30
479;"2024";6;"LuK";"626303609";68
479;"2024";4561;"WESTLAKE";"WCP024F";17
479;"2024";4561;"WESTLAKE";"WVW020";5
479;"2024";21;"VALEO";"809125";13
479;"2024";32;"SACHS";"2290601064";9
479;"2024";32;"SACHS";"3000990511";11
479;"2024";4561;"WESTLAKE";"WCP076";24
479;"2024";286;"KAWE";"962309";3
479;"2024";32;"SACHS";"3000826401";27
479;"2024";4561;"WESTLAKE";"WLR001";9
479;"2024";6984;"Oyodo";"10S5030OYO";1
479;"2024";350;"BLUE PRINT";"ADW193002";55
479;"2024";6;"LuK";"624323633";6
479;"2024";6;"LuK";"624407200";20
479;"2024";32;"SACHS";"3000950010";43
479;"2024";32;"SACHS";"3000951524";2
479;"2024";350;"BLUE PRINT";"ADT330266";40
479;"2024";4869;"RED-LINE";"25SZ097";4
479;"2024";6984;"Oyodo";"10S8028OYO";1
479;"2024";32;"SACHS";"3000990502";43
479;"2024";21;"VALEO";"837568";109
479;"2024";32;"SACHS";"3000950869";19
479;"2024";6;"LuK";"622316400";20
479;"2024";6;"LuK";"625304700";43
479;"2024";166;"AISIN";"KN038B";38
479;"2024";166;"AISIN";"KT303B";31
479;"2024";350;"BLUE PRINT";"ADV183010";30
479;"2024";6;"LuK";"643330800";94
479;"2024";6;"LuK";"622159300";2
