NORMSEARCHWORD;SUMMCNT;CNT_WITH_KART;CNT_NOT_FOUND;CNT_NO_KART;QTY_POS;GENART_QTY_POS;GENART_DLNR_QTY_POS;PERCENT_QTY_POS;U4_OE;SA200;SA203FF;IAM_GENART;GENARTNR;GENARTDESCR
"003190400";27;25;0;2;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"003190500";39;37;0;2;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"003200200";27;25;0;2;6;6;0;100;0;0;0;1;479;"Kupplungssatz"
"003200300";34;32;0;2;4;4;0;100;0;0;0;1;479;"Kupplungssatz"
"003200400";92;91;0;1;16;16;0;100;0;0;0;1;479;"Kupplungssatz"
"003200600";7;6;0;1;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"003200700";19;19;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"003215200";35;28;0;7;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"003215600";61;58;0;3;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"003215800";105;96;0;9;7;7;0;100;0;0;0;1;479;"Kupplungssatz"
"003215909";21;21;0;0;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"0032500804";4;4;0;0;1;1;0;100;1;0;0;0;479;"Kupplungssatz"
"0032504404";45;44;0;1;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0032509104";84;80;2;2;4;1;0;25;1;0;0;0;479;"Kupplungssatz"
"0033100";1;1;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"003333";43;28;1;14;1;1;0;100;0;0;1;1;479;"Kupplungssatz"
"003344";124;57;27;40;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"003348";75;68;0;7;3;3;0;100;0;0;1;1;479;"Kupplungssatz"
"003366";78;57;4;17;1;1;0;100;0;0;1;1;479;"Kupplungssatz"
"003387";229;172;8;49;2;2;0;100;0;0;1;1;479;"Kupplungssatz"
"003388";159;136;0;23;12;12;0;100;0;0;1;1;479;"Kupplungssatz"
"003388VAL";3;3;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"003414";293;281;6;6;7;7;0;100;0;0;1;1;479;"Kupplungssatz"
"003421";25;22;0;3;2;2;1;100;0;0;1;1;479;"Kupplungssatz"
"003430";332;316;0;16;19;19;0;100;0;0;1;1;479;"Kupplungssatz"
"003433";736;724;3;9;73;73;3;100;0;0;1;1;479;"Kupplungssatz"
"003436";242;170;4;68;11;11;0;100;0;0;1;1;479;"Kupplungssatz"
"003437";54;49;0;5;3;3;0;100;0;0;1;1;479;"Kupplungssatz"
"003495";191;182;2;7;24;24;3;100;0;0;1;1;479;"Kupplungssatz"
"003498";66;66;0;0;3;2;0;66,67;0;0;1;1;479;"Kupplungssatz"
"003501";117;114;0;3;1;1;0;100;0;0;1;1;479;"Kupplungssatz"
"003503";10;8;0;2;1;1;0;100;0;0;1;1;479;"Kupplungssatz"
"00408456";2;2;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"004180000";4;4;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"004180200";82;82;0;0;9;9;0;100;0;0;0;1;479;"Kupplungssatz"
"004180300";15;15;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"004180300MAP";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"004180500";7;7;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"004190200";26;25;0;1;9;9;0;100;0;0;0;1;479;"Kupplungssatz"
"004190509";21;21;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"004215000";41;41;0;0;4;4;0;100;0;0;0;1;479;"Kupplungssatz"
"004215100";19;19;0;0;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"004215309MAP";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"004215709";44;43;0;1;9;9;0;100;0;0;0;1;479;"Kupplungssatz"
"004215800";44;44;0;0;6;6;0;100;0;0;0;1;479;"Kupplungssatz"
"004220309";5;5;0;0;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"004220509";13;8;0;5;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"004220700";11;11;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"004228009";61;59;0;2;4;4;0;100;0;0;0;1;479;"Kupplungssatz"
"004228009MAP";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"004228300";17;15;0;2;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"004228509";11;11;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"004228700";32;32;0;0;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"004228800";24;24;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"004228800MAP";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0042501904";118;106;10;2;3;3;0;100;1;0;0;0;479;"Kupplungssatz"
"0042504904";55;51;0;4;4;4;0;100;1;0;0;0;479;"Kupplungssatz"
"0042506104";30;21;0;9;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"004561";4;3;0;1;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0046518689";8;8;0;0;2;2;0;100;1;0;0;0;479;"Kupplungssatz"
"0050878";96;96;0;0;36;36;0;100;0;0;0;0;479;"Kupplungssatz"
"005180000";4;4;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"005180700";30;27;0;3;3;3;0;100;0;0;0;1;479;"Kupplungssatz"
"005190000";19;19;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"005200800";37;35;0;2;3;3;0;100;0;0;0;1;479;"Kupplungssatz"
"005215300";31;31;0;0;3;3;0;100;0;0;0;1;479;"Kupplungssatz"
"005228000";25;25;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"005228400";12;12;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"005240209";7;7;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"0052501804";7;7;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0052883";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0054785";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"005575";43;39;4;0;7;7;0;100;0;0;0;0;479;"Kupplungssatz"
"0057080";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0057081";3;3;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0057096";4;4;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0057509";11;11;0;0;5;5;0;100;0;0;0;0;479;"Kupplungssatz"
"0057800";94;92;2;0;12;12;0;100;0;0;0;0;479;"Kupplungssatz"
"0059347";6;6;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0060055";14;14;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0060453";10;10;0;0;5;5;0;100;0;0;0;0;479;"Kupplungssatz"
"0060454";5;4;1;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0060459";4;4;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0060465";4;4;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0060474";5;4;0;1;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0060783";6;6;0;0;3;3;3;100;0;0;0;0;479;"Kupplungssatz"
"0060814061";36;35;0;1;1;1;0;100;1;0;0;0;479;"Kupplungssatz"
"0060921";2;2;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0060923";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0061471";4;4;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"006190200";34;34;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"006190500";23;23;0;0;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"006190800";37;33;0;4;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"006200000";43;34;1;8;3;3;0;100;0;0;0;1;479;"Kupplungssatz"
"006200009";30;29;1;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"006200109";30;28;0;2;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"006200300";11;11;0;0;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"006200600";83;83;0;0;3;3;0;100;0;0;0;1;479;"Kupplungssatz"
"006200709";69;69;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"0062233";2;1;1;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0062243";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0062501104";71;64;0;7;4;4;0;100;1;0;0;0;479;"Kupplungssatz"
"0062502604";41;31;0;10;2;2;0;100;1;0;0;0;479;"Kupplungssatz"
"0062503504";93;78;0;15;5;5;1;100;1;0;0;0;479;"Kupplungssatz"
"0062504403";42;39;0;3;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0062505604";82;73;3;6;6;6;0;100;1;0;0;0;479;"Kupplungssatz"
"0062505904";2;2;0;0;1;1;0;100;1;0;0;0;479;"Kupplungssatz"
"006294";16;14;2;0;3;3;0;100;0;0;0;0;479;"Kupplungssatz"
"0063259";3;3;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0063260";7;7;0;0;3;3;0;100;0;0;0;0;479;"Kupplungssatz"
"0063268";4;4;0;0;3;3;0;100;0;0;0;0;479;"Kupplungssatz"
"0063366";5;5;0;0;3;3;0;100;0;0;0;0;479;"Kupplungssatz"
"0064141";6;6;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0065342";28;28;0;0;7;7;0;100;0;0;0;0;479;"Kupplungssatz"
"0066137";14;14;0;0;6;6;0;100;0;0;0;0;479;"Kupplungssatz"
"0066280";4;1;2;1;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0066282";4;3;1;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0066288";4;4;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0067021";4;4;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"006724";126;121;2;3;1;1;0;100;0;0;1;1;479;"Kupplungssatz"
"0067340";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0067381";2;2;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0067422";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0067427";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0067434";12;11;1;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0067436";3;3;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"006757";178;155;0;23;1;1;1;100;0;0;1;1;479;"Kupplungssatz"
"006765";46;38;0;8;2;2;0;100;0;0;1;1;479;"Kupplungssatz"
"006775";87;73;8;6;5;5;0;100;0;0;1;1;479;"Kupplungssatz"
"006785";61;59;0;2;1;1;0;100;0;0;1;1;479;"Kupplungssatz"
"0067978";3;3;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0067990";3;3;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0067992";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"006803";226;214;2;10;20;20;0;100;0;0;1;1;479;"Kupplungssatz"
"0069990";27;24;3;0;4;4;0;100;0;0;0;0;479;"Kupplungssatz"
"0070519";5;5;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0071728670";9;9;0;0;1;1;0;100;1;0;0;0;479;"Kupplungssatz"
"0071776594";39;0;39;0;2;2;0;100;1;0;0;0;479;"Kupplungssatz"
"0071779128";12;0;12;0;1;1;0;100;1;0;0;0;479;"Kupplungssatz"
"007190600";46;45;0;1;6;6;0;100;0;0;0;1;479;"Kupplungssatz"
"007190700";15;15;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"007200400";37;36;0;1;3;3;0;100;0;0;0;1;479;"Kupplungssatz"
"007200400MAP";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"007200700";27;27;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"007200800";37;36;0;1;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"0072501504";62;50;0;12;3;1;0;33,33;0;0;0;0;479;"Kupplungssatz"
"0072505104";15;11;0;4;2;2;2;100;0;0;1;0;479;"Kupplungssatz"
"0072508104";8;7;0;1;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0072509001";27;27;0;0;6;1;0;16,67;0;0;0;0;479;"Kupplungssatz"
"0074421";13;12;1;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0074578";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0074589";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0074965";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0074990";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0074999";11;10;1;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0075000";10;10;0;0;5;5;0;100;0;0;0;0;479;"Kupplungssatz"
"0075001";3;1;2;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0076377";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0076386";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0076502";33;32;1;0;5;5;0;100;0;0;0;0;479;"Kupplungssatz"
"0077433";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0078097";3;3;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0079179";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0079619";4;4;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0079995";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0079997";5;4;1;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0080119";4;4;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"008190000";50;47;0;3;6;6;0;100;0;0;0;1;479;"Kupplungssatz"
"008190600";110;102;0;8;12;12;0;100;0;0;0;1;479;"Kupplungssatz"
"008200000";15;13;0;2;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"008200009";29;29;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"008200200";83;83;0;0;4;4;0;100;0;0;0;1;479;"Kupplungssatz"
"008228100";41;22;0;19;3;3;0;100;0;0;0;1;479;"Kupplungssatz"
"0086879";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0087379";21;21;0;0;4;4;0;100;0;0;0;0;479;"Kupplungssatz"
"0087398";4;4;0;0;3;3;0;100;0;0;0;0;479;"Kupplungssatz"
"0087407";3;3;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0087408";2;2;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0088342";3;3;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0088667";3;3;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0089811";8;7;1;0;3;3;0;100;0;0;0;0;479;"Kupplungssatz"
"009011";78;77;0;1;13;9;0;69,23;0;0;0;0;479;"Kupplungssatz"
"0090301";13;13;0;0;5;5;0;100;0;0;0;0;479;"Kupplungssatz"
"0090994";18;18;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0091235";7;7;0;0;4;4;0;100;0;0;0;0;479;"Kupplungssatz"
"009141";219;187;4;28;8;8;0;100;0;0;1;1;479;"Kupplungssatz"
"009190400";13;13;0;0;1;1;0;100;0;0;0;1;479;"Kupplungssatz"
"009190700";27;27;0;0;2;2;0;100;0;0;0;1;479;"Kupplungssatz"
"009205";26;24;0;2;3;1;0;33,33;0;0;0;1;479;"Kupplungssatz"
"0092192";4;4;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"009221";234;229;5;0;20;20;0;100;0;0;1;1;479;"Kupplungssatz"
"009236";82;57;0;25;3;3;0;100;0;0;1;1;479;"Kupplungssatz"
"009237";155;134;0;21;14;10;0;71,43;0;0;1;1;479;"Kupplungssatz"
"009241";19;17;0;2;1;1;0;100;0;0;1;1;479;"Kupplungssatz"
"009242";382;378;2;2;17;17;0;100;0;0;1;1;479;"Kupplungssatz"
"009247";93;91;0;2;7;7;1;100;0;0;1;1;479;"Kupplungssatz"
"009249";116;107;2;7;12;12;0;100;0;0;1;1;479;"Kupplungssatz"
"0092502303";34;34;0;0;3;1;0;33,33;1;0;0;0;479;"Kupplungssatz"
"009263";8;7;0;1;1;1;0;100;0;0;1;1;479;"Kupplungssatz"
"009275";22;21;0;1;2;2;0;100;0;0;1;1;479;"Kupplungssatz"
"009301";12;8;0;4;2;2;2;100;0;0;1;1;479;"Kupplungssatz"
"009312";33;31;2;0;1;1;1;100;0;0;1;1;479;"Kupplungssatz"
"009492";355;347;2;6;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0095292";15;14;1;0;3;3;0;100;0;0;0;0;479;"Kupplungssatz"
"0100004183";1;1;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0100171";21;19;0;2;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0100198";9;8;1;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0100205";3;3;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0100206";7;6;1;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0100801";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0100810";5;2;0;3;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0100915";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0102181";7;7;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0102499";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0102502903";22;22;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0103159";7;3;2;2;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0103328";13;13;0;0;2;2;0;100;0;0;0;0;479;"Kupplungssatz"
"0104779";5;5;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0104822";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0106735";8;8;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0107315";21;21;0;0;4;4;0;100;0;0;0;0;479;"Kupplungssatz"
"010751";38;37;0;1;16;16;0;100;0;0;0;0;479;"Kupplungssatz"
"010754";9;8;0;1;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0108889";1;1;0;0;1;1;0;100;0;0;0;0;479;"Kupplungssatz"
"0110000833";2;2;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0110001138";1;1;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0110001284";1;1;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0110001862";2;2;0;0;2;2;2;100;0;0;0;0;479;"Kupplungssatz"
"0110002419";7;7;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0110002475";2;2;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0110002531";3;3;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0110002610";11;11;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0110002729";1;1;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0110003614";3;3;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
"0110003753";3;3;0;0;1;1;1;100;0;0;0;0;479;"Kupplungssatz"
