GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
914;"2026/2";"Austria";144;"MEYLE";"1160200025";183
914;"2026/2";"Austria";144;"MEYLE";"33160200006";4
914;"2026/2";"Austria";144;"MEYLE";"35160200034";3
914;"2026/2";"Austria";144;"MEYLE";"7160200018HD";43
914;"2026/2";"Croatia";101;"FEBI BILSTEIN";"19814";157
914;"2026/2";"Croatia";144;"MEYLE";"16160200024HD";1
914;"2026/2";"Croatia";161;"TRW";"JTE2065";18
914;"2026/2";"Croatia";161;"TRW";"JTE2066";17
914;"2026/2";"Germany";144;"MEYLE";"0160200059HD";56
914;"2026/2";"Germany";403;"MAXGEAR";"691221";11
914;"2026/2";"Nordic";35;"LEMFÖRDER";"3194302";13
914;"2026/2";"Germany";144;"MEYLE";"16160200006";375
914;"2026/2";"Germany";206;"A.B.S.";"230695";7
914;"2026/2";"Germany";35;"LEMFÖRDER";"3556401";638
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"36094";165
914;"2026/2";"West Europe";127;"NK";"5031541";1
914;"2026/2";"West Europe";127;"NK";"5031928";15
914;"2026/2";"West Europe";127;"NK";"5031937";21
914;"2026/2";"West Europe";127;"NK";"5031945";55
914;"2026/2";"West Europe";127;"NK";"5031948";11
914;"2026/2";"West Europe";127;"NK";"5032285";9
914;"2026/2";"Germany";35;"LEMFÖRDER";"3114801";1010
914;"2026/2";"Germany";127;"NK";"5032375";79
914;"2026/2";"Germany";127;"NK";"5032376";73
914;"2026/2";"Germany";127;"NK";"5034781";233
914;"2026/2";"Germany";127;"NK";"5034782";250
914;"2026/2";"ROW";403;"MAXGEAR";"690384";2
914;"2026/2";"ROW";403;"MAXGEAR";"690375";1
914;"2026/2";"Austria";144;"MEYLE";"29160200006";12
914;"2026/2";"EEU";144;"MEYLE";"11160200011";21
914;"2026/2";"EEU";144;"MEYLE";"11160200016HD";140
914;"2026/2";"EEU";144;"MEYLE";"11160200029";34
914;"2026/2";"EEU";144;"MEYLE";"1160200008HD";85
914;"2026/2";"EEU";144;"MEYLE";"1160200041HD";50
914;"2026/2";"EEU";144;"MEYLE";"16160200012HD";36
914;"2026/2";"EEU";144;"MEYLE";"16160200048HD";45
914;"2026/2";"EEU";144;"MEYLE";"30160200161HD";57
914;"2026/2";"EEU";144;"MEYLE";"35160200029";21
914;"2026/2";"EEU";144;"MEYLE";"35160200031";21
914;"2026/2";"EEU";144;"MEYLE";"35160200032";7
914;"2026/2";"EEU";144;"MEYLE";"36160200091";158
914;"2026/2";"EEU";144;"MEYLE";"37160200006";42
914;"2026/2";"EEU";144;"MEYLE";"44160200001";3
914;"2026/2";"EEU";144;"MEYLE";"6160200012";64
914;"2026/2";"EEU";144;"MEYLE";"7160200021";129
914;"2026/2";"EEU";144;"MEYLE";"7160200050HD";2
914;"2026/2";"EEU";192;"FAG";"840131910";7
914;"2026/2";"EEU";350;"BLUE PRINT";"ADM58792";1
914;"2026/2";"EEU";403;"MAXGEAR";"690067";8
914;"2026/2";"EEU";403;"MAXGEAR";"690184";70
914;"2026/2";"EEU";403;"MAXGEAR";"690360";29
914;"2026/2";"EEU";403;"MAXGEAR";"690457";1
914;"2026/2";"EEU";403;"MAXGEAR";"690533";50
914;"2026/2";"EEU";403;"MAXGEAR";"690755";37
914;"2026/2";"EEU";403;"MAXGEAR";"690926";10
914;"2026/2";"EEU";403;"MAXGEAR";"691166";12
914;"2026/2";"EEU";4821;"QUARO";"QS0835HQ";5
914;"2026/2";"EEU";4821;"QUARO";"QS1480HQ";37
914;"2026/2";"SEE";35;"LEMFÖRDER";"3528202";21
914;"2026/2";"SEE";89;"DELPHI";"TA1741";4
914;"2026/2";"SEE";89;"DELPHI";"TA1796";51
914;"2026/2";"SEE";89;"DELPHI";"TA1916";17
914;"2026/2";"SEE";89;"DELPHI";"TA1989";40
914;"2026/2";"SEE";161;"TRW";"JTE1136";101
914;"2026/2";"SEE";161;"TRW";"JTE775";38
914;"2026/2";"B";101;"FEBI BILSTEIN";"43238";1
914;"2026/2";"B";101;"FEBI BILSTEIN";"48059";9
914;"2026/2";"B";101;"FEBI BILSTEIN";"48060";8
914;"2026/2";"B";101;"FEBI BILSTEIN";"48119";4
914;"2026/2";"B";101;"FEBI BILSTEIN";"48204";5
914;"2026/2";"B";127;"NK";"5033665";5
914;"2026/2";"B";127;"NK";"5033903";3
914;"2026/2";"B";127;"NK";"5033946";15
914;"2026/2";"B";144;"MEYLE";"1160200617";1
914;"2026/2";"B";144;"MEYLE";"30160200000";4
914;"2026/2";"B";144;"MEYLE";"3160200024";4
