GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
273;"2026/2";"Germany";50;"SKF";"VKDS321099";20
273;"2026/2";"Germany";144;"MEYLE";"33160500006";98
273;"2026/2";"Germany";35;"LEMFÖRDER";"3958201";1082
273;"2026/2";"Austria";50;"SKF";"VKDS421008";12
273;"2026/2";"Austria";108;"TRISCAN";"850025592";19
273;"2026/2";"Austria";144;"MEYLE";"16160500051HD";4
273;"2026/2";"Austria";144;"MEYLE";"36160500007HD";112
273;"2026/2";"Austria";144;"MEYLE";"36160500008HD";103
273;"2026/2";"Austria";403;"MAXGEAR";"720909";1
273;"2026/2";"Austria";403;"MAXGEAR";"720957";5
273;"2026/2";"Austria";403;"MAXGEAR";"720958";6
273;"2026/2";"Austria";403;"MAXGEAR";"720991";20
273;"2026/2";"Austria";403;"MAXGEAR";"721011";9
273;"2026/2";"Austria";403;"MAXGEAR";"721014";7
273;"2026/2";"Austria";403;"MAXGEAR";"721539";8
273;"2026/2";"Austria";403;"MAXGEAR";"721960";7
273;"2026/2";"Austria";403;"MAXGEAR";"722522";5
273;"2026/2";"Austria";403;"MAXGEAR";"725330";4
273;"2026/2";"Austria";403;"MAXGEAR";"725520";6
273;"2026/2";"Austria";403;"MAXGEAR";"725523";7
273;"2026/2";"Austria";403;"MAXGEAR";"726108";8
273;"2026/2";"Austria";403;"MAXGEAR";"726109";5
273;"2026/2";"Austria";4593;"TEDGUM";"TED11554";8
273;"2026/2";"Germany";35;"LEMFÖRDER";"3546301";724
273;"2026/2";"Germany";144;"MEYLE";"1160500104HD";1321
273;"2026/2";"Germany";144;"MEYLE";"1160500165HD";1192
273;"2026/2";"Germany";144;"MEYLE";"1160500167HD";1088
273;"2026/2";"EEU";403;"MAXGEAR";"720741";21
273;"2026/2";"EEU";403;"MAXGEAR";"720772";4
273;"2026/2";"EEU";403;"MAXGEAR";"720777";69
273;"2026/2";"EEU";403;"MAXGEAR";"720828";42
273;"2026/2";"EEU";403;"MAXGEAR";"720970";1
273;"2026/2";"EEU";403;"MAXGEAR";"720976";7
273;"2026/2";"EEU";403;"MAXGEAR";"720992";152
273;"2026/2";"EEU";403;"MAXGEAR";"720994";94
273;"2026/2";"EEU";403;"MAXGEAR";"721014";36
273;"2026/2";"EEU";403;"MAXGEAR";"721015";37
273;"2026/2";"EEU";403;"MAXGEAR";"721130";5
273;"2026/2";"EEU";403;"MAXGEAR";"721169";67
273;"2026/2";"EEU";403;"MAXGEAR";"721504";4
273;"2026/2";"EEU";403;"MAXGEAR";"721509";60
273;"2026/2";"EEU";403;"MAXGEAR";"721512";40
273;"2026/2";"EEU";403;"MAXGEAR";"721538";79
273;"2026/2";"EEU";403;"MAXGEAR";"721567";13
273;"2026/2";"EEU";403;"MAXGEAR";"721643";20
273;"2026/2";"EEU";403;"MAXGEAR";"721674";35
273;"2026/2";"EEU";403;"MAXGEAR";"721703";34
273;"2026/2";"EEU";403;"MAXGEAR";"721831";10
273;"2026/2";"EEU";403;"MAXGEAR";"721835";6
273;"2026/2";"EEU";403;"MAXGEAR";"721837";16
273;"2026/2";"EEU";403;"MAXGEAR";"721885";5
273;"2026/2";"EEU";403;"MAXGEAR";"721898";43
273;"2026/2";"EEU";403;"MAXGEAR";"721901";58
273;"2026/2";"EEU";403;"MAXGEAR";"721962";30
273;"2026/2";"Germany";35;"LEMFÖRDER";"3694001";812
273;"2026/2";"Germany";35;"LEMFÖRDER";"3896601";1529
273;"2026/2";"Germany";35;"LEMFÖRDER";"3896701";1440
273;"2026/2";"Germany";2789;"NAPA Germany";"NST2045";50
273;"2026/2";"Germany";2789;"NAPA Germany";"NST2046";53
273;"2026/2";"B";101;"FEBI BILSTEIN";"176534";14
273;"2026/2";"B";101;"FEBI BILSTEIN";"181023";22
273;"2026/2";"B";101;"FEBI BILSTEIN";"188592";29
273;"2026/2";"Germany";50;"SKF";"VKDS329003B";1
273;"2026/2";"Germany";94;"METZGER";"58095101";26
273;"2026/2";"Germany";101;"FEBI BILSTEIN";"21442";225
273;"2026/2";"Germany";101;"FEBI BILSTEIN";"41748";111
273;"2026/2";"Germany";144;"MEYLE";"70160500010HD";135
273;"2026/2";"SEE";101;"FEBI BILSTEIN";"29423";29
273;"2026/2";"Slovenia";101;"FEBI BILSTEIN";"181408";1
273;"2026/2";"Slovenia";101;"FEBI BILSTEIN";"48181";10
273;"2026/2";"Germany";94;"METZGER";"58003201";2
273;"2026/2";"Germany";192;"FAG";"821125010";8
273;"2026/2";"Germany";144;"MEYLE";"0160500175";61
273;"2026/2";"Germany";144;"MEYLE";"1160500264HD";379
273;"2026/2";"Germany";144;"MEYLE";"3160500049";91
273;"2026/2";"Germany";162;"VAICO";"V250659";2
273;"2026/2";"Germany";94;"METZGER";"58018901";3
273;"2026/2";"Germany";94;"METZGER";"58052608";15
273;"2026/2";"Germany";144;"MEYLE";"3160500119HD";20
273;"2026/2";"Austria";35;"LEMFÖRDER";"2959402";23
273;"2026/2";"Austria";35;"LEMFÖRDER";"3895701";53
273;"2026/2";"Austria";101;"FEBI BILSTEIN";"14759";2
273;"2026/2";"Austria";101;"FEBI BILSTEIN";"173109";91
273;"2026/2";"Austria";101;"FEBI BILSTEIN";"177731";56
273;"2026/2";"Austria";101;"FEBI BILSTEIN";"182068";37
273;"2026/2";"Austria";101;"FEBI BILSTEIN";"21444";23
273;"2026/2";"Austria";101;"FEBI BILSTEIN";"36598";165
273;"2026/2";"Austria";101;"FEBI BILSTEIN";"38057";1
273;"2026/2";"Austria";127;"NK";"50147127";18
273;"2026/2";"Austria";127;"NK";"5014768";10
273;"2026/2";"Austria";144;"MEYLE";"0160500161HD";56
273;"2026/2";"Austria";144;"MEYLE";"0160500191";3
273;"2026/2";"Austria";144;"MEYLE";"1160500168";127
273;"2026/2";"Austria";144;"MEYLE";"3160500038HD";14
273;"2026/2";"Austria";144;"MEYLE";"70160500006HD";58
273;"2026/2";"Austria";156;"JAPANPARTS";"CJ303";6
273;"2026/2";"Austria";192;"FAG";"821069310";209
273;"2026/2";"Austria";192;"FAG";"821073610";11
273;"2026/2";"Austria";209;"TRUCKTEC AUTOMOTIVE";"0231264";1
273;"2026/2";"Austria";403;"MAXGEAR";"722990";10
273;"2026/2";"Austria";403;"MAXGEAR";"723790";4
273;"2026/2";"Germany";108;"TRISCAN";"850029544";23
273;"2026/2";"Germany";134;"MOOG";"VOWP13842";242
273;"2026/2";"SEE";144;"MEYLE";"0160500066";26
273;"2026/2";"SEE";30;"BOSCH";"0986141835";1
273;"2026/2";"SEE";35;"LEMFÖRDER";"1372002";11
273;"2026/2";"SEE";35;"LEMFÖRDER";"2959302";58
273;"2026/2";"SEE";35;"LEMFÖRDER";"3584601";40
273;"2026/2";"SEE";35;"LEMFÖRDER";"3723901";13
273;"2026/2";"SEE";35;"LEMFÖRDER";"3940001";1
273;"2026/2";"SEE";89;"DELPHI";"TC1142";6
273;"2026/2";"SEE";89;"DELPHI";"TC1166";9
273;"2026/2";"SEE";89;"DELPHI";"TC2109";40
273;"2026/2";"SEE";89;"DELPHI";"TC2184";109
273;"2026/2";"SEE";89;"DELPHI";"TC3280";11
273;"2026/2";"SEE";89;"DELPHI";"TC3492";13
273;"2026/2";"SEE";101;"FEBI BILSTEIN";"07965";20
273;"2026/2";"SEE";101;"FEBI BILSTEIN";"106710";10
273;"2026/2";"SEE";101;"FEBI BILSTEIN";"180059";16
273;"2026/2";"Germany";101;"FEBI BILSTEIN";"103725";7
273;"2026/2";"Germany";101;"FEBI BILSTEIN";"108899";218
273;"2026/2";"SEE";89;"DELPHI";"TC2429";7
273;"2026/2";"SEE";101;"FEBI BILSTEIN";"23002";26
273;"2026/2";"EEU";403;"MAXGEAR";"720764";3
273;"2026/2";"EEU";403;"MAXGEAR";"721501";3
273;"2026/2";"EEU";403;"MAXGEAR";"722059";29
273;"2026/2";"EEU";403;"MAXGEAR";"722060";27
273;"2026/2";"EEU";403;"MAXGEAR";"722124";17
273;"2026/2";"EEU";403;"MAXGEAR";"722342";7
273;"2026/2";"EEU";403;"MAXGEAR";"722459";26
273;"2026/2";"EEU";403;"MAXGEAR";"722461";39
