GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
854;"2026/2";"SEE";37;"MONROE";"V2065";13
854;"2026/2";"Germany";32;"SACHS";"313255";113
854;"2026/2";"Germany";32;"SACHS";"560605";208
854;"2026/2";"Germany";37;"MONROE";"G1037";501
854;"2026/2";"Germany";32;"SACHS";"314890";2
854;"2026/2";"Germany";108;"TRISCAN";"870529105";59
854;"2026/2";"Germany";37;"MONROE";"742116SP";1595
854;"2026/2";"Germany";32;"SACHS";"315262";251
854;"2026/2";"Germany";32;"SACHS";"316979";871
854;"2026/2";"Germany";32;"SACHS";"317645";217
854;"2026/2";"Germany";32;"SACHS";"319577";135
854;"2026/2";"Germany";32;"SACHS";"350689";116
854;"2026/2";"Germany";32;"SACHS";"350716";140
854;"2026/2";"Germany";85;"KYB";"3438006";21
854;"2026/2";"Germany";144;"MEYLE";"1266230022";14
854;"2026/2";"Germany";144;"MEYLE";"16267250026";12
854;"2026/2";"Germany";156;"JAPANPARTS";"MM33041";3
854;"2026/2";"Germany";403;"MAXGEAR";"110258";56
854;"2026/2";"Germany";403;"MAXGEAR";"110281";46
854;"2026/2";"Germany";403;"MAXGEAR";"110343";112
854;"2026/2";"Germany";403;"MAXGEAR";"110436";173
854;"2026/2";"Germany";403;"MAXGEAR";"110646";14
854;"2026/2";"Germany";403;"MAXGEAR";"111083";8
854;"2026/2";"Germany";403;"MAXGEAR";"111605";1
854;"2026/2";"SEE";32;"SACHS";"315241";81
854;"2026/2";"SEE";32;"SACHS";"315292";111
854;"2026/2";"SEE";32;"SACHS";"315296";20
854;"2026/2";"SEE";32;"SACHS";"315874";66
854;"2026/2";"SEE";32;"SACHS";"316912";18
854;"2026/2";"SEE";32;"SACHS";"316913";20
854;"2026/2";"SEE";32;"SACHS";"317265";23
854;"2026/2";"SEE";32;"SACHS";"317351";22
854;"2026/2";"SEE";32;"SACHS";"317444";11
854;"2026/2";"SEE";32;"SACHS";"317557";51
854;"2026/2";"SEE";32;"SACHS";"317570";22
854;"2026/2";"SEE";32;"SACHS";"317575";159
854;"2026/2";"SEE";32;"SACHS";"317578";100
854;"2026/2";"West Europe";32;"SACHS";"317337";16
854;"2026/2";"West Europe";37;"MONROE";"43130";5
854;"2026/2";"N";16;"BILSTEIN";"22131607";17
854;"2026/2";"N";16;"BILSTEIN";"22247070";11
