GENARTNR;GENARTDESCR;NORMSEARCHWORD;QTY_POS;RATIO (%);Schaeffler LuK;VALEO;HERTH+BUSS JAKOPARTS;JAPANPARTS;AISIN;BLUE PRINT;EXEDY;WESTLAKE;RYMEC;SACHS
479;Kupplungssatz;200419;1;0,0005;1;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;200421035;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200446064;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200448472;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200477469;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200477980;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200478263;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200482523;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200482917;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;2004A0;1;0,0005;1;0;0;0;1;0;0;0;1;1
479;Kupplungssatz;2004AG;1;0,0005;1;1;0;1;0;0;0;1;1;1
479;Kupplungssatz;2004AK;17;0,0082;1;1;0;1;0;0;0;1;1;0
479;Kupplungssatz;2004AL;4;0,0019;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;2004AN;11;0,0053;1;1;0;0;0;0;0;0;1;0
479;Kupplungssatz;2004AS;9;0,0043;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2004AV;67;0,0323;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2004AZ;1;0,0005;1;1;0;1;0;1;0;0;1;1
479;Kupplungssatz;2004C3;2;0,001;1;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;2004CC;23;0,0111;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2004CE;65;0,0314;1;1;0;1;0;1;0;0;1;1
479;Kupplungssatz;2004CF;19;0,0092;1;1;0;1;0;0;0;0;1;0
479;Kupplungssatz;2004CG;22;0,0106;0;1;0;1;0;0;0;1;1;1
479;Kupplungssatz;2004CL;2;0,001;1;1;0;0;1;0;0;1;1;0
479;Kupplungssatz;2004CV;6;0,0029;0;1;0;1;0;0;0;0;1;1
479;Kupplungssatz;2004CY;5;0,0024;1;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;2004CZ;2;0,001;1;1;0;0;1;0;0;0;1;1
479;Kupplungssatz;2004EC;7;0,0034;1;1;0;1;0;0;0;0;1;0
479;Kupplungssatz;2004EE;8;0,0039;0;1;0;1;0;0;0;0;1;1
479;Kupplungssatz;2004EJ;48;0,0232;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2004J5;1;0,0005;1;1;0;0;1;0;0;0;1;1
479;Kupplungssatz;2004L8;1;0,0005;0;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2004N8;1;0,0005;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;2004N9;1;0,0005;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;2004Q6;1;0,0005;1;1;0;0;1;1;1;0;1;1
479;Kupplungssatz;2004Q7;1;0,0005;1;1;0;0;1;1;1;0;1;1
479;Kupplungssatz;2004R6;4;0,0019;1;1;0;0;1;0;0;1;1;1
479;Kupplungssatz;2004S8;1;0,0005;1;1;0;0;0;1;0;0;1;1
479;Kupplungssatz;2004T8;1;0,0005;1;1;0;0;1;0;0;0;1;1
479;Kupplungssatz;2004V4;1;0,0005;0;1;0;1;0;0;0;0;1;1
479;Kupplungssatz;2004W1;1;0,0005;1;1;0;1;0;0;0;0;1;1
479;Kupplungssatz;2004W4;1;0,0005;1;1;0;0;1;0;0;0;1;0
479;Kupplungssatz;2004W5;2;0,001;1;0;0;0;1;0;0;1;1;0
479;Kupplungssatz;2004W7;1;0,0005;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2004X0;2;0,001;0;1;0;0;0;0;0;0;1;0
479;Kupplungssatz;2004X1;3;0,0014;1;1;0;1;1;0;0;0;1;1
479;Kupplungssatz;2004X3;1;0,0005;1;1;0;1;0;1;0;0;1;1
479;Kupplungssatz;2004X5;10;0,0048;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2004Y0;3;0,0014;1;0;0;0;0;1;0;1;1;1
479;Kupplungssatz;2004Y1;1;0,0005;1;1;0;1;0;0;0;1;1;0
479;Kupplungssatz;2004Y2;132;0,0637;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2004Y5;12;0,0058;0;1;0;1;0;0;0;0;1;1
479;Kupplungssatz;2004Z2;2;0,001;1;1;0;0;1;0;0;0;1;0
479;Kupplungssatz;2004Z6;24;0,0116;0;1;0;1;0;0;0;0;1;1
479;Kupplungssatz;200504238;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200520415;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200610639;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200647629;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200650229;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200650239;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200650327;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200650348;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200657271;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200663877;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200669389;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200673870;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200676741;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200695689;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200699628;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200699876;4;0,0019;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200699888;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200700286;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200700290;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200700838;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200707261;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200707276;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200721254;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200750011;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200774737;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200780777;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200780821;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200809961;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200831791;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200836625;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200838570;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200839679;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200840410;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200887011;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200898776;3;0,0014;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200915535;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;200917352;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;20112064D;1;0,0005;0;0;0;0;0;1;0;0;0;0
479;Kupplungssatz;2011389;1;0,0005;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;2011515;52;0,0251;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;20116064;1;0,0005;0;0;0;0;1;1;0;0;0;0
479;Kupplungssatz;20116100E;1;0,0005;0;0;1;1;1;1;0;0;0;0
479;Kupplungssatz;20117051;1;0,0005;0;0;0;1;1;1;0;0;0;0
479;Kupplungssatz;2012500001;3;0,0014;1;0;0;0;0;1;1;0;0;1
479;Kupplungssatz;2012500301;5;0,0024;1;0;0;0;0;1;0;0;0;1
479;Kupplungssatz;2013484;1;0,0005;1;1;0;0;0;0;1;0;0;1
479;Kupplungssatz;2015110;38;0,0183;1;1;1;0;1;1;0;0;1;1
479;Kupplungssatz;2015112;1;0,0005;0;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;2015115;11;0,0053;0;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;2019956;2;0,001;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;202024;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;202052;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;202094;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;202103;4;0,0019;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;202140;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;202154;1;0,0005;0;0;0;0;0;1;0;0;0;0
479;Kupplungssatz;202636;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;2028024;24;0,0116;0;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;2028458;35;0,0169;1;1;0;0;0;1;0;0;1;1
479;Kupplungssatz;20373850;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;204116;6;0,0029;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;204150;7;0,0034;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;204164;2;0,001;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;204167;2;0,001;1;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;204169;1;0,0005;1;1;0;1;1;1;0;0;1;1
479;Kupplungssatz;204170;2;0,001;1;1;0;0;1;0;0;1;1;1
479;Kupplungssatz;204172;1;0,0005;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;204178;6;0,0029;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;204182;1;0,0005;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;204184;2;0,001;1;1;0;0;1;1;0;0;1;1
479;Kupplungssatz;204189;7;0,0034;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;204190;1;0,0005;1;1;0;1;0;1;0;0;1;1
479;Kupplungssatz;204194;27;0,013;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;204195;27;0,013;1;1;0;0;1;1;0;0;1;1
479;Kupplungssatz;204197;14;0,0068;1;0;0;1;0;1;0;1;1;1
479;Kupplungssatz;2041A2;1;0,0005;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2041A3;42;0,0203;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2041A4;13;0,0063;1;1;0;0;1;1;0;0;1;1
479;Kupplungssatz;2041A5;22;0,0106;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2041A6;1;0,0005;1;1;0;1;0;1;0;0;1;1
479;Kupplungssatz;2041A7;20;0,0096;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2041A9;1;0,0005;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;205035;1;0,0005;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;205039;1;0,0005;1;1;0;0;0;1;0;1;1;1
479;Kupplungssatz;205043;1;0,0005;1;1;1;1;1;1;1;1;1;1
479;Kupplungssatz;205075;1;0,0005;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2050A0;1;0,0005;1;1;0;0;1;1;0;0;1;0
479;Kupplungssatz;2050C2;3;0,0014;0;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2050H0;2;0,001;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2050H4;3;0,0014;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2050J5;1;0,0005;1;1;1;1;0;1;0;1;1;1
479;Kupplungssatz;2050L9;5;0,0024;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2050Q5;1;0,0005;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;2050Q6;39;0,0188;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2050Q7;39;0,0188;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2050Q8;13;0,0063;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2050R0;3;0,0014;1;1;1;1;0;1;1;1;1;1
479;Kupplungssatz;2050R1;9;0,0043;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;2050R2;6;0,0029;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;2050R3;108;0,0521;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2050R4;40;0,0193;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2050R5;32;0,0154;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2050R6;34;0,0164;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2050R7;58;0,028;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2050R8;71;0,0343;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2050S1;4;0,0019;1;1;1;1;1;1;1;1;1;1
479;Kupplungssatz;2050S2;1;0,0005;1;1;1;1;1;1;1;1;1;1
479;Kupplungssatz;2050S8;1;0,0005;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2050S9;6;0,0029;1;1;0;0;1;1;0;0;1;0
479;Kupplungssatz;2050T2;1;0,0005;1;1;0;0;1;0;0;0;1;0
479;Kupplungssatz;2050V1;3;0,0014;1;1;0;1;0;1;1;1;1;1
479;Kupplungssatz;2050V3;7;0,0034;1;1;0;1;1;1;1;0;1;1
479;Kupplungssatz;2050V4;4;0,0019;1;1;0;1;1;1;1;0;1;0
479;Kupplungssatz;2050V5;14;0,0068;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2050V6;9;0,0043;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2050W3;4;0,0019;1;1;0;0;0;1;0;1;1;1
479;Kupplungssatz;2050W4;3;0,0014;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2050W7;13;0,0063;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2050W8;6;0,0029;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2050X4;5;0,0024;0;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2050X5;7;0,0034;1;1;0;1;0;1;1;0;1;0
479;Kupplungssatz;2050X6;4;0,0019;0;1;0;0;0;1;0;0;1;1
479;Kupplungssatz;2050X7;1;0,0005;0;1;0;0;0;1;0;0;1;1
479;Kupplungssatz;2050X9;2;0,001;0;1;0;0;0;0;0;1;1;0
479;Kupplungssatz;2050Y2;1;0,0005;0;1;0;0;1;0;0;1;1;0
479;Kupplungssatz;2050Y3;1;0,0005;0;1;0;0;1;0;0;1;1;0
479;Kupplungssatz;2050Z0;3;0,0014;0;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;2050Z2;4;0,0019;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2050Z5;2;0,001;1;1;0;0;0;1;0;1;1;1
479;Kupplungssatz;205114;1;0,0005;1;1;0;0;0;1;1;1;1;1
479;Kupplungssatz;205118;1;0,0005;1;1;0;0;0;1;1;1;1;0
479;Kupplungssatz;205126;1;0,0005;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;205144;1;0,0005;1;1;0;0;0;1;1;0;1;0
479;Kupplungssatz;205145;9;0,0043;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205151;10;0,0048;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;205155;3;0,0014;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;205156;1;0,0005;1;1;0;0;0;1;0;1;1;1
479;Kupplungssatz;205157;3;0,0014;0;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;205176;9;0,0043;1;1;1;1;0;1;0;1;1;1
479;Kupplungssatz;205178;1;0,0005;1;1;0;0;0;1;0;1;1;0
479;Kupplungssatz;205188;5;0,0024;1;1;1;1;0;1;0;1;1;0
479;Kupplungssatz;205192;1;0,0005;1;1;0;0;0;1;1;1;1;0
479;Kupplungssatz;2051A0;1;0,0005;1;0;1;0;1;1;0;1;1;0
479;Kupplungssatz;2051A9;3;0,0014;0;0;0;0;0;1;0;0;1;1
479;Kupplungssatz;2051C1;3;0,0014;0;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2051C3;1;0,0005;1;0;0;0;1;1;0;1;1;1
479;Kupplungssatz;2051C4;6;0,0029;0;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2051E0;3;0,0014;0;1;0;1;1;0;0;0;1;1
479;Kupplungssatz;2051E3;1;0,0005;1;1;1;1;0;1;0;1;1;1
479;Kupplungssatz;2051E4;4;0,0019;1;1;1;1;0;1;1;1;1;1
479;Kupplungssatz;2051E5;4;0,0019;1;0;1;0;0;1;0;1;1;1
479;Kupplungssatz;2051E6;4;0,0019;1;0;1;0;1;1;0;1;0;1
479;Kupplungssatz;2051F1;6;0,0029;1;0;1;0;0;1;0;1;1;1
479;Kupplungssatz;2051F2;1;0,0005;1;0;1;0;0;1;0;1;1;1
479;Kupplungssatz;2051F6;4;0,0019;1;1;0;0;0;1;1;0;1;0
479;Kupplungssatz;2051G2;2;0,001;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2051G4;16;0,0077;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2051G4?;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;2051G5;1;0,0005;0;1;0;1;0;0;0;1;1;1
479;Kupplungssatz;2051G6;5;0,0024;1;1;1;1;0;1;0;1;1;1
479;Kupplungssatz;2051G7;17;0,0082;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2051H8;1;0,0005;1;1;0;0;0;1;0;1;1;0
479;Kupplungssatz;2051J1;3;0,0014;0;1;0;0;0;0;0;1;0;0
479;Kupplungssatz;2051J3;6;0,0029;1;0;1;1;0;1;0;0;1;1
479;Kupplungssatz;2051J4;19;0,0092;1;0;1;1;0;1;0;0;1;1
479;Kupplungssatz;2051J5;24;0,0116;0;1;1;1;0;1;0;1;1;1
479;Kupplungssatz;2051L8;1;0,0005;1;1;0;0;1;1;1;1;1;0
479;Kupplungssatz;2051N4;8;0,0039;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2051N5;5;0,0024;0;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;2051N9;13;0,0063;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2051P1;3;0,0014;1;1;0;0;1;1;1;1;1;0
479;Kupplungssatz;2051Q0;4;0,0019;1;0;0;0;0;0;0;0;1;0
479;Kupplungssatz;2051R4;18;0,0087;1;1;0;0;1;1;0;0;1;1
479;Kupplungssatz;2051R6;2;0,001;0;0;0;0;0;1;0;0;0;0
479;Kupplungssatz;2051R9;21;0,0101;1;1;1;1;0;1;1;1;1;1
479;Kupplungssatz;2051S1;6;0,0029;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2051S2;3;0,0014;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2051S4;6;0,0029;1;0;1;1;0;1;0;0;1;1
479;Kupplungssatz;2051S5;11;0,0053;1;1;1;1;0;1;0;1;1;1
479;Kupplungssatz;2051S6;1;0,0005;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2051S8;3;0,0014;0;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2051S9;3;0,0014;0;1;0;0;0;0;0;1;1;1
479;Kupplungssatz;2051T0;6;0,0029;0;1;0;1;0;1;0;1;1;0
479;Kupplungssatz;2051T2;1;0,0005;0;1;0;0;0;1;0;0;0;0
479;Kupplungssatz;2051T7;1;0,0005;0;1;0;0;0;1;1;0;1;0
479;Kupplungssatz;2051T9;3;0,0014;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2051W0;2;0,001;0;1;1;1;0;0;0;1;1;1
479;Kupplungssatz;2051W2;1;0,0005;1;0;1;0;1;1;0;1;1;1
479;Kupplungssatz;2051W4;6;0,0029;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2051X7;1;0,0005;0;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;2051Y7;5;0,0024;1;0;0;0;0;0;0;0;1;0
479;Kupplungssatz;2051Y8;4;0,0019;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2051Z1;68;0,0328;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2051Z6;1;0,0005;0;1;1;0;0;0;0;0;1;1
479;Kupplungssatz;2051Z7;23;0,0111;1;1;1;1;0;1;0;1;1;1
479;Kupplungssatz;2051Z8;2;0,001;1;1;1;1;0;1;1;1;1;1
479;Kupplungssatz;2051Z9;18;0,0087;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;205209;15;0,0072;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;205233;14;0,0068;1;1;0;0;1;1;1;0;1;0
479;Kupplungssatz;205239;5;0,0024;1;1;0;0;1;1;1;0;1;0
479;Kupplungssatz;205243;28;0,0135;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;205244;13;0,0063;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;205245;2;0,001;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;205260;7;0,0034;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;205261;2;0,001;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;205262;9;0,0043;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205266;174;0,0839;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205267;4;0,0019;0;1;0;1;1;0;0;1;1;1
479;Kupplungssatz;205268;32;0,0154;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205270;1;0,0005;0;0;1;0;0;1;0;0;1;1
479;Kupplungssatz;205271;77;0,0371;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205276;6;0,0029;1;1;1;1;1;1;1;0;0;1
479;Kupplungssatz;205277;8;0,0039;1;1;1;1;1;1;1;0;0;1
479;Kupplungssatz;205278;1;0,0005;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205281;82;0,0396;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205283;5;0,0024;1;1;0;0;0;1;0;1;1;1
479;Kupplungssatz;205284;125;0,0603;1;1;1;1;1;1;1;1;1;1
479;Kupplungssatz;205285;88;0,0425;1;1;1;1;1;1;1;1;1;1
479;Kupplungssatz;205286;159;0,0767;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205287;220;0,1061;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205288;364;0,1756;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205289;63;0,0304;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;205290;71;0,0343;1;1;1;1;1;0;0;1;1;1
479;Kupplungssatz;205291;5;0,0024;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;205293;9;0,0043;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;205294;9;0,0043;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;205299;3;0,0014;0;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2052A0;4;0,0019;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2052A3;2;0,001;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2052A6;6;0,0029;1;1;0;0;1;1;0;1;1;0
479;Kupplungssatz;2052A7;4;0,0019;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;2052C4;3;0,0014;0;1;0;1;0;0;0;0;1;1
479;Kupplungssatz;2052E0;27;0,013;1;1;1;1;1;1;1;1;1;1
479;Kupplungssatz;2052E1;24;0,0116;1;1;1;1;1;1;1;1;1;1
479;Kupplungssatz;2052E4;10;0,0048;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;2052E5;17;0,0082;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2052E6;35;0,0169;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;2052E7;31;0,015;1;1;0;0;0;1;0;1;0;1
479;Kupplungssatz;2052F0;19;0,0092;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052F1;27;0,013;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052F2;118;0,0569;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2052F3;67;0,0323;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2052G5;3;0,0014;0;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;2052G7;24;0,0116;1;1;0;0;1;1;1;0;1;1
479;Kupplungssatz;2052G8;32;0,0154;1;1;0;0;1;1;1;0;1;1
479;Kupplungssatz;2052G9;35;0,0169;1;1;0;0;1;1;1;1;0;1
479;Kupplungssatz;2052H0;45;0,0217;1;1;0;0;1;1;1;1;0;1
479;Kupplungssatz;2052H4;2;0,001;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052H9;1;0,0005;1;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;2052J1;103;0,0497;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2052J2;4;0,0019;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2052K0;6;0,0029;1;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;2052K1;45;0,0217;1;1;1;1;1;1;1;1;1;1
479;Kupplungssatz;2052K2;9;0,0043;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2052K3;4;0,0019;0;1;1;1;0;0;0;0;1;1
479;Kupplungssatz;2052K6;9;0,0043;1;1;1;1;1;1;1;0;1;1
479;Kupplungssatz;2052K7;6;0,0029;1;1;1;1;1;1;1;0;1;1
479;Kupplungssatz;2052K8;3;0,0014;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;2052K9;19;0,0092;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;2052L0;3;0,0014;1;1;0;0;0;1;1;1;1;1
479;Kupplungssatz;2052L1;89;0,0429;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052L2;18;0,0087;1;1;0;0;1;1;1;0;1;0
479;Kupplungssatz;2052L3;5;0,0024;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052L4;3;0,0014;1;1;0;0;1;1;0;0;0;1
479;Kupplungssatz;2052L5;2;0,001;1;1;0;0;1;1;0;0;0;1
479;Kupplungssatz;2052N1;23;0,0111;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052N2;9;0,0043;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052N3;1;0,0005;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052N4;1;0,0005;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052N5;7;0,0034;1;0;0;0;1;1;0;0;0;1
479;Kupplungssatz;2052N6;1;0,0005;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;2052N7;7;0,0034;1;1;0;0;0;1;1;1;1;1
479;Kupplungssatz;2052P1;17;0,0082;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;2052P2;24;0,0116;1;1;0;0;0;1;1;0;1;1
