GENARTNR;GENARTDESCR;NORMSEARCHWORD;QTY_POS;RATIO (%);Schaeffler LuK;VALEO;HERTH+BUSS JAKOPARTS;JAPANPARTS;AISIN;BLUE PRINT;EXEDY;WESTLAKE;RYMEC;SACHS
479;Kupplungssatz;55556394;1;0,0005;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;55557001;2;0,001;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;55557478;3;0,0014;1;1;0;0;1;0;0;0;1;1
479;Kupplungssatz;55557553;6;0,0029;1;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;55557554;1;0,0005;1;0;0;0;1;1;0;0;1;0
479;Kupplungssatz;55558155;1;0,0005;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;55558371;4;0,0019;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;55558917;22;0,0106;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55558918;32;0,0154;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55558918S4;1;0,0005;0;0;0;0;0;1;0;0;0;0
479;Kupplungssatz;55559395;1;0,0005;1;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;55559471;1;0,0005;1;0;0;1;1;1;0;1;1;1
479;Kupplungssatz;55560290;1;0,0005;1;1;0;1;1;1;0;0;1;1
479;Kupplungssatz;55561421;2;0,001;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;55562025;3;0,0014;1;0;0;0;1;1;0;1;1;1
479;Kupplungssatz;55562026;31;0,015;1;0;0;0;1;1;0;1;1;1
479;Kupplungssatz;55562027;3;0,0014;1;0;0;0;1;1;0;0;0;1
479;Kupplungssatz;55562239;2;0,001;1;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;55562296;8;0,0039;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;55562983;1;0,0005;1;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;55562984;1;0,0005;1;1;0;0;0;0;1;0;1;1
479;Kupplungssatz;55563049;1;0,0005;1;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;55563511;2;0,001;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55563645;12;0,0058;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55563646;33;0,0159;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55563793;1;0,0005;1;1;0;0;0;0;1;0;0;1
479;Kupplungssatz;55564199;2;0,001;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55564465;7;0,0034;1;1;0;1;1;1;0;1;0;1
479;Kupplungssatz;55564467;2;0,001;1;1;0;0;1;0;0;0;0;1
479;Kupplungssatz;55565331;13;0,0063;1;1;0;1;1;1;0;0;1;1
479;Kupplungssatz;55565495;3;0,0014;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;55565496;2;0,001;1;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;55565497;6;0,0029;1;1;0;0;0;0;0;0;1;0
479;Kupplungssatz;55565534;127;0,0613;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55565536;5;0,0024;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55565842;7;0,0034;1;1;0;1;1;0;0;1;0;1
479;Kupplungssatz;55565893;25;0,0121;1;1;0;1;0;0;0;0;0;1
479;Kupplungssatz;55567325;10;0,0048;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55567374;4;0,0019;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55567784;8;0,0039;1;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;55567979;7;0,0034;1;1;0;0;1;1;0;0;1;1
479;Kupplungssatz;55567980;3;0,0014;1;1;0;0;0;1;0;0;1;1
479;Kupplungssatz;55568083;33;0,0159;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;55568171;21;0,0101;1;1;0;1;1;0;0;1;0;1
479;Kupplungssatz;55568172;5;0,0024;1;1;0;1;1;0;0;1;0;1
479;Kupplungssatz;55568851;14;0,0068;1;1;0;0;0;1;1;0;1;1
479;Kupplungssatz;55569127;18;0,0087;1;1;0;0;1;1;0;0;1;1
479;Kupplungssatz;55569128;4;0,0019;1;1;0;0;1;1;0;0;1;1
479;Kupplungssatz;55570175;1;0,0005;0;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;55570194;2;0,001;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;55570195;97;0,0468;1;1;0;1;0;0;0;0;0;1
479;Kupplungssatz;55570196;9;0,0043;1;1;0;1;1;1;0;1;0;1
479;Kupplungssatz;55570197;8;0,0039;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;55570198;3;0,0014;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;55570377;1;0,0005;0;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;55571389;1;0,0005;1;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;55571805;43;0,0207;1;1;0;0;0;1;1;0;1;1
479;Kupplungssatz;55571811;1;0,0005;1;1;1;0;1;1;0;0;1;1
479;Kupplungssatz;55572221;30;0,0145;1;1;1;0;1;1;0;0;1;1
479;Kupplungssatz;55572383;16;0,0077;1;1;0;0;1;1;0;0;1;0
479;Kupplungssatz;55572384;18;0,0087;1;1;0;0;1;1;0;0;1;0
479;Kupplungssatz;55573012;2;0,001;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;55573985;1;0,0005;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;55574450;2;0,001;0;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;55574452;6;0,0029;0;1;0;1;0;0;1;0;1;1
479;Kupplungssatz;55574453;2;0,001;0;1;0;1;0;0;1;0;1;1
479;Kupplungssatz;55574767;3;0,0014;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;55574768;118;0,0569;1;1;0;0;0;0;1;0;0;1
479;Kupplungssatz;55574769;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;55575959;5;0,0024;1;1;0;0;0;1;0;0;1;1
479;Kupplungssatz;55576088;13;0,0063;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55576165;7;0,0034;1;1;0;0;0;1;0;0;1;1
479;Kupplungssatz;55576342;2;0,001;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;55576344;58;0,028;0;1;0;1;1;0;1;0;1;1
479;Kupplungssatz;55577123;2;0,001;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;55578094;8;0,0039;1;1;0;0;1;1;0;0;0;1
479;Kupplungssatz;55578501;4;0,0019;0;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;55579530;2;0,001;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;55581277;3;0,0014;1;1;0;0;0;1;1;0;1;1
479;Kupplungssatz;55581279;114;0,055;1;1;1;1;1;1;1;0;1;1
479;Kupplungssatz;55581283;2;0,001;0;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;55581284;46;0,0222;1;1;1;0;1;1;0;0;1;1
479;Kupplungssatz;55582604;22;0,0106;1;1;0;0;0;1;1;0;1;1
479;Kupplungssatz;55583045;4;0,0019;1;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;55583068;6;0,0029;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;55583074;1;0,0005;1;1;0;1;1;1;0;1;1;0
479;Kupplungssatz;55583705;15;0,0072;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;55585506;10;0,0048;1;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;55587035;1;0,0005;1;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;55587527;11;0,0053;1;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;55587528;14;0,0068;1;1;0;0;1;1;0;0;1;1
479;Kupplungssatz;55591591;17;0,0082;1;1;1;0;1;1;1;0;1;1
479;Kupplungssatz;55593662;9;0,0043;1;0;0;0;0;0;1;0;0;1
479;Kupplungssatz;55593736;33;0,0159;0;1;0;0;0;0;1;0;1;1
479;Kupplungssatz;55594515;7;0,0034;1;1;0;0;0;0;0;0;1;0
479;Kupplungssatz;55594657;55;0,0265;1;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;55595918;6;0,0029;1;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;55597066;44;0,0212;1;1;0;0;0;1;0;0;1;1
479;Kupplungssatz;55597919;23;0,0111;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;55599020;25;0,0121;1;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;557916;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;559451;4;0,0019;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5600246;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5616000;1;0,0005;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;5616009;2;0,001;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;5616022;7;0,0034;1;1;0;0;1;1;0;0;0;1
479;Kupplungssatz;564146;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;564191;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;564193;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;56449;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;56504;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;56520;4;0,0019;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;56590;6;0,0029;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;56628738;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;56656994;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5666003;1;0,0005;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;5666005;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;5666008;10;0,0048;1;0;0;0;1;1;0;0;1;0
479;Kupplungssatz;5666012;3;0,0014;1;1;1;0;1;1;0;1;1;1
479;Kupplungssatz;5666013;4;0,0019;1;1;0;0;1;1;0;1;1;0
479;Kupplungssatz;5666015;1;0,0005;1;1;0;0;1;1;0;1;1;0
479;Kupplungssatz;5666016;4;0,0019;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;5666017;5;0,0024;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;5666022;9;0,0043;1;1;0;1;1;1;0;0;1;0
479;Kupplungssatz;5666024;4;0,0019;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;56666316;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;56669732;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;56674559;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;567489;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5679332;2;0,001;1;1;0;1;1;1;0;1;1;0
479;Kupplungssatz;5679333;15;0,0072;1;1;0;1;1;1;0;1;1;0
479;Kupplungssatz;5679334;2;0,001;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;5679335;2;0,001;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;5679335?;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5679349;1;0,0005;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;5679360;3;0,0014;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;570322;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570324;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570325;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570395;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570397;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570399;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570400;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570423;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570439;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570470;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;570694;6;0,0029;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;572955;7;0,0034;1;1;0;0;0;0;0;1;1;1
479;Kupplungssatz;573470;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;574920;1;0,0005;1;1;0;0;0;0;0;1;1;1
479;Kupplungssatz;574938;1;0,0005;1;0;0;0;0;0;0;0;1;0
479;Kupplungssatz;574976;6;0,0029;1;1;0;0;0;0;0;1;1;1
479;Kupplungssatz;574977;27;0,013;1;1;0;0;0;0;0;1;1;1
479;Kupplungssatz;574978;3;0,0014;1;1;0;0;0;0;0;0;1;1
479;Kupplungssatz;574979;1;0,0005;1;1;0;0;0;0;0;1;1;1
479;Kupplungssatz;574981;3;0,0014;1;1;0;0;0;0;0;1;1;1
479;Kupplungssatz;574989;14;0,0068;1;1;0;0;0;0;0;1;1;1
479;Kupplungssatz;575199;3;0,0014;0;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;575299;2;0,001;0;0;0;0;0;0;0;0;1;1
479;Kupplungssatz;57622;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;57678;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;57732852;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;57739028;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;577579;3;0,0014;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5801407375;683;0,3295;1;1;0;1;1;1;1;0;1;1
479;Kupplungssatz;5801434745;20;0,0096;1;1;0;0;0;1;0;0;1;0
479;Kupplungssatz;5801596470;1;0,0005;0;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;5801596474;1;0,0005;0;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;5801641006;1;0,0005;0;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;5802509911;46;0,0222;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;5802794865;2;0,001;1;0;0;0;1;0;0;0;0;0
479;Kupplungssatz;5802794866;4;0,0019;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;58129892;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;58452;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;58456;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;58581531;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5888344;1;0,0005;0;1;0;1;1;1;0;0;1;1
479;Kupplungssatz;5888360;1;0,0005;1;0;0;1;1;1;0;0;1;1
479;Kupplungssatz;5888366;1;0,0005;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;5888420;1;0,0005;0;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;5888481;1;0,0005;0;0;0;0;0;1;0;1;0;1
479;Kupplungssatz;5888485;1;0,0005;0;1;0;0;0;0;0;1;0;1
479;Kupplungssatz;5888488;1;0,0005;0;1;0;1;0;1;1;1;1;1
479;Kupplungssatz;5888938;1;0,0005;0;1;0;1;0;1;0;1;1;1
479;Kupplungssatz;5890321;1;0,0005;1;1;0;0;1;0;1;0;1;1
479;Kupplungssatz;5890343;1;0,0005;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;5892109;2;0,001;0;1;0;0;0;0;0;1;1;1
479;Kupplungssatz;589247;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5892775;3;0,0014;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;5893143;2;0,001;0;1;0;1;1;1;0;0;1;1
479;Kupplungssatz;5894040;1;0,0005;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;5894390;3;0,0014;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;5894391;1;0,0005;1;1;0;0;1;0;1;1;1;1
479;Kupplungssatz;5894980;1;0,0005;0;0;0;0;0;0;1;0;0;1
479;Kupplungssatz;5895088;15;0,0072;1;1;0;0;1;0;1;1;1;1
479;Kupplungssatz;5895164;2;0,001;1;1;0;0;1;1;1;0;1;1
479;Kupplungssatz;5895418;1;0,0005;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;590358;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;596690;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5F6N7550BB;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;5L847550AC;1;0,0005;0;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;5N0820411E;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;5Q0721261;9;0,0043;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;5Q0721261C;5;0,0024;1;0;0;0;0;0;0;0;1;0
479;Kupplungssatz;5Q0721261D;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;5Q0721261K;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;5Q0721261N;9;0,0043;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;5S6Y7540AB;1;0,0005;1;1;0;0;0;1;1;0;1;1
479;Kupplungssatz;5S717540DA;1;0,0005;1;1;0;0;0;1;0;0;1;1
479;Kupplungssatz;6000001600;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600000200;130;0,0627;1;1;0;0;1;1;1;1;0;1
479;Kupplungssatz;600000200LUK;3;0,0014;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600000300;16;0,0077;1;1;0;0;0;1;0;1;0;0
479;Kupplungssatz;600000400;1;0,0005;1;1;0;0;0;0;0;1;0;0
479;Kupplungssatz;600000600;303;0,1462;1;1;0;1;1;1;0;1;0;1
479;Kupplungssatz;600000600LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600001200;41;0,0198;1;1;0;0;1;1;0;1;0;0
479;Kupplungssatz;600001200LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;6000013;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600001300;291;0,1404;1;1;0;1;1;1;1;0;1;1
479;Kupplungssatz;6000013006;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600001300LUK;3;0,0014;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600001400;88;0,0425;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;600001400LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600001600;1268;0,6117;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;600001600LUK;6;0,0029;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;6000017;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600001700;1189;0,5736;1;1;0;1;0;1;1;1;1;0
479;Kupplungssatz;600001700LUK;10;0,0048;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600001800;5;0,0024;1;1;0;0;1;0;0;0;0;0
479;Kupplungssatz;600001800LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600001900;3;0,0014;0;1;0;0;1;1;0;0;0;1
479;Kupplungssatz;600002000;4;0,0019;1;1;0;0;0;1;0;1;0;1
479;Kupplungssatz;600002100;7;0,0034;1;1;0;1;1;1;0;1;0;1
479;Kupplungssatz;600002300;11;0,0053;1;1;0;0;1;1;1;1;0;1
479;Kupplungssatz;600002400;18;0,0087;1;1;0;0;1;0;1;1;0;1
479;Kupplungssatz;600002400LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600002500;4;0,0019;1;1;0;0;1;0;0;0;0;0
479;Kupplungssatz;600002900;36;0,0174;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;600003000;19;0,0092;1;1;0;0;1;0;1;0;0;1
479;Kupplungssatz;600003100;28;0,0135;1;1;0;0;1;0;1;0;0;1
479;Kupplungssatz;600003300;23;0,0111;1;1;0;0;0;0;1;0;0;1
479;Kupplungssatz;600003500;1;0,0005;0;1;0;0;0;1;0;0;0;0
479;Kupplungssatz;600003600;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;600003800;14;0,0068;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;600003900;91;0,0439;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;600004000;185;0,0892;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;600004000LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600004400;30;0,0145;1;1;0;1;1;1;1;1;0;1
479;Kupplungssatz;600004500;2;0,001;1;0;0;0;0;0;0;1;0;1
479;Kupplungssatz;600004700;20;0,0096;1;1;0;0;0;1;1;0;0;1
479;Kupplungssatz;600004800;39;0,0188;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;600005000;9;0,0043;1;1;0;0;1;0;0;1;0;1
479;Kupplungssatz;600005000LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600005300;48;0,0232;1;1;0;0;1;1;0;1;1;1
479;Kupplungssatz;600005500;5;0,0024;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;600005600;45;0,0217;1;1;0;0;1;0;1;1;1;1
479;Kupplungssatz;600005600LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600005800;13;0,0063;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;600005800LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600006000;17;0,0082;1;1;0;0;0;0;0;1;0;1
479;Kupplungssatz;600006300;3;0,0014;1;1;0;0;1;0;0;1;0;0
479;Kupplungssatz;600006400;39;0,0188;1;1;0;0;1;0;0;1;0;1
479;Kupplungssatz;600006600;3;0,0014;1;1;0;0;0;0;0;1;0;1
479;Kupplungssatz;600006800;60;0,0289;1;1;0;1;1;1;0;0;0;1
479;Kupplungssatz;600006800LUK;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600006900;7;0,0034;1;1;0;0;1;1;0;0;0;1
479;Kupplungssatz;600007000;17;0,0082;1;1;0;0;1;0;1;0;0;1
479;Kupplungssatz;600007100;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;600007300;9;0,0043;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;600007800;8;0,0039;1;1;0;0;1;0;0;0;0;1
479;Kupplungssatz;600007900;6;0,0029;1;1;0;0;1;0;0;0;0;1
479;Kupplungssatz;600008000;3;0,0014;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;600008300;21;0,0101;1;1;0;0;0;1;0;1;0;1
479;Kupplungssatz;600008400;237;0,1143;1;1;1;1;1;1;0;1;1;1
479;Kupplungssatz;600008700;8;0,0039;1;1;0;0;1;1;0;1;0;1
479;Kupplungssatz;600008700LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600009400;12;0,0058;1;1;0;1;1;1;0;0;0;1
479;Kupplungssatz;600012500;100;0,0482;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;600013600;149;0,0719;1;1;0;1;1;1;1;1;1;1
479;Kupplungssatz;600013600LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600013700;1;0,0005;0;1;0;0;0;1;0;0;0;1
479;Kupplungssatz;600013900;16;0,0077;1;0;0;0;0;0;1;0;0;1
479;Kupplungssatz;600014000;34;0,0164;1;1;0;1;1;1;0;0;1;1
479;Kupplungssatz;600014300;147;0,0709;1;1;0;1;1;1;0;1;1;1
479;Kupplungssatz;600014300LUK;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600014400;315;0,152;1;1;0;0;1;0;1;0;0;1
479;Kupplungssatz;600014600;33;0,0159;1;1;0;0;1;1;1;0;0;1
479;Kupplungssatz;600014700;21;0,0101;1;0;0;0;0;0;0;0;0;1
479;Kupplungssatz;600014700LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600014800;17;0,0082;1;1;0;0;1;1;0;0;1;1
479;Kupplungssatz;600014900;144;0,0695;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;600015000;10;0,0048;1;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600015100;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;600015300;1;0,0005;1;0;0;0;1;0;0;0;0;0
479;Kupplungssatz;600015600;14;0,0068;1;1;0;0;0;0;1;0;0;0
479;Kupplungssatz;6000156006;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600015800;180;0,0868;1;1;0;0;1;1;1;0;1;1
479;Kupplungssatz;600015800LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600016400;64;0,0309;1;1;0;1;1;1;0;1;0;1
479;Kupplungssatz;600016400LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600016500;34;0,0164;1;1;0;0;1;0;0;0;0;1
479;Kupplungssatz;600016600;122;0,0589;1;1;0;1;1;1;1;1;0;1
479;Kupplungssatz;600016600LUK;1;0,0005;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600016700;22;0,0106;1;1;0;0;1;0;1;0;0;1
479;Kupplungssatz;600016800;44;0,0212;1;1;0;0;1;1;1;0;0;1
479;Kupplungssatz;600016900;257;0,124;1;1;0;0;0;1;1;1;1;1
479;Kupplungssatz;600016900LUK;2;0,001;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600017100;61;0,0294;1;1;0;1;1;1;1;0;1;1
479;Kupplungssatz;600017200;8;0,0039;1;1;0;0;1;1;0;0;0;1
479;Kupplungssatz;600017300;51;0,0246;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;600017400;9;0,0043;1;1;0;0;1;1;0;0;0;1
479;Kupplungssatz;600017500;28;0,0135;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;600017700;1;0,0005;1;1;0;0;1;0;0;0;0;0
479;Kupplungssatz;600017800;5;0,0024;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;600017900;4;0,0019;1;0;0;0;1;0;0;0;0;0
479;Kupplungssatz;600018400;1;0,0005;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;600018500;7;0,0034;1;1;0;0;1;0;0;0;0;1
479;Kupplungssatz;600018600;18;0,0087;1;1;0;0;1;1;1;1;1;1
479;Kupplungssatz;600018700;6;0,0029;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;600018900;1;0,0005;1;1;0;0;0;0;0;0;0;1
479;Kupplungssatz;600019000;3;0,0014;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;600019200;24;0,0116;1;1;0;1;1;1;1;0;1;0
479;Kupplungssatz;600019300;3;0,0014;1;1;0;0;1;0;0;0;0;0
479;Kupplungssatz;600019400;3;0,0014;1;1;0;0;0;0;0;0;0;0
479;Kupplungssatz;600019600;4;0,0019;1;1;0;0;1;0;0;0;0;1
479;Kupplungssatz;6000197;6;0,0029;0;0;0;0;0;0;0;0;0;0
479;Kupplungssatz;600019700;831;0,4009;1;1;0;1;1;0;1;0;1;1
479;Kupplungssatz;6000197006;1;0,0005;0;0;0;0;0;0;0;0;0;0
