GENARTNR;GENARTDESCR;NORMSEARCHWORD;QTY_POS;RATIO (%);VALEO;LEMF?RDER;METZGER AUTOTEILE;MAGNETI MARELLI;FEBI BILSTEIN;MAXGEAR;DOGA;ELECTRIC LIFE;Ac Rolcar;VAN WEZEL
1561;Fensterheber;113662;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113663;4;0,0112;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113664;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113665;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113668;4;0,0112;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113669;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113670;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113673;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113675;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;113676;1;0,0028;0;0;1;1;0;0;0;0;0;0
1561;Fensterheber;113677;4;0,0112;0;0;1;1;0;0;0;0;0;0
1561;Fensterheber;113678;2;0,0056;0;0;0;1;0;0;1;0;0;0
1561;Fensterheber;113679;3;0,0084;0;0;0;1;0;0;1;0;0;0
1561;Fensterheber;113680;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113682;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113685;4;0,0112;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113686;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113687;4;0,0112;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113688;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113689;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113694;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113696;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113697;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113704;1;0,0028;0;0;0;1;0;0;1;0;0;0
1561;Fensterheber;113706;2;0,0056;0;0;0;1;0;0;1;0;0;0
1561;Fensterheber;113707;2;0,0056;1;0;0;1;0;0;0;0;0;0
1561;Fensterheber;113708;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113710;1;0,0028;1;0;0;0;0;0;1;0;0;0
1561;Fensterheber;113712;1;0,0028;1;0;0;1;0;1;1;0;0;0
1561;Fensterheber;113714;1;0,0028;1;0;0;1;0;0;1;0;0;0
1561;Fensterheber;113716;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113720;4;0,0112;1;0;1;1;0;0;0;0;0;0
1561;Fensterheber;113724;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113725;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113726;1;0,0028;0;0;0;1;0;1;0;0;0;0
1561;Fensterheber;113727;2;0,0056;1;0;0;0;0;1;0;0;0;0
1561;Fensterheber;113728;1;0,0028;1;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113731;1;0,0028;1;0;0;1;1;1;0;0;0;0
1561;Fensterheber;113734;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113735;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113736;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113737;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113738;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113741;4;0,0112;0;0;1;1;1;0;0;0;0;0
1561;Fensterheber;113742;2;0,0056;0;0;1;0;0;0;1;0;0;0
1561;Fensterheber;113744;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113745;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113753;1;0,0028;0;0;1;1;0;0;1;0;0;0
1561;Fensterheber;113758;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113761;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113762;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113768;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113771;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;113772;4;0,0112;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1138071;1;0,0028;0;0;0;1;0;0;1;1;0;1
1561;Fensterheber;1138072;3;0,0084;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;1138204;1;0,0028;1;1;1;1;0;1;1;1;1;1
1561;Fensterheber;1138210;2;0,0056;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;1138216;3;0,0084;1;1;1;1;0;0;1;1;1;1
1561;Fensterheber;113985;1;0,0028;0;0;1;1;1;0;0;0;0;0
1561;Fensterheber;11402531;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;11403704;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114083;1;0,0028;0;0;1;0;1;1;1;0;0;0
1561;Fensterheber;11418722;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114250;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114264;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114266;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114268;5;0,014;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114270;5;0,014;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114271;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114272;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114275;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114278;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114281;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114287;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114288;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114290;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114295;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114299;1;0,0028;0;0;1;0;0;0;0;0;0;0
1561;Fensterheber;1143004;2;0,0056;1;1;1;1;0;0;1;1;0;1
1561;Fensterheber;114303;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114312;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114320;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114321;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114336;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114337;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114347;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114349;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114350;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114351;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114352;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114359;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114361;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114366;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114371;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114373;6;0,0168;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114374;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114375;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114376;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114377;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114381;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114383;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114384;5;0,014;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114390;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114402;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114408;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114415;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114420;9;0,0251;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114421;4;0,0112;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114424;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114433;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;114650;1;0,0028;0;0;1;0;0;1;1;0;0;0
1561;Fensterheber;114651;1;0,0028;0;0;1;0;0;0;1;0;0;0
1561;Fensterheber;114679;1;0,0028;0;0;0;0;0;1;0;0;0;0
1561;Fensterheber;114680;2;0,0056;0;0;0;0;0;1;0;0;0;0
1561;Fensterheber;114707;1;0,0028;0;0;1;0;1;1;0;0;0;0
1561;Fensterheber;114708;1;0,0028;0;0;1;0;1;1;0;0;0;0
1561;Fensterheber;114753;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;114754;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1147589;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1149694;1;0,0028;0;1;0;1;0;0;1;1;1;0
1561;Fensterheber;115347;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;115382;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;115699;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;115706;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;116083TO;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;116089;2;0,0056;0;0;1;0;0;0;0;0;0;0
1561;Fensterheber;116127;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;116200;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;11622853;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1162542;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;116919;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;116935;1;0,0028;1;0;1;0;1;0;0;0;0;0
1561;Fensterheber;117018;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;11806690;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;118729;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1188101370;1;0,0028;1;0;1;1;1;0;0;0;0;0
1561;Fensterheber;118830;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;119130;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;119131;7;0,0195;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;120041;1;0,0028;1;1;0;1;1;0;1;1;1;0
1561;Fensterheber;1206824;5;0,014;0;0;0;1;0;0;1;1;0;1
1561;Fensterheber;12120072;1;0,0028;0;0;1;0;1;0;1;0;0;0
1561;Fensterheber;121228;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;12126242;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;12129858;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1218652;6;0,0168;0;1;0;1;0;0;1;1;1;1
1561;Fensterheber;122158;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1225778;2;0,0056;1;1;1;1;0;1;1;1;1;1
1561;Fensterheber;122857;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;122955;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;122959;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1233191;1;0,0028;1;1;0;1;0;0;1;0;1;1
1561;Fensterheber;1233193;1;0,0028;1;1;0;1;0;0;1;0;1;1
1561;Fensterheber;12338206;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;12338617;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;12338618;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;12338628;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1242736;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1244735;9;0,0251;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1244736;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1247200346;1;0,0028;1;1;1;0;0;1;1;0;1;1
1561;Fensterheber;1247201746;3;0,0084;0;0;1;0;0;0;0;0;0;1
1561;Fensterheber;1247300346;1;0,0028;1;1;0;1;0;0;1;0;1;1
1561;Fensterheber;1254735;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1255641;1;0,0028;1;1;0;1;0;0;1;1;0;1
1561;Fensterheber;125573;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;125580;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;125596;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;125599;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;125640;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;125640?;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;126329;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;12668976;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;12714578;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;12755681;1;0,0028;1;0;0;1;0;0;1;1;0;0
1561;Fensterheber;12755683;1;0,0028;1;1;0;1;0;0;1;1;0;0
1561;Fensterheber;1275704;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;127602;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;12788911;1;0,0028;1;1;0;1;0;0;1;1;0;0
1561;Fensterheber;12788914;1;0,0028;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;12793728;4;0,0112;1;1;0;1;0;0;1;1;1;0
1561;Fensterheber;12793730;1;0,0028;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;127938;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;127939;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;129419R;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;130003020;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;130004003;1;0,0028;0;0;1;0;0;0;1;0;0;0
1561;Fensterheber;130004010;2;0,0056;0;0;1;0;0;0;1;0;0;0
1561;Fensterheber;130004029;1;0,0028;0;0;1;0;1;0;1;0;0;0
1561;Fensterheber;130004030;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;130009006;1;0,0028;0;0;0;0;0;0;1;0;0;0
1561;Fensterheber;130027004;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;130042020;1;0,0028;0;0;1;0;0;0;1;0;0;0
1561;Fensterheber;130046001;2;0,0056;0;0;1;0;1;0;1;0;0;0
1561;Fensterheber;130046002;1;0,0028;0;0;1;0;1;0;1;0;0;0
1561;Fensterheber;130046004;1;0,0028;0;0;1;0;1;0;1;0;0;0
1561;Fensterheber;130048001;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;130053018;2;0,0056;0;0;1;0;1;1;1;0;0;0
1561;Fensterheber;130053026;1;0,0028;0;0;1;0;0;0;0;0;0;0
1561;Fensterheber;130053060;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;130053071;1;0,0028;0;0;1;0;1;1;1;0;0;0
1561;Fensterheber;130053104;1;0,0028;0;0;1;0;0;0;0;0;0;0
1561;Fensterheber;130053109;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;130304;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;13100423;4;0,0112;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;13100424;7;0,0195;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;13101480;3;0,0084;0;0;0;1;0;0;1;1;0;1
1561;Fensterheber;13132231;2;0,0056;0;0;0;0;0;0;1;1;1;1
1561;Fensterheber;13132232;1;0,0028;0;0;0;0;0;0;1;1;1;1
1561;Fensterheber;13132434;4;0,0112;0;0;0;1;0;0;1;1;0;1
1561;Fensterheber;13138780;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1318772;1;0,0028;0;0;0;1;0;0;1;1;0;0
1561;Fensterheber;13188490;1;0,0028;1;0;1;1;0;0;0;0;0;1
1561;Fensterheber;13188491;4;0,0112;1;1;1;1;0;0;0;0;0;1
1561;Fensterheber;13190975;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1321098;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1321160;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1321175;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1322312;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1322696;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1322951;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1323525;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1323536;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1323554;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1323578;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1323594;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1323637;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1323937;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1323PSG2;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;1324073;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1325530;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1325590;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1325605;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;13269605;1;0,0028;1;1;1;1;0;0;0;0;0;1
1561;Fensterheber;13272121;1;0,0028;0;0;1;0;0;0;0;0;0;1
1561;Fensterheber;1328152;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;132894;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;13289449;1;0,0028;0;0;0;1;0;0;1;1;0;1
1561;Fensterheber;132898;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;132899;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1329045;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;132918;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;132922;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1329300;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;132963;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;13298153;1;0,0028;1;0;1;1;0;0;1;1;0;1
1561;Fensterheber;13298154;10;0,0279;1;0;1;1;0;0;1;1;0;0
1561;Fensterheber;1329850;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;133006;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1330249;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;133064;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;133065;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;13306601;2;0,0056;0;0;0;1;0;0;0;0;0;1
1561;Fensterheber;13306921;2;0,0056;0;0;0;0;0;0;0;0;0;1
1561;Fensterheber;13306923;2;0,0056;1;1;1;1;0;0;1;1;1;1
1561;Fensterheber;1330795;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;13313568;1;0,0028;1;1;1;1;0;0;1;1;1;0
1561;Fensterheber;13313573;1;0,0028;1;1;0;1;0;0;1;1;0;0
1561;Fensterheber;13314156;1;0,0028;0;1;0;1;0;0;0;0;1;1
1561;Fensterheber;1331605;12;0,0335;1;1;1;1;0;1;1;1;1;1
1561;Fensterheber;1331606;15;0,0419;1;1;1;1;0;1;1;1;1;1
1561;Fensterheber;1331607;1;0,0028;0;0;0;1;0;0;0;0;1;0
1561;Fensterheber;1331608;3;0,0084;0;0;0;1;0;0;0;0;1;0
1561;Fensterheber;1331610;1;0,0028;0;0;0;0;0;0;0;0;0;1
1561;Fensterheber;1331611;10;0,0279;0;0;0;0;0;0;0;0;0;1
1561;Fensterheber;1331612;14;0,0391;1;1;0;1;0;1;1;1;1;1
1561;Fensterheber;1331614;75;0,2094;1;1;1;1;0;1;1;1;1;1
1561;Fensterheber;1331616;3;0,0084;1;1;0;1;0;0;0;1;1;1
1561;Fensterheber;1331617;18;0,0503;1;1;0;1;0;0;0;1;1;1
1561;Fensterheber;1331618;2;0,0056;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;1331619;27;0,0754;1;1;0;1;0;0;0;1;1;1
1561;Fensterheber;1331842;3;0,0084;0;0;0;0;0;0;0;0;0;1
1561;Fensterheber;1331PSG5POL;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1331PSG6POL;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1335018;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;13350758;3;0,0084;0;0;1;1;0;0;0;0;0;1
1561;Fensterheber;13350760;2;0,0056;0;0;1;1;0;0;0;0;0;1
1561;Fensterheber;13350762;3;0,0084;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;13350764;1;0,0028;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;1335PSG1;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;133645;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1338PSG1;1;0,0028;0;0;1;0;1;0;0;0;0;0
1561;Fensterheber;1340453080;14;0,0391;1;1;0;1;0;1;1;1;1;1
1561;Fensterheber;1341395080;1;0,0028;1;1;1;1;0;0;1;1;1;1
1561;Fensterheber;1341396080;4;0,0112;1;1;1;1;0;0;1;1;1;1
1561;Fensterheber;13447038;7;0,0195;1;0;1;1;0;0;1;1;0;1
1561;Fensterheber;13447039;11;0,0307;1;0;1;1;0;0;1;1;0;1
1561;Fensterheber;13447040;2;0,0056;0;0;0;1;0;0;0;0;0;1
1561;Fensterheber;134710;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;13472111;1;0,0028;0;0;1;0;0;0;0;0;0;1
1561;Fensterheber;135242;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1354700080;6;0,0168;1;1;1;1;0;1;1;1;1;1
1561;Fensterheber;1354726080;10;0,0279;1;1;1;1;0;1;1;1;1;1
1561;Fensterheber;1358175080;6;0,0168;1;0;0;1;0;0;1;1;0;1
1561;Fensterheber;13587;5;0,014;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;136104;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;136110;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;136118;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;136122;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;136136;2;0,0056;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;136143;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;136152;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;136366;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1366564080;2;0,0056;0;0;0;1;0;0;1;1;0;0
1561;Fensterheber;1368042080;1;0,0028;1;0;0;1;0;0;1;1;0;1
1561;Fensterheber;1368043080;2;0,0056;1;0;0;1;0;0;1;1;0;1
1561;Fensterheber;1368329080;2;0,0056;1;1;1;1;0;1;1;1;1;1
1561;Fensterheber;1368331080;20;0,0558;1;1;1;1;0;1;1;1;1;1
1561;Fensterheber;1368917080;2;0,0056;1;0;0;1;0;0;1;1;0;1
1561;Fensterheber;1368918080;10;0,0279;1;0;0;1;0;0;1;1;0;1
1561;Fensterheber;1368921080;5;0,014;1;1;0;1;0;1;1;1;1;1
1561;Fensterheber;1368922080;18;0,0503;1;1;0;1;0;1;1;1;1;1
1561;Fensterheber;13702111;1;0,0028;0;0;1;0;0;0;0;0;0;0
1561;Fensterheber;1374568;2;0,0056;1;1;0;1;1;0;1;1;1;0
1561;Fensterheber;138449;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;138450;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;139250;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1394449080;2;0,0056;1;0;0;1;0;0;0;1;1;1
1561;Fensterheber;139467;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;139652;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;139896;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;139897;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;139898;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1400753;2;0,0056;1;1;0;1;1;0;1;1;1;0
1561;Fensterheber;140277;1;0,0028;1;1;1;1;0;0;1;1;1;1
1561;Fensterheber;140278;2;0,0056;1;1;1;1;0;0;1;1;1;0
1561;Fensterheber;140308;3;0,0084;1;1;0;1;0;0;1;1;1;1
1561;Fensterheber;140321;1;0,0028;1;1;1;1;0;0;1;1;1;0
1561;Fensterheber;1404221;1;0,0028;0;0;1;0;0;0;1;0;0;1
1561;Fensterheber;1407301146;1;0,0028;1;0;0;0;1;0;0;0;0;0
1561;Fensterheber;140843;2;0,0056;1;0;1;0;0;0;1;1;0;0
1561;Fensterheber;141260;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1415736;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;1417697;6;0,0168;1;1;1;1;1;1;1;1;1;1
1561;Fensterheber;1417698;25;0,0698;1;1;1;1;1;1;1;1;1;1
1561;Fensterheber;1422735;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;142526;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;142861;1;0,0028;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;143799;3;0,0084;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;143800;1;0,0028;0;0;0;0;0;0;0;0;0;0
