NORMSEARCHWORD;SUMMCNT;CNT_WITH_KART;CNT_NOT_FOUND;CNT_NO_KART;QTY_POS;GENART_QTY_POS;GENART_DLNR_QTY_POS;PERCENT_QTY_POS;U4_OE;SA200;SA203FF;IAM_GENART;GENARTNR;GENARTDESCR
"012432";4;4;0;0;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"012434";11;9;0;2;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012435";16;16;0;0;5;5;0;100;0;0;0;1;1561;"Fensterheber"
"012436";8;8;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"012437";5;5;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"012442";6;6;0;0;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"012444";18;16;0;2;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"012449";7;6;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012466";3;3;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"012467";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012474";10;10;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"012490";16;16;0;0;6;6;0;100;0;0;0;1;1561;"Fensterheber"
"012491";22;22;0;0;3;2;0;66,67;0;0;0;1;1561;"Fensterheber"
"012506";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012507";7;7;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012509";12;12;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"012510";39;37;0;2;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012514";15;15;0;0;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"012515";88;86;2;0;23;1;0;4,35;0;0;0;1;1561;"Fensterheber"
"012525";15;15;0;0;6;5;0;83,33;0;0;0;1;1561;"Fensterheber"
"012529";8;8;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012530";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012531";9;8;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012901";9;7;0;2;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012904";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"012909";9;9;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"012961";2;1;1;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013000";239;233;0;6;32;3;0;9,38;0;0;0;1;1561;"Fensterheber"
"013021";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013029";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013040";12;9;0;3;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013064";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013514";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013517";15;14;0;1;4;4;0;100;0;0;0;1;1561;"Fensterheber"
"013518";6;5;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013530";7;7;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"013531";14;13;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013533";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013542";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013547";11;11;0;0;5;1;0;20;0;0;0;1;1561;"Fensterheber"
"013549";4;4;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"013558";16;11;0;5;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013800";22;22;0;0;5;3;0;60;0;0;0;1;1561;"Fensterheber"
"013801";7;7;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"013808";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013821";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013844";4;4;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"013846";25;25;0;0;9;5;0;55,56;0;0;0;1;1561;"Fensterheber"
"013847";10;10;0;0;4;4;0;100;0;0;0;1;1561;"Fensterheber"
"013899";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013912";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013918";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013919";15;15;0;0;5;5;0;100;0;0;0;1;1561;"Fensterheber"
"013920";33;29;1;3;5;2;0;40;0;0;0;1;1561;"Fensterheber"
"013921";13;13;0;0;5;2;0;40;0;0;0;1;1561;"Fensterheber"
"013922";12;12;0;0;4;4;0;100;0;0;0;1;1561;"Fensterheber"
"013923";5;5;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"013924";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013925";5;5;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"013932";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013933";12;12;0;0;8;6;0;75;0;0;0;1;1561;"Fensterheber"
"013979";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013981";18;18;0;0;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"013990";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013993";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"013996";6;6;0;0;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"013997";3;3;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0140197";18;11;1;6;2;1;0;50;1;0;0;0;1561;"Fensterheber"
"014031";6;5;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014037";5;5;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"014162";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014163";11;10;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014164";2;2;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"014165";4;4;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"014179";12;12;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"014194";8;8;0;0;3;2;0;66,67;0;0;0;1;1561;"Fensterheber"
"014195";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014229";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014233";3;1;0;2;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014341";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014359";7;7;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"014397";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014464";3;3;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014478";5;5;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"014479";89;89;0;0;78;1;0;1,28;0;0;0;1;1561;"Fensterheber"
"014486";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014488";6;4;0;2;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014489";9;9;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014495";11;11;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"014524";5;4;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014525";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014546";7;7;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"014547";7;7;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014575";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014590";50;50;0;0;23;1;0;4,35;0;0;0;1;1561;"Fensterheber"
"014591";15;11;0;4;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"014634";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014650";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014653";7;7;0;0;4;4;0;100;0;0;0;1;1561;"Fensterheber"
"014658";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014659";5;5;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"014661";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014662";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014663";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0147261";10;10;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014767";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014823";8;8;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014825";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014832";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014834";14;14;0;0;5;5;0;100;0;0;0;1;1561;"Fensterheber"
"014835";14;14;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"014847";10;10;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"014848";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014849";3;3;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"014857";3;3;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014858";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014865";41;40;0;1;16;1;0;6,25;0;0;0;1;1561;"Fensterheber"
"014871";27;27;0;0;12;4;0;33,33;0;0;0;1;1561;"Fensterheber"
"014874";10;10;0;0;3;1;0;33,33;0;0;0;1;1561;"Fensterheber"
"014875";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014878";15;15;0;0;6;1;0;16,67;0;0;0;1;1561;"Fensterheber"
"014889";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014894";6;5;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014898";3;3;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"014899";4;3;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014924";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014930";116;116;0;0;86;6;0;6,98;0;0;0;1;1561;"Fensterheber"
"014931";13;13;0;0;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"014933";12;9;1;2;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"014979";6;5;0;1;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"015036";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"015051";36;36;0;0;17;5;0;29,41;0;0;0;1;1561;"Fensterheber"
"015052";19;19;0;0;4;4;0;100;0;0;0;1;1561;"Fensterheber"
"015108";6;6;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"015111";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"015116";14;14;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"015118";10;10;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"015124";3;3;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"015142";25;25;0;0;10;10;0;100;0;0;0;1;1561;"Fensterheber"
"015143";14;14;0;0;6;6;0;100;0;0;0;1;1561;"Fensterheber"
"015144";8;8;0;0;5;5;0;100;0;0;0;1;1561;"Fensterheber"
"015153";12;12;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01534106";1;1;0;0;1;1;0;100;0;0;0;0;1561;"Fensterheber"
"015509";5;4;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"015520";10;10;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"015521";44;44;0;0;9;7;0;77,78;0;0;0;1;1561;"Fensterheber"
"015525";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"015527";3;2;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"015545";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"015548";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"015555";7;7;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"015560";2;1;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"015590";29;29;0;0;10;10;0;100;0;0;0;1;1561;"Fensterheber"
"015591";39;34;0;5;12;12;0;100;0;0;0;1;1561;"Fensterheber"
"0160261";10;9;0;1;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"0160262";9;9;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0160265";11;9;0;2;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"016401";12;11;0;1;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"016902";26;25;0;1;6;1;0;16,67;0;0;0;1;1561;"Fensterheber"
"016952";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017004";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017041";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017127";2;1;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017132";4;4;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"017133";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017137";3;3;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017223";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017237";9;9;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0172608";1;1;0;0;1;1;0;100;0;0;0;0;1561;"Fensterheber"
"0172713";3;1;2;0;1;1;0;100;0;0;0;0;1561;"Fensterheber"
"0172746";2;2;0;0;1;1;0;100;0;0;0;0;1561;"Fensterheber"
"017286";20;20;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"017287";21;21;0;0;5;5;0;100;0;0;0;1;1561;"Fensterheber"
"017303";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017436";3;3;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017437";7;7;0;0;4;4;0;100;0;0;0;1;1561;"Fensterheber"
"017451";18;18;0;0;3;1;0;33,33;0;0;0;1;1561;"Fensterheber"
"017461";3;3;0;0;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"017509";9;9;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"017544";22;22;0;0;11;3;0;27,27;0;0;0;1;1561;"Fensterheber"
"017635";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017655";44;43;0;1;4;3;0;75;0;0;0;1;1561;"Fensterheber"
"017669";9;8;0;1;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"017695";8;7;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017696";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017698";17;17;0;0;4;2;0;50;0;0;0;1;1561;"Fensterheber"
"017699";13;12;0;1;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"017715";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0177261";12;11;0;1;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"017742";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017763OR";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017898";8;8;0;0;5;2;0;40;0;0;0;1;1561;"Fensterheber"
"017927";41;39;0;2;10;3;0;30;0;0;0;1;1561;"Fensterheber"
"017959";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017969";5;2;0;3;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017979";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017988";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017989";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017995";11;11;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"017996";19;19;0;0;5;1;0;20;0;0;0;1;1561;"Fensterheber"
"017997";6;5;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"017999";3;3;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018030";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018031";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018040";11;11;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018041";15;15;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"018086";42;42;0;0;21;1;0;4,76;0;0;0;1;1561;"Fensterheber"
"018101";13;13;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"018102";11;11;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018196";7;7;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018197";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018258";11;10;0;1;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"018272";4;4;0;0;2;1;0;50;0;0;0;1;1561;"Fensterheber"
"018273";20;20;0;0;10;2;0;20;0;0;0;1;1561;"Fensterheber"
"018283";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018286";13;12;0;1;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"018300";70;68;0;2;19;16;0;84,21;0;0;0;1;1561;"Fensterheber"
"018356";13;12;0;1;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"018357";19;19;0;0;10;10;0;100;0;0;0;1;1561;"Fensterheber"
"018374";4;4;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018407";4;4;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"018411";7;7;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018414";13;13;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"018523";7;1;1;5;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"018552";4;3;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV031";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV051";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV071";2;2;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV151";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV362";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV451";5;1;0;4;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV462";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV483";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV561";5;5;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV761";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV913";2;1;0;1;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"01SKV922";2;2;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"02023700A";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"021354";17;13;0;4;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"021355";3;3;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0248265";2;1;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0248266";3;3;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0254005";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0254012";2;1;0;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0301264";8;6;0;2;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0302261";32;31;0;1;6;6;0;100;0;0;0;1;1561;"Fensterheber"
"0315261";23;23;0;0;5;5;0;100;0;0;0;1;1561;"Fensterheber"
"0315262";23;23;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"031812";7;7;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"031815";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0318261";32;31;0;1;8;8;0;100;0;0;0;1;1561;"Fensterheber"
"0318264";14;14;0;0;6;6;0;100;0;0;0;1;1561;"Fensterheber"
"0323265";23;23;0;0;4;4;0;100;0;0;0;1;1561;"Fensterheber"
"0323266";12;12;0;0;4;3;0;75;0;0;0;1;1561;"Fensterheber"
"0325261";149;148;0;1;48;48;0;100;0;0;0;1;1561;"Fensterheber"
"0325261VWA";3;2;1;0;1;1;0;100;0;0;0;0;1561;"Fensterheber"
"0325262";67;67;0;0;18;18;0;100;0;0;0;1;1561;"Fensterheber"
"0325262WEZEL";1;1;0;0;1;1;0;100;0;0;0;0;1561;"Fensterheber"
"0325263";7;7;0;0;2;2;0;100;0;0;0;1;1561;"Fensterheber"
"032620";3;1;0;2;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"032621";7;5;0;2;3;2;0;66,67;0;0;0;1;1561;"Fensterheber"
"0327261";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0328261";37;27;0;10;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"0328262";26;20;0;6;6;6;0;100;0;0;0;1;1561;"Fensterheber"
"0328262VWA";1;1;0;0;1;1;0;100;0;0;0;0;1561;"Fensterheber"
"0330261";29;28;0;1;7;7;0;100;0;0;0;1;1561;"Fensterheber"
"0330262";13;13;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"0331261";24;24;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"0331262";5;5;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0332261";62;62;0;0;11;11;0;100;0;0;0;1;1561;"Fensterheber"
"0332262";15;15;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"0332263";73;73;0;0;16;16;0;100;0;0;0;1;1561;"Fensterheber"
"0332263VWA";1;1;0;0;1;1;0;100;0;0;0;0;1561;"Fensterheber"
"0332264";11;11;0;0;3;3;0;100;0;0;0;1;1561;"Fensterheber"
"0332265";58;58;0;0;15;15;0;100;0;0;0;1;1561;"Fensterheber"
"0332266";13;12;1;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0336263";24;22;1;1;6;6;0;100;0;0;0;1;1561;"Fensterheber"
"0336264";22;19;0;3;8;8;0;100;0;0;0;1;1561;"Fensterheber"
"034152";7;4;2;1;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"0342261";42;40;0;2;5;5;0;100;0;0;0;1;1561;"Fensterheber"
"0342262";7;7;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"034227";19;16;1;2;10;2;0;20;0;0;0;1;1561;"Fensterheber"
"0346263";1;1;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
"034772";6;6;0;0;1;1;0;100;0;0;0;1;1561;"Fensterheber"
