GENARTNR;GENARTDESCR;NORMSEARCHWORD;QTY_POS;RATIO (%);VALEO;LEMF?RDER;VAN WEZEL;METZGER AUTOTEILE;MAGNETI MARELLI;FEBI BILSTEIN;MAXGEAR;DOGA;PMM;Ac Rolcar
;Absolut;;44031;;30957;27302;32645;30495;33328;18626;24411;33008;33223;29404
;Prozent;;;;70;62;74;69;76;42;55;75;75;67
1561;Fensterheber;0000051723323;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;0000051895385;1;0,0023;0;0;0;0;1;0;0;0;0;0
1561;Fensterheber;0000052130436;1;0,0023;0;0;0;0;1;0;0;0;0;0
1561;Fensterheber;0002684V004000000;1;0,0023;0;0;1;0;0;0;0;0;0;0
1561;Fensterheber;0002691V001;1;0,0023;0;0;1;1;0;0;0;0;0;0
1561;Fensterheber;0002691V001000000;1;0,0023;0;0;0;1;0;0;0;1;0;0
1561;Fensterheber;0002691V002000000;1;0,0023;0;0;0;1;0;0;0;1;0;0
1561;Fensterheber;0002691V003;1;0,0023;0;0;0;1;0;0;0;0;0;0
1561;Fensterheber;0002691V003000000;7;0,0159;0;0;1;1;0;0;0;1;0;0
1561;Fensterheber;0002702V001000000;4;0,0091;0;0;1;1;0;0;0;1;0;0
1561;Fensterheber;0002702V002000000;4;0,0091;0;0;0;1;0;0;0;1;0;0
1561;Fensterheber;0002702V003000000;5;0,0114;0;0;1;1;0;0;0;1;0;0
1561;Fensterheber;0007200079;5;0,0114;1;0;0;0;1;1;0;0;0;0
1561;Fensterheber;0007200179;2;0,0045;1;0;0;0;1;1;0;0;0;0
1561;Fensterheber;0007200246;2;0,0045;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;00141801;1;0,0023;0;0;1;1;0;1;1;0;0;1
1561;Fensterheber;00181804;1;0,0023;0;0;1;1;0;0;1;0;0;1
1561;Fensterheber;00191801;3;0,0068;0;0;1;1;0;1;1;0;0;1
1561;Fensterheber;0039892;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;0039928;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;00611904;1;0,0023;0;0;1;1;0;1;1;1;0;1
1561;Fensterheber;00621901;2;0,0045;0;0;1;1;1;1;0;1;1;0
1561;Fensterheber;00621902;1;0,0023;0;0;1;1;1;1;0;0;1;0
1561;Fensterheber;00643429;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;0070944;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;0071769766;1;0,0023;0;0;0;0;1;0;0;0;0;0
1561;Fensterheber;0086126;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;00SKV186;1;0,0023;0;0;0;1;0;0;0;0;0;0
1561;Fensterheber;00SKV201;1;0,0023;0;0;0;1;0;0;0;0;0;0
1561;Fensterheber;00SKV512;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;00SKV613;1;0,0023;0;0;0;1;0;0;0;0;0;0
1561;Fensterheber;00SKV631;1;0,0023;0;0;0;1;0;0;0;0;0;0
1561;Fensterheber;00SKV762;2;0,0045;0;0;0;1;0;0;0;1;0;0
1561;Fensterheber;00SKV831;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;010139;1;0,0023;1;0;0;0;0;0;0;1;1;1
1561;Fensterheber;010147;1;0,0023;0;0;0;1;0;1;0;0;1;1
1561;Fensterheber;010158;1;0,0023;0;0;0;1;1;0;0;0;1;1
1561;Fensterheber;010159;1;0,0023;0;0;0;1;1;0;0;0;1;1
1561;Fensterheber;010160;1;0,0023;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;010161;1;0,0023;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;01046700A;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;01049200A;2;0,0045;0;0;0;0;0;1;0;0;0;0
1561;Fensterheber;010502;4;0,0091;0;0;0;1;1;0;1;1;1;1
1561;Fensterheber;010504;3;0,0068;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;010505;1;0,0023;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;010506;3;0,0068;0;0;0;1;1;0;1;1;0;1
1561;Fensterheber;010507;2;0,0045;0;0;0;1;1;0;1;1;0;1
1561;Fensterheber;011425;1;0,0023;0;0;0;0;0;0;0;0;1;1
1561;Fensterheber;011510;1;0,0023;1;0;0;0;1;0;0;0;0;1
1561;Fensterheber;011511;7;0,0159;1;0;0;0;1;0;0;0;0;1
1561;Fensterheber;011513;1;0,0023;1;0;0;0;0;0;0;0;0;1
1561;Fensterheber;011514;4;0,0091;1;0;0;0;1;0;0;1;1;1
1561;Fensterheber;011515;17;0,0386;1;0;0;0;1;0;0;1;1;1
1561;Fensterheber;011516;1;0,0023;1;0;0;0;0;0;0;0;1;1
1561;Fensterheber;011704;2;0,0045;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;011705;3;0,0068;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;011754;5;0,0114;0;0;1;0;1;1;1;1;1;1
1561;Fensterheber;011755;2;0,0045;0;0;1;0;1;1;1;1;1;1
1561;Fensterheber;011807;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;011816;1;0,0023;1;0;1;0;1;0;1;1;1;1
1561;Fensterheber;011817;3;0,0068;1;0;1;0;1;0;1;1;1;1
1561;Fensterheber;012003;2;0,0045;1;0;1;0;1;0;0;1;1;1
1561;Fensterheber;012415;1;0,0023;1;0;1;0;1;0;1;1;1;1
1561;Fensterheber;012434;2;0,0045;1;0;0;1;1;0;1;1;1;1
1561;Fensterheber;012435;3;0,0068;1;0;0;1;1;0;1;1;1;1
1561;Fensterheber;012436;1;0,0023;0;0;1;1;1;0;0;0;1;1
1561;Fensterheber;012442;2;0,0045;0;0;0;0;1;0;1;0;1;1
1561;Fensterheber;012444;1;0,0023;0;0;0;0;1;0;1;1;0;1
1561;Fensterheber;012445;1;0,0023;0;0;0;0;1;0;1;1;1;1
1561;Fensterheber;012449;1;0,0023;0;0;0;0;1;0;1;1;1;1
1561;Fensterheber;012466;2;0,0045;0;0;1;0;1;0;1;0;1;1
1561;Fensterheber;012467;2;0,0045;0;0;1;0;1;0;1;1;1;1
1561;Fensterheber;012474;1;0,0023;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;012475;2;0,0045;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;012479;1;0,0023;0;0;1;1;0;0;0;1;1;1
1561;Fensterheber;012480;1;0,0023;0;0;0;1;1;0;1;0;0;1
1561;Fensterheber;012484;1;0,0023;1;0;0;1;1;1;0;1;1;1
1561;Fensterheber;012490;2;0,0045;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;012491;3;0,0068;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;012494;1;0,0023;0;0;0;1;1;0;0;1;0;1
1561;Fensterheber;012507;1;0,0023;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;012508;3;0,0068;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;012509;2;0,0045;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;012510;1;0,0023;1;0;1;0;1;0;1;1;1;1
1561;Fensterheber;012514;2;0,0045;1;0;1;0;1;0;1;1;1;1
1561;Fensterheber;012524;1;0,0023;1;0;0;0;1;1;1;0;1;1
1561;Fensterheber;012525;2;0,0045;1;0;0;0;1;1;1;0;1;1
1561;Fensterheber;012529;4;0,0091;1;0;1;0;1;1;1;1;1;1
1561;Fensterheber;012607;1;0,0023;1;0;0;0;1;1;0;1;1;1
1561;Fensterheber;013001;1;0,0023;0;0;0;0;1;0;0;1;1;1
1561;Fensterheber;013003;1;0,0023;1;0;0;1;1;0;1;1;1;1
1561;Fensterheber;013020;2;0,0045;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;013021;3;0,0068;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;013022;3;0,0068;1;0;1;0;1;0;0;1;1;1
1561;Fensterheber;013029;1;0,0023;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;013040;2;0,0045;1;0;1;1;1;0;1;0;1;1
1561;Fensterheber;013044;1;0,0023;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;013064;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;013207047;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;013407072;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;013503;2;0,0045;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013514;1;0,0023;0;0;0;1;1;0;1;1;1;1
1561;Fensterheber;013517;1;0,0023;1;0;0;0;1;0;0;1;0;1
1561;Fensterheber;013530;5;0,0114;1;0;1;1;1;0;0;0;1;1
1561;Fensterheber;013534;1;0,0023;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;013535;2;0,0045;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;013541;1;0,0023;1;0;1;0;1;1;1;1;1;1
1561;Fensterheber;013543;1;0,0023;1;0;1;1;0;0;0;1;1;1
1561;Fensterheber;013544;1;0,0023;0;0;0;0;0;0;0;1;1;1
1561;Fensterheber;013548;1;0,0023;1;0;1;1;1;0;0;0;1;1
1561;Fensterheber;013549;1;0,0023;1;0;1;1;1;0;0;0;1;1
1561;Fensterheber;013558;2;0,0045;1;0;1;1;1;0;0;0;1;1
1561;Fensterheber;013586;1;0,0023;0;0;0;1;0;0;0;1;0;1
1561;Fensterheber;013607051;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;013800;1;0,0023;0;0;0;1;1;0;1;1;1;1
1561;Fensterheber;013801;3;0,0068;0;0;0;1;1;0;1;1;1;1
1561;Fensterheber;013809;2;0,0045;0;0;1;0;1;0;0;0;1;1
1561;Fensterheber;013818;1;0,0023;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;013826;2;0,0045;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;013835;1;0,0023;1;0;1;1;0;0;0;1;1;1
1561;Fensterheber;013846;4;0,0091;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;013847;3;0,0068;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;013899;1;0,0023;1;0;0;0;1;0;1;1;0;1
1561;Fensterheber;013901;1;0,0023;1;0;1;0;1;0;0;1;1;1
1561;Fensterheber;013912;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;013916;3;0,0068;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013917;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013918;5;0,0114;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013919;4;0,0091;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013920;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013921;2;0,0045;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013922;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;013923;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;013925;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013932;6;0,0136;1;0;1;0;1;1;1;1;1;1
1561;Fensterheber;013933;2;0,0045;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013990;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;013992;1;0,0023;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;013993;1;0,0023;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014030;2;0,0045;0;0;1;1;1;0;0;1;1;1
1561;Fensterheber;014031;1;0,0023;0;0;1;1;1;0;0;1;1;1
1561;Fensterheber;014091;1;0,0023;1;0;1;0;1;1;1;1;1;1
1561;Fensterheber;014092;1;0,0023;1;0;1;0;1;0;1;1;1;1
1561;Fensterheber;014093;2;0,0045;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014096;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014135;1;0,0023;1;0;1;1;1;0;1;0;1;1
1561;Fensterheber;014144;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014145;4;0,0091;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014162;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014164;2;0,0045;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014194;2;0,0045;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014195;7;0,0159;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014463;1;0,0023;0;0;1;0;1;1;1;1;1;1
1561;Fensterheber;014478;1;0,0023;0;0;1;1;1;0;0;1;1;1
1561;Fensterheber;014489;1;0,0023;1;0;1;1;0;0;1;1;1;1
1561;Fensterheber;014524;1;0,0023;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;014525;3;0,0068;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;014545;3;0,0068;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014546;2;0,0045;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014547;2;0,0045;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014556;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014557;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014591;2;0,0045;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014596;1;0,0023;1;0;1;1;0;0;1;1;1;1
1561;Fensterheber;014597;2;0,0045;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014634;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014635;2;0,0045;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014636;2;0,0045;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014637;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014644;1;0,0023;1;0;1;1;1;0;0;1;0;1
1561;Fensterheber;014645;1;0,0023;1;0;1;1;1;0;0;1;0;1
1561;Fensterheber;014649;2;0,0045;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014650;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014652;5;0,0114;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014653;2;0,0045;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014658;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014663;1;0,0023;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014667;1;0,0023;1;0;1;0;1;0;0;1;1;1
1561;Fensterheber;014669;1;0,0023;0;0;1;1;1;1;1;0;0;1
1561;Fensterheber;014671;1;0,0023;0;0;1;1;0;0;1;0;0;1
1561;Fensterheber;014674;1;0,0023;0;0;0;1;0;0;0;0;1;1
1561;Fensterheber;014690;1;0,0023;0;0;0;1;0;0;0;0;0;1
1561;Fensterheber;014707092;2;0,0045;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;0147261;3;0,0068;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;0147262;3;0,0068;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014758;2;0,0045;1;0;1;0;1;1;1;1;1;1
1561;Fensterheber;014759;1;0,0023;1;0;1;0;1;1;1;1;1;1
1561;Fensterheber;014764;1;0,0023;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;014766;1;0,0023;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;014832;1;0,0023;0;0;1;1;1;0;0;1;1;1
1561;Fensterheber;014834;7;0,0159;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014835;3;0,0068;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014836;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014837;2;0,0045;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014840;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014847;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014849;1;0,0023;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014852;1;0,0023;1;0;1;1;1;0;1;0;0;1
1561;Fensterheber;014856;1;0,0023;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014858;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014867;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;014870;2;0,0045;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014871;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014874;1;0,0023;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;0148777;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;014888;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014889;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;014894;1;0,0023;1;0;1;1;1;1;1;0;1;1
1561;Fensterheber;014895;1;0,0023;1;0;1;1;1;1;1;0;1;1
1561;Fensterheber;014915;1;0,0023;1;0;1;0;1;0;0;1;1;1
1561;Fensterheber;014927;1;0,0023;1;0;0;0;1;0;0;1;1;1
1561;Fensterheber;014930;5;0,0114;1;0;1;1;0;0;1;1;1;1
1561;Fensterheber;014931;2;0,0045;1;0;1;1;0;0;1;1;1;1
1561;Fensterheber;014933;4;0,0091;0;0;0;0;0;0;0;0;0;1
1561;Fensterheber;014942;1;0,0023;1;0;0;0;1;0;0;0;1;1
1561;Fensterheber;015029OR;1;0,0023;0;0;0;0;0;0;0;1;0;1
1561;Fensterheber;015036;1;0,0023;0;0;0;0;0;0;0;1;1;1
1561;Fensterheber;015051;4;0,0091;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;015052;7;0,0159;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;015108;1;0,0023;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;015110;2;0,0045;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;015111;2;0,0045;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;015114;4;0,0091;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;015116;3;0,0068;0;0;1;1;1;1;1;1;0;1
1561;Fensterheber;015118;2;0,0045;1;0;1;1;1;0;1;0;1;1
1561;Fensterheber;015119;1;0,0023;1;0;1;1;1;0;1;0;1;1
1561;Fensterheber;015136;1;0,0023;1;0;1;1;1;0;1;0;1;1
1561;Fensterheber;015142;8;0,0182;1;0;1;1;1;1;1;0;1;1
1561;Fensterheber;015143;2;0,0045;1;0;1;1;1;1;1;0;1;1
1561;Fensterheber;015144;6;0,0136;0;0;0;1;1;0;0;1;0;1
1561;Fensterheber;015145;2;0,0045;0;0;0;1;1;0;0;1;0;1
1561;Fensterheber;015153;3;0,0068;1;0;1;1;0;0;0;0;1;1
1561;Fensterheber;015167;1;0,0023;0;0;1;0;1;0;1;0;1;1
1561;Fensterheber;015178;1;0,0023;0;0;1;1;1;0;0;0;0;1
1561;Fensterheber;015181;1;0,0023;0;0;1;1;1;1;0;1;1;1
1561;Fensterheber;0153099;1;0,0023;0;0;0;0;0;1;0;0;0;0
1561;Fensterheber;015502;2;0,0045;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;015512;2;0,0045;1;0;0;0;1;0;0;1;1;1
1561;Fensterheber;015513;3;0,0068;1;0;0;0;1;0;0;1;1;1
1561;Fensterheber;015520;3;0,0068;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;015521;6;0,0136;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;015525;1;0,0023;0;0;1;0;1;0;1;1;1;1
1561;Fensterheber;015532;2;0,0045;1;0;0;0;1;0;0;1;1;1
1561;Fensterheber;015545;1;0,0023;0;0;0;1;1;0;0;1;0;1
1561;Fensterheber;015590;11;0,025;0;0;1;1;1;0;0;0;0;1
1561;Fensterheber;015591;11;0,025;0;0;1;1;1;0;0;0;0;1
1561;Fensterheber;0160261;2;0,0045;0;0;1;0;1;0;1;1;1;1
1561;Fensterheber;0160262;1;0,0023;0;0;1;0;1;0;1;1;1;1
1561;Fensterheber;0160263;1;0,0023;0;0;1;0;1;0;1;1;1;1
1561;Fensterheber;0160264;1;0,0023;0;0;1;0;1;0;1;1;1;1
1561;Fensterheber;0160265;1;0,0023;0;0;1;0;1;0;0;1;1;0
1561;Fensterheber;016422;2;0,0045;0;0;0;0;0;0;0;0;0;1
1561;Fensterheber;016423;2;0,0045;0;0;0;0;0;0;0;0;0;1
1561;Fensterheber;016907;2;0,0045;1;0;1;0;1;0;0;1;1;1
1561;Fensterheber;016993;1;0,0023;0;0;0;0;0;0;0;0;1;1
1561;Fensterheber;017041;1;0,0023;1;0;1;0;1;0;0;0;0;1
1561;Fensterheber;017069;1;0,0023;1;0;0;1;1;0;0;1;1;1
1561;Fensterheber;017070;2;0,0045;1;0;0;1;1;0;0;1;1;1
1561;Fensterheber;017137;3;0,0068;0;0;0;0;0;0;0;0;0;1
1561;Fensterheber;017207;2;0,0045;0;0;0;1;1;0;0;1;0;1
1561;Fensterheber;017237;2;0,0045;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;017255;2;0,0045;1;0;1;0;1;0;0;1;1;1
1561;Fensterheber;0172578;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;0172631;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;0172673;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;017274;1;0,0023;1;0;0;0;1;0;0;1;1;1
1561;Fensterheber;0172780;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;017286;3;0,0068;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;017287;1;0,0023;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;017319;1;0,0023;0;0;1;0;1;0;0;0;1;1
1561;Fensterheber;017436;2;0,0045;0;0;1;1;1;1;1;1;1;1
1561;Fensterheber;017486;1;0,0023;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;017509;5;0,0114;0;0;1;1;1;0;0;1;0;1
1561;Fensterheber;017544;2;0,0045;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;0175757;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;017594;3;0,0068;0;0;1;0;0;0;0;1;1;1
1561;Fensterheber;017600;1;0,0023;1;0;1;1;0;0;1;1;1;1
1561;Fensterheber;017635;1;0,0023;0;0;1;1;1;0;0;1;1;1
1561;Fensterheber;017655;3;0,0068;0;0;1;0;0;0;0;1;1;1
1561;Fensterheber;017669;4;0,0091;0;0;0;0;0;0;0;1;0;1
1561;Fensterheber;0176694849;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;017695;1;0,0023;1;0;1;0;0;0;0;1;1;1
1561;Fensterheber;017696;1;0,0023;0;0;1;1;1;0;0;1;1;1
1561;Fensterheber;017699;1;0,0023;0;0;0;1;1;0;0;0;1;1
1561;Fensterheber;017715;4;0,0091;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;0177261;3;0,0068;0;0;1;0;1;0;0;0;1;1
1561;Fensterheber;017742;1;0,0023;1;0;1;1;1;0;1;1;1;1
1561;Fensterheber;017821;1;0,0023;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;017837;1;0,0023;0;0;1;0;0;0;1;1;1;1
1561;Fensterheber;017898;2;0,0045;0;0;1;0;0;0;0;1;1;1
1561;Fensterheber;017927;2;0,0045;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;017935;1;0,0023;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;017995;2;0,0045;1;0;0;1;1;0;1;1;1;1
1561;Fensterheber;017997;1;0,0023;1;0;1;0;1;0;0;1;1;1
1561;Fensterheber;017999;1;0,0023;1;0;1;1;1;1;1;1;1;1
1561;Fensterheber;018009;1;0,0023;1;0;0;1;1;0;0;1;1;1
1561;Fensterheber;018030;4;0,0091;1;0;0;1;0;1;1;1;1;1
1561;Fensterheber;018052OR;1;0,0023;0;0;0;0;0;0;0;1;0;1
1561;Fensterheber;018069;2;0,0045;0;0;1;0;0;0;0;0;1;1
1561;Fensterheber;018088;1;0,0023;1;0;0;0;1;0;0;0;1;1
1561;Fensterheber;018100;3;0,0068;1;0;1;1;1;1;0;1;1;1
1561;Fensterheber;018101;10;0,0227;1;0;1;1;1;1;0;1;1;1
1561;Fensterheber;018102;4;0,0091;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;018103;6;0,0136;0;0;1;0;1;0;0;1;1;1
1561;Fensterheber;018135;2;0,0045;0;0;0;1;1;0;1;1;1;1
1561;Fensterheber;018136;2;0,0045;1;0;0;0;1;0;0;1;1;0
1561;Fensterheber;018196;3;0,0068;1;0;1;1;0;1;1;0;1;1
1561;Fensterheber;018197;3;0,0068;1;0;1;1;0;1;1;0;1;1
1561;Fensterheber;018258;1;0,0023;1;0;1;1;1;1;1;0;1;1
1561;Fensterheber;018272;1;0,0023;0;0;0;0;0;0;0;1;1;1
1561;Fensterheber;018286;2;0,0045;0;0;0;1;0;0;0;0;0;1
1561;Fensterheber;018300;7;0,0159;0;0;1;1;1;0;1;0;1;1
1561;Fensterheber;018301;2;0,0045;0;0;1;1;1;0;1;0;1;1
1561;Fensterheber;018304;1;0,0023;1;0;1;0;0;0;0;0;1;1
1561;Fensterheber;018308;1;0,0023;1;0;1;1;1;1;1;0;1;1
1561;Fensterheber;018356;4;0,0091;0;0;0;0;1;0;0;1;1;1
1561;Fensterheber;018357;6;0,0136;0;0;0;0;1;0;0;1;1;1
1561;Fensterheber;018407;1;0,0023;0;0;0;0;0;0;0;0;1;1
1561;Fensterheber;018414;2;0,0045;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;018415;2;0,0045;0;0;1;1;1;0;1;1;1;1
1561;Fensterheber;018419;1;0,0023;0;0;0;1;1;0;0;0;0;1
1561;Fensterheber;018525OR;1;0,0023;0;0;0;0;0;0;0;0;0;1
1561;Fensterheber;018552;1;0,0023;0;0;0;1;0;0;0;0;1;1
1561;Fensterheber;018712;1;0,0023;0;0;0;1;0;0;0;0;0;1
1561;Fensterheber;019907071;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;01SKV072;1;0,0023;0;0;0;1;0;1;1;0;0;0
1561;Fensterheber;01SKV172;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;01SKV331;1;0,0023;0;0;0;1;0;1;0;0;0;0
1561;Fensterheber;01SKV381;1;0,0023;0;0;0;1;0;0;0;0;0;0
1561;Fensterheber;01SKV384;2;0,0045;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;01SKV391;2;0,0045;0;0;0;1;0;1;0;0;0;0
1561;Fensterheber;01SKV522;1;0,0023;0;0;0;1;0;0;0;0;0;0
1561;Fensterheber;01SKV621;1;0,0023;0;0;0;1;0;1;1;1;0;0
1561;Fensterheber;01SKV861;3;0,0068;0;0;0;1;0;0;0;0;0;0
1561;Fensterheber;01SKV901;1;0,0023;0;0;0;1;0;0;0;1;0;0
1561;Fensterheber;01SKV921;1;0,0023;0;0;0;1;0;1;1;1;0;0
1561;Fensterheber;02023600A;1;0,0023;0;0;0;0;0;1;0;0;0;0
1561;Fensterheber;021351;2;0,0045;1;0;1;0;1;0;0;1;1;1
1561;Fensterheber;022007042;1;0,0023;0;0;0;0;0;0;0;0;0;0
1561;Fensterheber;022100;1;0,0023;1;0;1;1;1;0;0;1;1;1
1561;Fensterheber;0253069;1;0,0023;0;0;0;1;0;0;0;0;0;0
